标题,小区,地区,房源信息,总价,单价,所在区
['巴厘中高楼层大三房  居住环境舒适'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 119.87平米 | 东南 | 其他 | 中楼层(共17层) | 2012年 | 塔楼'],['95'],"['7,926元/平']",从化区
['富力泉天下大三房东南向景观房望山景'],['富力泉天下 '],['温泉镇'],['3室2厅 | 120.11平米 | 东南 | 其他 | 低楼层(共18层) | 2013年 | 塔楼'],['92'],"['7,660元/平']",从化区
['富力泉天下 大户型三房 位置近小区出入口 生活配套齐'],['富力泉天下 '],['温泉镇'],['3室2厅 | 127.11平米 | 东南 | 精装 | 低楼层(共23层) | 2014年 | 塔楼'],['88.6'],"['6,971元/平']",从化区
['富力泉天下 高层三房 近小区出入口 买菜生活比较便利'],['富力泉天下 '],['温泉镇'],['3室2厅 | 120.96平米 | 东南 | 精装 | 高楼层(共23层)  | 塔楼'],['91'],"['7,524元/平']",从化区
['从化温泉富力泉天下 山野层间度假洋房 三房带精装'],['富力泉天下 '],['温泉镇'],['3室1厅 | 119.25平米 | 东 | 精装 | 低楼层(共18层) | 2014年 | 塔楼'],['94.2'],"['7,900元/平']",从化区
['富力泉天下 高层东南向户型 南北对流 阳台视野开阔'],['富力泉天下 '],['温泉镇'],['3室2厅 | 110.19平米 | 东南 | 精装 | 高楼层(共18层) | 2013年 | 塔楼'],['78.2'],"['7,097元/平']",从化区
['富力泉天下 高层南向三房 环境好 空气好 视野开阔'],['富力泉天下 '],['温泉镇'],['3室1厅 | 120.11平米 | 东南 | 精装 | 高楼层(共18层) | 2013年 | 塔楼'],['94.8'],"['7,893元/平']",从化区
['从化温泉富力泉天下 带露台南向三房 种花养生休闲生活'],['富力泉天下 '],['温泉镇'],['3室1厅 | 119.38平米 | 南 | 精装 | 低楼层(共18层) | 2012年 | 塔楼'],['94.8'],"['7,942元/平']",从化区
['从化温泉富力泉天下 单边东南向三房 视野无遮掩'],['富力泉天下 '],['温泉镇'],['3室2厅 | 120.86平米 | 南 | 其他 | 高楼层(共23层)  | 塔楼'],['97.8'],"['8,093元/平']",从化区
['此房看山景，风景好，环境好，居住舒适！'],['富力泉天下 '],['温泉镇'],['3室2厅 | 126.57平米 | 南 | 精装 | 中楼层(共23层)  | 塔楼'],['95'],"['7,506元/平']",从化区
['精装三房 业主没有入住过 诚意出'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 118.21平米 | 南 | 简装 | 中楼层(共17层) | 2012年 | 塔楼'],['96'],"['8,122元/平']",从化区
['富力泉天下 东南向凸来三房两厅两卫 一手业主没入住'],['富力泉天下 '],['温泉镇'],['3室2厅 | 121.97平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼'],['99.2'],"['8,134元/平']",从化区
['从化温泉富力泉天下 一线流溪河景 度假休闲舒适三房'],['富力泉天下 '],['温泉镇'],['3室2厅 | 118.84平米 | 西南 | 精装 | 高楼层(共18层) | 2014年 | 塔楼'],['99.2'],"['8,348元/平']",从化区
['地铁楼盘 南北对流房型 南向三房 采光好 配套设施齐全'],['珠江国际城 '],['神岗镇'],['3室2厅 | 116.38平米 | 西南 | 精装 | 高楼层(共28层)  | 板塔结合'],['100'],"['8,593元/平']",从化区
['雅居乐小院流溪     大三房   业主诚心出'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 129.44平米 | 北 | 毛坯 | 低楼层(共17层) | 2013年 | 塔楼'],['99'],"['7,649元/平']",从化区
['太平步行街 满五唯一房 生活便利'],['太平花园 '],['太平镇'],['3室2厅 | 118.87平米 | 南 | 简装 | 高楼层(共8层) | 2001年 | 塔楼'],['87'],"['7,319元/平']",从化区
['户型方正 实用率高 视野开阔看山景'],['景业荔都 '],['江浦街'],['3室2厅 | 113.18平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼'],['76.6'],"['6,768元/平']",从化区
['精装修大三房，东南向，居住安静舒适'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 129.61平米 | 西南 | 简装 | 低楼层(共17层) | 2012年 | 塔楼'],['98'],"['7,562元/平']",从化区
['珠江壹城3房2卫，没住过，有钥匙'],['珠江国际城 '],['神岗镇'],['3室2厅 | 111.4平米 | 东北 | 精装 | 低楼层(共28层)  | 板塔结合'],['98'],"['8,798元/平']",从化区
['逸泉映翠，依靠在美丽的流溪河边'],['逸泉映翠 '],['江浦街'],['3室2厅 | 111.15平米 | 东南 | 精装 | 中楼层(共24层) | 2014年 | 塔楼'],['95'],"['8,548元/平']",从化区
['加装电梯房 街口市区、市场就在家门口'],['中田南小区 '],['新城片区'],['3室2厅 | 110.22平米 | 南 | 精装 | 高楼层(共9层)  | 暂无数据'],['89.8'],"['8,148元/平']",从化区
['雅居乐开发管理 流溪河边 近地铁口 正南向贈车位'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 111.61平米 | 东南 | 毛坯 | 中楼层(共16层)  | 塔楼'],['95'],"['8,512元/平']",从化区
['从化温泉富力泉天下 南向大三房 户型方正动静分离'],['富力泉天下 '],['温泉镇'],['3室2厅 | 119.38平米 | 南 | 精装 | 低楼层(共18层) | 2014年 | 塔楼'],['82.2'],"['6,886元/平']",从化区
['新城区 电梯南向3房 格局方正单边位置'],['碧溪路 '],['新城片区'],['3室2厅 | 113.18平米 | 东南 | 简装 | 中楼层(共8层)  | 塔楼'],['98'],"['8,659元/平']",从化区
['从化温泉富力泉天下 带小露台三房 满山负离子空气清新'],['富力泉天下 '],['温泉镇'],['3室2厅 | 121.09平米 | 东南 | 其他 | 低楼层(共18层) | 2013年 | 塔楼'],['81.8'],"['6,756元/平']",从化区
['大户型，看中可以谈谈，业主置换。'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 129.6平米 | 东南 | 其他 | 低楼层(共17层) | 2012年 | 塔楼'],['87'],"['6,713元/平']",从化区
['富力泉天下 3室1厅 南'],['富力泉天下 '],['温泉镇'],['3室1厅 | 121.09平米 | 南 | 精装 | 低楼层(共18层) | 2013年 | 塔楼'],['89'],"['7,350元/平']",从化区
['生活便利，度假养老的好地方，负离子含量高'],['富力泉天下 '],['温泉镇'],['3室2厅 | 120.95平米 | 南 | 精装 | 中楼层(共23层)  | 塔楼'],['84.7'],"['7,003元/平']",从化区
['从化温泉富力泉天下 度假养生三房 方正实用景观开阔'],['富力泉天下 '],['温泉镇'],['3室1厅 | 121.11平米 | 东南 | 其他 | 中楼层(共18层) | 2013年 | 塔楼'],['94.4'],"['7,795元/平']",从化区
['中间楼层，保养好，视野辽阔，环境优美。'],['珠江国际城 '],['神岗镇'],['3室2厅 | 116.36平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合'],['95'],"['8,165元/平']",从化区
['从化温泉富力泉天下 园景大三房 全新没入住 看房方便'],['富力泉天下 '],['温泉镇'],['3室2厅 | 119.38平米 | 西南 | 精装 | 低楼层(共18层) | 2012年 | 塔楼'],['88.8'],"['7,439元/平']",从化区
['珠江壹城   大三房  环境好  适合养老'],['珠江国际城 '],['神岗镇'],['3室2厅 | 113.14平米 | 东北 | 其他 | 低楼层(共28层)  | 板塔结合'],['100'],"['8,839元/平']",从化区
['近地铁口 位置好 绿植高 南北对流电梯大三房'],['大城云山 '],['太平镇'],['3室2厅 | 121.6平米 | 南 北 | 其他 | 低楼层(共22层) | 2018年 | 塔楼'],['90'],"['7,402元/平']",从化区
['靓楼层看花园，没有遮挡，私密度高，负离子空气'],['景业荔都 '],['江浦街'],['3室2厅 | 113.18平米 | 南 北 | 精装 | 中楼层(共26层)  | 塔楼'],['58'],"['5,125元/平']",从化区
['南北户型 4房2厅2卫  毛坯随意装修 阳光充足 全明格局'],['欣荣宏御泉湾 '],['温泉镇'],['3室2厅 | 128.29平米 | 南 北 | 其他 | 中楼层(共10层) | 2017年 | 塔楼'],['65'],"['5,067元/平']",从化区
['全新未入住  南向阳光充足 视野开阔 适合度假养老'],['景业荔都 '],['江浦街'],['3室2厅 | 111.97平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼'],['83'],"['7,413元/平']",从化区
['巴厘天地 神岗站 毛坯大三房两卫 中楼层 诚心卖'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 125.31平米 | 南 北 | 毛坯 | 中楼层(共17层) | 2012年 | 塔楼'],['76'],"['6,065元/平']",从化区
['太平花园 满五唯一 拎包即住 楼下商圈 生活便利'],['太平花园 '],['太平镇'],['3室2厅 | 119.45平米 | 南 北 | 其他 | 高楼层(共8层)  | 塔楼'],['90'],"['7,535元/平']",从化区
['精装修，南北对流，保洁新净，小区环境舒适'],['逸泉映翠 '],['江浦街'],['3室2厅 | 111.6平米 | 东南 | 精装 | 低楼层(共24层) | 2015年 | 塔楼'],['100'],"['8,961元/平']",从化区
['荔山雅筑 地铁口楼盘 南向小高层'],['碧桂园荔山雅筑 '],['赤草'],['3室1厅 | 115.37平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼'],['80'],"['6,935元/平']",从化区
['珠江壹城小区交通便利，生活方便，接驳车，视野开阔'],['珠江国际城 '],['神岗镇'],['3室2厅 | 111.42平米 | 东北 | 精装 | 低楼层(共28层)  | 板塔结合'],['95'],"['8,527元/平']",从化区
['小区环境好合适居住养老交通便利 14号线广州到从化站'],['珠江国际城 '],['神岗镇'],['3室2厅 | 112.13平米 | 东北 | 精装 | 高楼层(共28层)  | 板塔结合'],['95'],"['8,473元/平']",从化区
['逸泉山庄地铁口 绿化高 实用面积大'],['逸泉山庄 '],['赤草'],['3室2厅 | 111.18平米 | 东南 | 精装 | 中楼层(共4层)  | 暂无数据'],['90'],"['8,095元/平']",从化区
['小院流溪，河景房 ，视野好，户型好！'],['雅居乐小院流溪 '],['赤草'],['3室1厅 | 110.56平米 | 西南 | 其他 | 低楼层(共16层) | 2015年 | 塔楼'],['83'],"['7,508元/平']",从化区
['保养好 采光通风，格局方正，大型小区 80米宽楼距'],['珠江国际城 '],['神岗镇'],['3室2厅 | 115.62平米 | 西南 | 精装 | 低楼层(共28层)  | 板塔结合'],['99'],"['8,563元/平']",从化区
['太平花园  简装大三房  南北对流  笋'],['太平花园 '],['太平镇'],['3室2厅 | 118.87平米 | 东南 | 简装 | 高楼层(共8层) | 2001年 | 塔楼'],['66'],"['5,553元/平']",从化区
['商贸城，复式两层。大露台，阳光好。视野望的远'],['小海南路 '],['江浦街'],['3室2厅 | 120.11平米 | 南 北 | 简装 | 高楼层(共8层)  | 暂无数据'],['78'],"['6,495元/平']",从化区
['大城云山   电梯三房看房方便'],['大城云山 '],['太平镇'],['3室2厅 | 125.04平米 | 东南 | 毛坯 | 高楼层(共17层) | 2013年 | 塔楼'],['90'],"['7,198元/平']",从化区
['宜居小区，南向无遮挡大三房，全新装修，未住过'],['富力泉天下 '],['温泉镇'],['3室2厅 | 121.09平米 | 西南 | 精装 | 中楼层(共18层) | 2013年 | 塔楼'],['85'],"['7,020元/平']",从化区
['小区楼距宽，绿化多，依靠流溪河边，居住环境舒适。'],['逸泉映翠 '],['江浦街'],['3室2厅 | 111.53平米 | 南 | 毛坯 | 高楼层(共24层) | 2015年 | 塔楼'],['88'],"['7,891元/平']",从化区
['含氡苏打温泉水入户，适合度假养生'],['望谷温泉小镇 '],['温泉镇'],['3室1厅 | 125.85平米 | 南 北 | 其他 | 中楼层(共18层) | 2013年 | 塔楼'],['63.8'],"['5,070元/平']",从化区
['业主诚意出*，*格优势，居住密度低'],['逸泉山庄 '],['赤草'],['3室2厅 | 111.28平米 | 北 | 毛坯 | 中楼层(共4层)  | 塔楼'],['80'],"['7,190元/平']",从化区
['南向户型，中间楼层，户型方正。景色优美'],['珠江国际城 '],['神岗镇'],['3室2厅 | 116.38平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合'],['100'],"['8,593元/平']",从化区
['从化温泉保利桃花源叠墅 小区环境优美 鸟语花香'],['保利桃花源 '],['江浦街'],['3室2厅 | 125.64平米 | 南 北 | 其他 | 5层  | 塔楼'],['93'],"['7,403元/平']",从化区
['人盛巴厘天地 3室2厅 南 北'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 126.44平米 | 南 北 | 毛坯 | 低楼层(共17层) | 2012年 | 塔楼'],['71'],"['5,616元/平']",从化区
['流溪御景， 低密度洋房，养生必选，背山望水'],['珠光流溪御景 '],['赤草'],['3室1厅 | 113.81平米 | 东北 | 毛坯 | 低楼层(共26层) | 2012年 | 塔楼'],['85'],"['7,469元/平']",从化区
['此房格局方正，楼层好，采光好。'],['雅居乐小院流溪 '],['赤草'],['3室1厅 | 111.6平米 | 东 南 | 毛坯 | 高楼层(共16层)  | 塔楼'],['90'],"['8,065元/平']",从化区
['精装大三房。地铁口物业。楼下是江景。'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 116.43平米 | 西北 西南 | 精装 | 低楼层(共18层)  | 板塔结合'],['98'],"['8,418元/平']",从化区
['富力泉天下 少有能看流溪河三房放 户型好 地势高'],['富力泉天下 '],['温泉镇'],['3室2厅 | 119.32平米 | 东南 | 其他 | 中楼层(共18层) | 2014年 | 塔楼'],['93'],"['7,795元/平']",从化区
['大城云山 视野开阔南向 采光充足'],['大城云山 '],['太平镇'],['3室2厅 | 121.58平米 | 南 | 毛坯 | 高楼层(共22层) | 2018年 | 塔楼'],['90'],"['7,403元/平']",从化区
['南向大三房 采光好 生活便利 刚需客户'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 112.41平米 | 南 | 毛坯 | 低楼层(共17层) | 2012年 | 塔楼'],['74'],"['6,584元/平']",从化区
['地铁沿线楼盘，西南向，视野开阔，采光充足，生活便利'],['珠江国际城 '],['神岗镇'],['3室2厅 | 116.42平米 | 西南 | 其他 | 低楼层(共27层) | 2018年 | 板塔结合'],['100'],"['8,590元/平']",从化区
['珠江壹城  珠江国际城  三房两厅两卫户型'],['珠江国际城 '],['神岗镇'],['3室2厅 | 113.84平米 | 东北 | 精装 | 高楼层(共28层)  | 板塔结合'],['93'],"['8,170元/平']",从化区
['太平步行街大3房精装修南采光充足生活配套齐全'],['花园路(从化) '],['太平镇'],['3室2厅 | 113.18平米 | 东南 | 其他 | 高楼层(共8层)  | 塔楼'],['65.8'],"['5,814元/平']",从化区
"['楼层好，视野宽阔, 通透户型 阳台望小区绿化']",['骏逸湖畔花苑 '],['太平镇'],['3室2厅 | 128.43平米 | 南 北 | 其他 | 低楼层(共16层) | 2017年 | 暂无数据'],['98'],"['7,631元/平']",从化区
['安静房子，风景宜人，生活便利。'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 120.52平米 | 南 | 毛坯 | 低楼层(共17层) | 2012年 | 塔楼'],['87.5'],"['7,261元/平']",从化区
['时代名苑小区管理，配套成熟，交通便捷小区'],['时代名苑 '],['旧城区'],['3室2厅 | 112.3平米 | 南 | 其他 | 高楼层(共8层) | 2000年 | 塔楼'],['100'],"['8,905元/平']",从化区
['雅居乐开发流溪河畔   地铁口物业'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 117.88平米 | 南 | 毛坯 | 低楼层(共16层) | 2015年 | 塔楼'],['100'],"['8,484元/平']",从化区
['近地铁，大3房，环境优美，生活配套齐全'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 126.44平米 | 东南 | 其他 | 低楼层(共17层) | 2012年 | 塔楼'],['92'],"['7,277元/平']",从化区
['房间格局好，采光通透冬暖夏凉，适宜居住安达区'],['东方夏湾拿 '],['太平镇'],['3室2厅 | 118.14平米 | 东 东南 | 精装 | 3层 | 2008年 | 板塔结合'],['86'],"['7,280元/平']",从化区
['大城云山 地铁口楼盘 南北对流  户型方正'],['大城云山 '],['太平镇'],['3室2厅 | 113.13平米 | 南 北 | 其他 | 中楼层(共17层) | 2013年 | 塔楼'],['92'],"['8,133元/平']",从化区
['小区环境好、合适居住养老、交通便利'],['珠江国际城 '],['神岗镇'],['3室2厅 | 114.86平米 | 西南 | 简装 | 高楼层(共28层)  | 板塔结合'],['99'],"['8,620元/平']",从化区
['房子实用，低密度，雅居乐物业，小区环境优美，'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 129.76平米 | 东 东北 | 毛坯 | 中楼层(共17层) | 2013年 | 塔楼'],['93'],"['7,168元/平']",从化区
['街口新村东路实用三房带装修 即买即可入住'],['新村东路 '],['旧城区'],['3室2厅 | 119.96平米 | 南 北 | 精装 | 高楼层(共8层)  | 塔楼'],['68'],"['5,669元/平']",从化区
['大城云山地铁楼盘 业主诚心 大三房 精装修'],['大城云山 '],['太平镇'],['3室2厅 | 121.24平米 | 南 北 | 精装 | 高楼层(共22层) | 2018年 | 塔楼'],['98'],"['8,084元/平']",从化区
['雅居乐物业，安保好，环境靓。小区绿化好。'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 129.65平米 | 东北 | 毛坯 | 中楼层(共17层) | 2013年 | 塔楼'],['100'],"['7,714元/平']",从化区
['珠光流溪御景，靓楼层，采光通风好，格局方正'],['珠光流溪御景 '],['赤草'],['3室2厅 | 113.92平米 | 东北 | 毛坯 | 中楼层(共23层) | 2012年 | 板楼'],['88'],"['7,725元/平']",从化区
['此房子的户型格局方正，位置安静'],['城内路 '],['旧城区'],['3室2厅 | 119.21平米 | 南 北 | 简装 | 中楼层(共8层)  | 塔楼'],['83'],"['6,963元/平']",从化区
['流溪御景 毛坯房 高楼城视野开阔 格局方正'],['珠光流溪御景 '],['赤草'],['3室2厅 | 113.94平米 | 北 | 其他 | 中楼层(共26层) | 2012年 | 塔楼'],['90'],"['7,899元/平']",从化区
['房子满两年视野开阔，大三房，生活便利'],['人盛巴厘天地 '],['神岗镇'],['3室1厅 | 129.99平米 | 东南 | 毛坯 | 高楼层(共17层) | 2012年 | 塔楼'],['84'],"['6,463元/平']",从化区
['南北对流，生活便利，此房满五年'],['人盛巴厘天地 '],['神岗镇'],['3室1厅 | 125.31平米 | 南 | 其他 | 低楼层(共17层) | 2012年 | 塔楼'],['75'],"['5,986元/平']",从化区
['巴厘天地  位置佳   双阳台  视野开阔 采光好'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 127.39平米 | 东南 | 其他 | 高楼层(共17层) | 2012年 | 塔楼'],['89'],"['6,987元/平']",从化区
['小区绿化十分高，空气环境也很好，很适合居住！'],['景业荔都 '],['江浦街'],['3室2厅 | 111.3平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼'],['58'],"['5,212元/平']",从化区
['从化康养小镇    视野开阔  精装小三房'],['富力泉天下 '],['温泉镇'],['3室2厅 | 120.95平米 | 南 北 | 精装 | 中楼层(共23层)  | 塔楼'],['83.3'],"['6,888元/平']",从化区
['景业荔都 3室2厅 西南'],['景业荔都 '],['江浦街'],['3室2厅 | 112.84平米 | 西南 | 其他 | 中楼层(共26层)  | 塔楼'],['56.8'],"['5,034元/平']",从化区
['巴厘天地精装修三房两厅两卫。业主保养干净、拎包入住'],['人盛巴厘天地 '],['神岗镇'],['3室1厅 | 120.02平米 | 东南 | 精装 | 低楼层(共17层) | 2012年 | 塔楼'],['83.8'],"['6,983元/平']",从化区
['富力泉天下 3室2厅 南 北'],['富力泉天下 '],['温泉镇'],['3室2厅 | 127.69平米 | 南 北 | 其他 | 高楼层(共18层)  | 塔楼'],['90'],"['7,049元/平']",从化区
['四面环山 空气清新 青山绿水 负离子是广州的4倍'],['景业荔都 '],['江浦街'],['3室2厅 | 112.71平米 | 南 | 精装 | 低楼层(共26层)  | 塔楼'],['62'],"['5,501元/平']",从化区
['从化温泉富力泉天下 休闲度假精装三房 一线流溪河景'],['富力泉天下 '],['温泉镇'],['3室2厅 | 110.13平米 | 南 | 精装 | 中楼层(共18层) | 2013年 | 塔楼'],['87.6'],"['7,955元/平']",从化区
['雅居乐小院流溪 3房2卫  3＋1户型'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 129.66平米 | 北 | 毛坯 | 低楼层(共17层) | 2013年 | 塔楼'],['90'],"['6,942元/平']",从化区
['佰家益幸福园 3室2厅 南 北'],['佰家益幸福园 '],['鳌头镇'],['3室2厅 | 111.88平米 | 南 北 | 其他 | 低楼层(共9层)  | 塔楼'],['80'],"['7,151元/平']",从化区
['一线江景，地铁口物业，高层洋房，南北对流，视野开阔'],['雅居乐小院流溪 '],['赤草'],['3室1厅 | 111.61平米 | 南 | 其他 | 高楼层(共16层) | 2013年 | 塔楼'],['88'],"['7,885元/平']",从化区
['富力泉天下 3室2厅 东南'],['富力泉天下 '],['温泉镇'],['3室2厅 | 121.09平米 | 东南 | 精装 | 高楼层(共18层) | 2013年 | 塔楼'],['75'],"['6,194元/平']",从化区
['小区人车分流并设有地下停车场， 车位比例达到1：1'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 111.61平米 | 东南 | 其他 | 中楼层(共16层)  | 塔楼'],['88'],"['7,885元/平']",从化区
['小区绿化十分高，空气环境也很好，很适合居住！'],['景业荔都 '],['江浦街'],['3室2厅 | 113.18平米 | 东南 | 精装 | 低楼层(共26层) | 2017年 | 塔楼'],['79.8'],"['7,051元/平']",从化区
['品牌开发商，地铁口物业，楼盘比较新，生活方便。'],['碧桂园荔山雅筑 '],['赤草'],['3室1厅 | 110.11平米 | 南 | 其他 | 高楼层(共6层)  | 板楼'],['88'],"['7,993元/平']",从化区
['地铁口物业，高层洋房，单边位，视野开阔'],['雅居乐小院流溪 '],['赤草'],['3室1厅 | 110.92平米 | 东 | 其他 | 中楼层(共16层) | 2015年 | 塔楼'],['90'],"['8,114元/平']",从化区
['房子通风对流，格局方正实用 视野开阔'],['珠光流溪御景 '],['赤草'],['3室2厅 | 114.11平米 | 北 | 毛坯 | 低楼层(共23层) | 2012年 | 板楼'],['90'],"['7,888元/平']",从化区
['此房西南向采光好，中楼层，户型格局方正实用双阳台，'],['从化商贸城 '],['江浦街'],['3室1厅 | 115.89平米 | 西南 | 其他 | 中楼层(共9层)  | 板楼'],['68'],"['5,868元/平']",从化区
['珠江壹城 南北对流户型、通风采光好'],['珠江国际城 '],['神岗镇'],['3室2厅 | 113.84平米 | 东北 | 精装 | 高楼层(共28层)  | 板塔结合'],['95'],"['8,346元/平']",从化区
['低密度住宅，空气清新。宜居住生活，阳台无遮挡视野好'],['珠光流溪御景 '],['赤草'],['3室1厅 | 113.54平米 | 东南 南 | 毛坯 | 中楼层(共26层) | 2012年 | 塔楼'],['90'],"['7,927元/平']",从化区
['此房源户型实用方正，毛坯可根据自己喜好风格装修'],['翰林国际 '],['旧城区'],['3室2厅 | 128.87平米 | 西南 西北 | 毛坯 | 低楼层(共11层) | 2012年 | 塔楼'],['85'],"['6,596元/平']",从化区
['实用三房二厅 南向 交通便利   安静舒适'],['宏润巴塞阳光 '],['河滨北路'],['3室1厅 | 121.31平米 | 南 | 其他 | 中楼层(共13层) | 2008年 | 塔楼'],['95'],"['7,832元/平']",从化区
['雅居乐物业 南向3房 采光好 有钥匙可以看房'],['雅居乐小院流溪 '],['赤草'],['3室2厅 | 111.61平米 | 南 | 毛坯 | 中楼层(共16层)  | 塔楼'],['93'],"['8,333元/平']",从化区
['人盛巴厘天地  位置佳 楼层靓  视野开阔  采光好'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 114.55平米 | 东南 | 精装 | 中楼层(共17层) | 2012年 | 塔楼'],['87.5'],"['7,639元/平']",从化区
['云星钱隆天誉 太平开发区南向大面积四房'],['云星钱隆天誉 '],['太平镇'],['3室2厅 | 123.4平米 | 南 北 | 其他 | 高楼层(共25层) | 2017年 | 塔楼'],['98'],"['7,942元/平']",从化区
['珠江壹城 好户型南北对流 诚心卖看上谈 位置好'],['珠江国际城 '],['神岗镇'],['3室2厅 | 116.3平米 | 西南 | 精装 | 低楼层(共28层) | 2017年 | 板塔结合'],['96'],"['8,255元/平']",从化区
['夏湾拿可作复式洋房，三房两厅，业主诚意卖'],['东方夏湾拿 '],['太平镇'],['3室2厅 | 116.03平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据'],['88'],"['7,585元/平']",从化区
['小区绿化好，交通便利，生活配套成熟'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 123.41平米 | 西南 | 其他 | 高楼层(共17层) | 2012年 | 塔楼'],['86'],"['6,969元/平']",从化区
['舒适三房，望江户型，门前大花园，适合居住。'],['人盛巴厘天地 '],['神岗镇'],['3室2厅 | 126.17平米 | 东南 | 其他 | 中楼层(共17层) | 2012年 | 塔楼'],['85'],"['6,737元/平']",从化区
['地铁口物业，高层洋房，单边位，视野开阔'],['雅居乐小院流溪 '],['赤草'],['3室1厅 | 110.92平米 | 东 | 其他 | 中楼层(共16层) | 2015年 | 塔楼'],['90'],"['8,114元/平']",从化区
['品牌开发商，地铁口物业，楼盘比较新，生活方便。'],['碧桂园荔山雅筑 '],['赤草'],['3室1厅 | 110.11平米 | 南 | 其他 | 高楼层(共6层)  | 板楼'],['88'],"['7,993元/平']",从化区
['珠江壹城 南北对流户型、通风采光好'],['珠江国际城 '],['神岗镇'],['3室2厅 | 113.84平米 | 东北 | 精装 | 高楼层(共28层)  | 板塔结合'],['95'],"['8,346元/平']",从化区
['房子通风对流，格局方正实用 视野开阔'],['珠光流溪御景 '],['赤草'],['3室2厅 | 114.11平米 | 北 | 毛坯 | 低楼层(共23层) | 2012年 | 板楼'],['90'],"['7,888元/平']",从化区
['此房西南向采光好，中楼层，户型格局方正实用双阳台，'],['从化商贸城 '],['江浦街'],['3室1厅 | 115.89平米 | 西南 | 其他 | 中楼层(共9层)  | 板楼'],['68'],"['5,868元/平']",从化区
