标题,小区,地区,房源信息,总价,单价,所在区
['成熟金洲商圈，配套齐全，产权清晰'],['明珠花园(南沙区) '],['金洲'],['3室2厅 | 128.14平米 | 南 | 毛坯 | 高楼层(共12层) | 1999年 | 塔楼'],['140'],"['10,926元/平']",南沙区
['优山悦海 3室1厅 东南'],['优山悦海 '],['南沙港'],['3室1厅 | 114.42平米 | 东南 | 其他 | 高楼层(共18层) | 2013年 | 塔楼'],['230'],"['20,102元/平']",南沙区
['金洲商圈 翡翠公馆大三房 保养装修好'],['南沙翡翠公馆 '],['金洲'],['3室2厅 | 111.07平米 | 北 | 精装 | 高楼层(共28层)  | 板塔结合'],['245'],"['22,059元/平']",南沙区
['南沙湾时代南湾，大三房带主套，业主诚意'],['时代南湾 '],['南沙港'],['3室2厅 | 126.45平米 | 东南 南 | 其他 | 低楼层(共17层) | 2012年 | 板塔结合'],['257'],"['20,325元/平']",南沙区
['南沙金洲，适用三房，业主诚心放卖'],['南沙心意华庭 '],['金洲'],['3室2厅 | 119.73平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合'],['160'],"['13,364元/平']",南沙区
['小区人车分流，安全舒适，房子采光好，未住过。'],['阳光城丽景湾·澜悦 '],['进港大道'],['3室2厅 | 111.1平米 | 西南 | 其他 | 高楼层(共33层)  | 塔楼'],['220'],"['19,802元/平']",南沙区
['创鸿嘉园  金洲地铁   满五唯一   南北对流户型'],['创鸿嘉园 '],['金洲'],['3室1厅 | 119.8平米 | 西南 | 精装 | 低楼层(共31层) | 2013年 | 塔楼'],['258'],"['21,536元/平']",南沙区
['中大城  急卖  全屋定制  高楼层  舒适3房'],['中大城 '],['金洲'],['3室2厅 | 122.92平米 | 东南 北 | 其他 | 高楼层(共30层)  | 塔楼'],['235'],"['19,119元/平']",南沙区
['金州地铁口 南北对流 中间楼层  急卖 过五唯一'],['越秀滨海隽城 '],['金洲'],['3室2厅 | 129.5平米 | 南 | 精装 | 中楼层(共18层) | 2012年 | 塔楼'],['297'],"['22,935元/平']",南沙区
['创鸿嘉园  金洲地铁   满五唯一   南北对流户型'],['创鸿嘉园 '],['金洲'],['3室1厅 | 119.8平米 | 西南 | 精装 | 低楼层(共31层) | 2013年 | 塔楼'],['258'],"['21,536元/平']",南沙区
['越秀滨海御城 122方 正南向 中高楼层 看园林带车位'],['越秀滨海御城 '],['金洲'],['3室2厅 | 122.17平米 | 南 | 其他 | 中楼层(共32层) | 2013年 | 塔楼'],['365'],"['29,877元/平']",南沙区
['境界3房，南北对流，中高楼层采光视野好，过五'],['南沙境界 '],['黄阁'],['3室2厅 | 123.83平米 | 南 北 | 其他 | 高楼层(共18层) | 2007年 | 塔楼'],['130'],"['10,499元/平']",南沙区
['金洲商圈3房2卫的对流户型 楼层好 无欠款，看房方便'],['阳光城丽景湾领悦 '],['进港大道'],['3室2厅 | 112.1平米 | 东南 | 精装 | 高楼层(共9层)  | 塔楼'],['159'],"['14,184元/平']",南沙区
['高层南向蕉门河景，装修保养好，看房方便'],['阳光城丽景湾·澜悦 '],['进港大道'],['3室1厅 | 111.16平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼'],['227'],"['20,422元/平']",南沙区
['星河丹堤南向3房，中高楼层，看灵山岛横沥岛！'],['星河丹堤 '],['金洲'],['3室2厅 | 120.53平米 | 南 北 | 毛坯 | 高楼层(共18层) | 2019年 | 塔楼'],['238'],"['19,747元/平']",南沙区
['时代南湾 精装三房 户型好朝向也不错 中高层景观很好'],['时代南湾 '],['南沙港'],['3室2厅 | 126.2平米 | 南 北 | 其他 | 中楼层(共32层) | 2015年 | 板塔结合'],['272'],"['21,554元/平']",南沙区
['南沙湾板块 户型格局方正 满五无重税'],['优山悦海 '],['南沙港'],['3室2厅 | 119.11平米 | 南 | 精装 | 低楼层(共18层) | 2013年 | 塔楼'],['204'],"['17,128元/平']",南沙区
['碧桂园天玺湾 一线望湖望海景观 满五税费少 看房方便'],['碧桂园天玺湾 '],['进港大道'],['3室2厅 | 117.41平米 | 北 | 精装 | 中楼层(共17层) | 2014年 | 板塔结合'],['200'],"['17,035元/平']",南沙区
['富佳花园 3室2厅 北'],['富佳花园 '],['进港大道'],['3室2厅 | 128.18平米 | 北 | 简装 | 低楼层(共11层)  | 塔楼'],['175'],"['13,653元/平']",南沙区
['区政府旁 户型方正使用  产权清晰'],['南沙境界 '],['黄阁'],['3室2厅 | 121.35平米 | 南 | 精装 | 低楼层(共14层) | 2007年 | 塔楼'],['188'],"['15,493元/平']",南沙区
['证过五税费低，南北对流，采光充足，业主诚意放卖'],['南沙境界 '],['黄阁'],['3室2厅 | 123.83平米 | 南 | 其他 | 高楼层(共18层) | 2007年 | 塔楼'],['168'],"['13,567元/平']",南沙区
['南北通透，全新保养大三房，视野宽阔，采光充足'],['越秀滨海隽城 '],['金洲'],['3室2厅 | 129.28平米 | 南 北 | 精装 | 中楼层(共18层) | 2012年 | 塔楼'],['250'],"['19,338元/平']",南沙区
['户型方正南北对流，带装修视野开阔'],['南沙境界 '],['黄阁'],['3室1厅 | 121.53平米 | 东南 | 精装 | 低楼层(共18层) | 2007年 | 塔楼'],['200'],"['16,457元/平']",南沙区
['地铁站广外旁 113方看园林三房 保养好 满五年优质好房'],['滨海水晶湾 '],['明珠湾'],['3室2厅 | 113.81平米 | 东南 | 精装 | 中楼层(共18层) | 2000年 | 塔楼'],['247'],"['21,703元/平']",南沙区
['金州东南向三房，精装修电梯房，中间楼层'],['明珠花园(南沙区) '],['金洲'],['3室2厅 | 123.6平米 | 南 | 其他 | 中楼层(共12层) | 1999年 | 塔楼'],['130'],"['10,518元/平']",南沙区
['此房过五唯一税费低，对流户型，通风采光好'],['优山悦海 '],['南沙港'],['3室2厅 | 121.45平米 | 南 | 毛坯 | 中楼层(共18层) | 2013年 | 塔楼'],['259'],"['21,326元/平']",南沙区
['精装3房双卫，前后看花园，闹中取静，有独立车位'],['领南星河荣誉 '],['南沙港'],['3室1厅 | 112.47平米 | 南 北 | 其他 | 高楼层(共16层)  | 塔楼'],['300'],"['26,674元/平']",南沙区
['南沙珠江湾  南沙珠江湾  南向看园林，精装修  中楼层'],['南沙珠江湾 '],['南沙湾'],['3室2厅 | 118.91平米 | 南 | 其他 | 中楼层(共32层) | 2015年 | 板塔结合'],['193'],"['16,231元/平']",南沙区
['中间楼层户型方正通透采光好安静舒适'],['南沙湾东苑 '],['南沙港'],['3室2厅 | 116.41平米 | 东 | 精装 | 中楼层(共26层) | 2018年 | 板塔结合'],['349.2'],"['29,998元/平']",南沙区
['滨海悦城南向精装3房业主自主保养好 320带车位'],['越秀滨海悦城 '],['金洲'],['3室2厅 | 117.13平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合'],['320'],"['27,321元/平']",南沙区
['满五唯一，税少，自住保养很好！东南朝向'],['越秀滨海隽城 '],['金洲'],['3室2厅 | 120.67平米 | 东南 | 精装 | 低楼层(共18层) | 2012年 | 塔楼'],['210'],"['17,403元/平']",南沙区
['区府旁 近地铁 南沙境界满五唯一 精装三房两厅两卫'],['南沙境界 '],['黄阁'],['3室2厅 | 120.76平米 | 东南 | 精装 | 高楼层(共13层) | 2007年 | 板楼'],['186'],"['15,403元/平']",南沙区
['区府旁，地铁大3房，户型好，业主诚心'],['中惠璧珑湾 '],['南沙区府'],['3室2厅 | 117.78平米 | 东南 | 精装 | 中楼层(共30层)  | 板塔结合'],['285'],"['24,198元/平']",南沙区
['小区视野开阔，采光充足，近海边，部分可看江景。'],['南沙珠江湾 '],['南沙湾'],['3室2厅 | 118.95平米 | 南 | 其他 | 中楼层(共28层) | 2012年 | 板塔结合'],['200'],"['16,814元/平']",南沙区
['星河山海湾 3室2厅 南 北'],['星河山海湾 '],['南沙港'],['3室2厅 | 111.63平米 | 南 北 | 其他 | 中楼层(共33层)  | 塔楼'],['300'],"['26,875元/平']",南沙区
['南北对流格局，采光通风佳，配套成熟'],['南沙保利南怡湾 '],['黄阁'],['3室2厅 | 115.45平米 | 东南 | 其他 | 高楼层(共28层)  | 塔楼'],['158'],"['13,686元/平']",南沙区
['近地铁，南向高层采光通风好，业主诚心卖'],['优山悦海 '],['南沙港'],['3室2厅 | 120.63平米 | 南 | 毛坯 | 高楼层(共18层) | 2013年 | 塔楼'],['193'],"['16,000元/平']",南沙区
['南北对流格局，采光通风佳，配套成熟'],['南沙保利南怡湾 '],['黄阁'],['3室2厅 | 115.45平米 | 东南 | 其他 | 高楼层(共28层)  | 塔楼'],['158'],"['13,686元/平']",南沙区
['小区环境优美，幽居静谧，比较高，宜居条件很棒。'],['南沙云山诗意 '],['金洲'],['3室2厅 | 125.67平米 | 南 | 精装 | 低楼层(共28层) | 2014年 | 塔楼'],['265'],"['21,087元/平']",南沙区
['近地铁，南向高层采光通风好，业主诚心卖'],['优山悦海 '],['南沙港'],['3室2厅 | 120.63平米 | 南 | 毛坯 | 高楼层(共18层) | 2013年 | 塔楼'],['193'],"['16,000元/平']",南沙区
['满五税费少，交通方便，业主诚心卖！'],['南沙境界 '],['黄阁'],['3室2厅 | 123.83平米 | 南 | 毛坯 | 高楼层(共18层) | 2007年 | 塔楼'],['168'],"['13,567元/平']",南沙区
