标题,小区,地区,房源信息,总价,单价,所在区
['御金沙大三房两卫 飞机户型 采光好 房子通透舒适'],['御金沙 '],['金沙洲'],['3室2厅 | 116.97平米 | 东南 | 精装 | 中楼层(共16层) | 2014年 | 塔楼'],['335'],"['28,640元/平']",白云区
['富力桃园 c区 一手业主，随约 中高楼层，通风采光好'],['富力桃园 '],['罗冲围'],['3室1厅 | 128.36平米 | 南 | 精装 | 高楼层(共30层) | 2004年 | 塔楼'],['390'],"['30,384元/平']",白云区
['满五年省税 南向望花园 通风采光好'],['云裳丽影 '],['同和'],['3室2厅 | 111.24平米 | 东南 南 | 简装 | 20层 | 2012年 | 塔楼'],['468'],"['42,072元/平']",白云区
['东南精装 实用三房 满五唯一 视野采光好！'],['元邦航空家园 '],['马务'],['3室2厅 | 114.57平米 | 东南 南 | 精装 | 低楼层(共15层) | 2004年 | 塔楼'],['230'],"['20,076元/平']",白云区
['方园小区 南向三房 保养好 房屋质量佳 省实旁'],['方園 '],['黄石'],['3室2厅 | 118.34平米 | 南 | 简装 | 低楼层(共14层) | 2003年 | 塔楼'],['425'],"['35,914元/平']",白云区
['户型方正 采光好 望花园 业主诚心'],['云逸苑 '],['新市'],['3室2厅 | 121.88平米 | 北 | 简装 | 低楼层(共12层)  | 塔楼'],['451'],"['37,004元/平']",白云区
['富力桃园   高层舒适三房  望花园  视野采光好 保养佳'],['富力桃园 '],['罗冲围'],['3室2厅 | 123.15平米 | 东 | 精装 | 高楼层(共30层) | 2004年 | 塔楼'],['478'],"['38,815元/平']",白云区
['怡富尚苑 3室2厅 西南'],['怡富尚苑 '],['石井'],['3室2厅 | 129.72平米 | 西南 | 其他 | 低楼层(共16层) | 2008年 | 塔楼'],['330'],"['25,440元/平']",白云区
['富力桃园 南向三房带主套 格局方正 视野开阔'],['富力桃园 '],['罗冲围'],['3室2厅 | 113.34平米 | 南 西南 | 精装 | 中楼层(共32层) | 2004年 | 塔楼'],['400'],"['35,293元/平']",白云区
['C区南向三房，四开间朝南，安静看花园，采光通风好'],['岭南新世界 '],['嘉禾望岗'],['3室2厅 | 112平米 | 南 | 精装 | 中楼层(共18层) | 2003年 | 塔楼'],['598'],"['53,393元/平']",白云区
['房子是房改房，实用率高，公摊低，房子近地铁交通方便'],['乐嘉路 '],['机场路'],['3室1厅 | 113.85平米 | 南 北 | 简装 | 高楼层(共9层)  | 塔楼'],['320'],"['28,108元/平']",白云区
['东湖映月南向明星户型楼层好视野开阔楼下就是地铁站'],['家和东湖映月 '],['龙归'],['3室2厅 | 124.94平米 | 南 | 其他 | 低楼层(共33层) | 2012年 | 塔楼'],['380'],"['30,415元/平']",白云区
['流溪半岛3房2厅2位 采光通风好'],['流溪半岛 '],['人和'],['3室2厅 | 125.63平米 | 东北 | 简装 | 低楼层(共14层)  | 塔楼'],['240'],"['19,104元/平']",白云区
['大院南向3房，户型方正，电梯安静不吵'],['水警宿舍 '],['白云大道南'],['3室1厅 | 116.56平米 | 东 西 | 其他 | 低楼层(共9层) | 1998年 | 塔楼'],['360'],"['30,886元/平']",白云区
['全新未入住   保养好   采光好'],['家和东湖映月 '],['龙归'],['3室2厅 | 124.67平米 | 南 | 精装 | 高楼层(共33层) | 2012年 | 塔楼'],['360'],"['28,877元/平']",白云区
['3号线 15min到天河，电梯高层 3房，望小区园林！'],['天河御品 '],['京溪'],['3室1厅 | 119.78平米 | 东 | 其他 | 25层 | 2010年 | 塔楼'],['688'],"['57,439元/平']",白云区
['白天鹅花园三期大三房 满五唯一 楼龄新 产权清晰'],['白天鹅花园 '],['沙太北'],['3室2厅 | 129.69平米 | 东南 | 其他 | 17层 | 2008年 | 塔楼'],['520'],"['40,096元/平']",白云区
['业主自住装修，保养不错 ， 提前预约随时可看.'],['富力桃园 '],['罗冲围'],['3室2厅 | 123平米 | 东 | 简装 | 低楼层(共30层) | 2004年 | 塔楼'],['445'],"['36,179元/平']",白云区
['小区环境好，满五唯一少税费，可摇号省实'],['方園 '],['黄石'],['3室2厅 | 118.34平米 | 南 | 简装 | 低楼层(共14层) | 2003年 | 塔楼'],['449'],"['37,942元/平']",白云区
['流溪半岛 环境优美 出门即到流溪河边 户型方正实用'],['流溪半岛 '],['人和'],['3室2厅 | 118.16平米 | 北 | 精装 | 高楼层(共14层)  | 塔楼'],['257'],"['21,751元/平']",白云区
['御金沙澜山 南向 舒适3房 满5唯一'],['御金沙澜山 '],['金沙洲'],['3室2厅 | 117.9平米 | 东南 | 精装 | 中楼层(共25层) | 2015年 | 塔楼'],['540'],"['45,802元/平']",白云区
['荷塘月色 高层南向大三房 南北对流 五年唯一'],['白云高尔夫花园荷塘月色 '],['黄石'],['3室2厅 | 125.27平米 | 东南 | 精装 | 中楼层(共25层) | 2002年 | 塔楼'],['580'],"['46,300元/平']",白云区
['花园中 心全小区醉好位置 安静舒适 东南向 证满五年'],['方園 '],['黄石'],['3室1厅 | 118.27平米 | 东南 | 精装 | 低楼层(共14层) | 2003年 | 塔楼'],['480'],"['40,586元/平']",白云区
['依山而建 前后望山 带天台花园 装修保养好'],['春晖闲庭 '],['南湖'],['3室2厅 | 121.7平米 | 北 | 其他 | 7层 | 2004年 | 塔楼'],['365'],"['29,992元/平']",白云区
['云逸 新装修三房  东南朝向高层'],['新世界云逸 '],['嘉禾望岗'],['3室1厅 | 129.71平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼'],['780'],"['60,135元/平']",白云区
['时代玫瑰园三期 临设计之都CBD 高层望小区园林'],['时代玫瑰园 '],['黄边'],['3室2厅 | 125.07平米 | 西 | 其他 | 高楼层(共18层) | 2008年 | 塔楼'],['480'],"['38,379元/平']",白云区
['怡新花园 梅花园地铁上 南向三房'],['怡新花园 '],['梅花园'],['3室2厅 | 113.23平米 | 西南 | 其他 | 12层 | 2007年 | 塔楼'],['542'],"['47,868元/平']",白云区
['怡新花园 大露台 初次出 户型正 装修新'],['怡新花园 '],['梅花园'],['3室1厅 | 119.16平米 | 东南 | 其他 | 16层 | 2007年 | 塔楼'],['518'],"['43,471元/平']",白云区
['怡新花园东南向实用3房 采光好'],['怡新花园 '],['梅花园'],['3室2厅 | 115.93平米 | 西南 | 精装 | 12层 | 2007年 | 塔楼'],['530'],"['45,718元/平']",白云区
['南边对流大三房通透直观白云山 诚心放卖无按揭 装修好'],['白云高尔夫花园荷塘月色 '],['黄石'],['3室2厅 | 127.9平米 | 东南 | 精装 | 高楼层(共10层) | 2002年 | 塔楼'],['590'],"['46,130元/平']",白云区
['户型方正满五年 彩光充足 看房方便 带主套'],['云逸苑 '],['新市'],['3室1厅 | 112.53平米 | 东北 | 简装 | 中楼层(共12层) | 2000年 | 塔楼'],['428'],"['38,035元/平']",白云区
['此房满五唯一，南向望花园，中间楼层'],['顺丰翠园 '],['石井'],['3室2厅 | 116.5平米 | 西南 | 精装 | 中楼层(共9层) | 2000年 | 塔楼'],['320'],"['27,468元/平']",白云区
['雍翠园 高层大三房 精装修 户型通透 户型方正'],['祥景花园雍翠园 '],['黄石'],['3室2厅 | 112.3平米 | 西 | 精装 | 高楼层(共15层) | 2003年 | 塔楼'],['300'],"['26,715元/平']",白云区
['山水庭苑 精品靓房 有车位  大三房'],['山水庭苑 '],['南湖'],['3室2厅 | 122平米 | 南 西南 | 精装 | 19层 | 2007年 | 塔楼'],['465'],"['38,115元/平']",白云区
['东区精装三房  过五年唯一物业 自住 方便看房'],['汇侨新城东区 '],['新市'],['3室1厅 | 111.77平米 | 东南 南 | 简装 | 高楼层(共9层) | 2000年 | 塔楼'],['235'],"['21,026元/平']",白云区
['怡新花园三房，地铁口，楼龄20年内，满五'],['怡新花园 '],['梅花园'],['3室2厅 | 128.35平米 | 西南 | 简装 | 14层 | 2007年 | 塔楼'],['596'],"['46,436元/平']",白云区
['怡新花园大三房 高楼层视野好 地tie上盖'],['怡新花园 '],['梅花园'],['3室2厅 | 128.35平米 | 南 | 其他 | 14层 | 2007年 | 塔楼'],['580'],"['45,189元/平']",白云区
['高层南向三房 单证 视野采光好  诚意卖'],['家和东湖映月 '],['龙归'],['3室2厅 | 124.28平米 | 南 | 精装 | 高楼层(共33层) | 2012年 | 塔楼'],['420'],"['33,795元/平']",白云区
['富力桃园单边南向望花园可以变户型多一房带大入户空间'],['富力桃园 '],['罗冲围'],['3室2厅 | 128.36平米 | 西南 | 简装 | 低楼层(共30层) | 2004年 | 塔楼'],['450'],"['35,058元/平']",白云区
['荷塘领会东南向大三房望花园 位置安静户型方正好用'],['荷塘领会 '],['黄石'],['3室1厅 | 120.33平米 | 南 | 精装 | 高楼层(共12层) | 2007年 | 塔楼'],['309'],"['25,680元/平']",白云区
['金桂园 C区 大三房 望花园 户型好'],['金桂园 '],['桂花岗'],['3室2厅 | 112.89平米 | 东南 | 精装 | 高楼层(共15层) | 2000年 | 塔楼'],['432'],"['38,268元/平']",白云区
['新市 汇侨新城南区 电梯中高层3房 格局方正'],['汇侨新城南区 '],['新市'],['3室2厅 | 120.05平米 | 南 西 | 其他 | 中楼层(共17层) | 2000年 | 塔楼'],['290'],"['24,157元/平']",白云区
['机场路 白云花园大厦 电梯大三房'],['白云花园白云大厦 '],['新市'],['3室2厅 | 119.01平米 | 西南 西 | 精装 | 高楼层(共14层) | 2000年 | 塔楼'],['280'],"['23,528元/平']",白云区
['双阳台 低楼层 有心卖 可商议 看房方便'],['家和东湖映月 '],['龙归'],['3室2厅 | 128.61平米 | 南 | 精装 | 低楼层(共29层) | 2012年 | 塔楼'],['358'],"['27,837元/平']",白云区
['荷塘领会东南向大三房望花园 位置安静户型方正好用'],['荷塘领会 '],['黄石'],['3室1厅 | 120.33平米 | 南 | 精装 | 高楼层(共12层) | 2007年 | 塔楼'],['309'],"['25,680元/平']",白云区
"['望花园,户型方正,保养好,3房2卫']",['云裳丽影 '],['同和'],['3室2厅 | 114.03平米 | 南 | 其他 | 30层 | 2007年 | 塔楼'],['480'],"['42,095元/平']",白云区
['保养好，近地铁，位置优越，值得入手'],['御金沙 '],['金沙洲'],['3室2厅 | 128.13平米 | 东 | 精装 | 高楼层(共25层) | 2011年 | 塔楼'],['560'],"['43,706元/平']",白云区
['白云新城旁 舒适三房 户型方正 小区环境优美 居住舒适'],['白云高尔夫花园荷塘月色 '],['黄石'],['3室2厅 | 111.93平米 | 北 | 精装 | 中楼层(共11层) | 2007年 | 塔楼'],['530'],"['47,352元/平']",白云区
['怡新花园中高层南向大三房  视野开阔看花园安静'],['怡新花园 '],['梅花园'],['3室2厅 | 116.75平米 | 南 | 精装 | 17层 | 2007年 | 塔楼'],['625'],"['53,534元/平']",白云区
['岭南花园C区3房，位置安静，户型格局好，楼层好'],['岭南新世界 '],['嘉禾望岗'],['3室1厅 | 111.7平米 | 南 | 精装 | 中楼层(共16层) | 2005年 | 塔楼'],['468'],"['41,898元/平']",白云区
['金桂园 B区 跃式的户型 空间大 方正'],['金桂园 '],['桂花岗'],['3室2厅 | 120.8平米 | 东 | 其他 | 低楼层(共15层) | 2000年 | 塔楼'],['500'],"['41,391元/平']",白云区
['南北对流、户型方正、采光通风好、装修保养好'],['富力桃园 '],['罗冲围'],['3室2厅 | 128.03平米 | 南 北 | 其他 | 高楼层(共30层) | 2004年 | 塔楼'],['408'],"['31,868元/平']",白云区
['户型方正大三房 厅出阳台望花园 通风采光通风好'],['锦翠苑(增槎路) '],['罗冲围'],['3室2厅 | 110.35平米 | 南 | 其他 | 6层 | 2004年 | 塔楼'],['316'],"['28,637元/平']",白云区
['金满花园 满五唯一 户型方正 西南向采光好 方便看'],['金满花园 '],['金沙洲'],['3室1厅 | 110.72平米 | 西南 | 简装 | 中楼层(共9层) | 2000年 | 塔楼'],['208'],"['18,787元/平']",白云区
['贝丽花园 电梯高层 精装东南向望花园带主套'],['贝丽花园 '],['机场路'],['3室1厅 | 112.28平米 | 南 | 精装 | 高楼层(共15层) | 2009年 | 塔楼'],['389'],"['34,646元/平']",白云区
['半岛靓户型  满五年唯一 自住保养的好'],['富力半岛 '],['罗冲围'],['3室1厅 | 113.29平米 | 南 | 其他 | 33层 | 2005年 | 塔楼'],['419'],"['36,985元/平']",白云区
['【5min上华快】【可以公积金的南北对流大三房两卫】'],['卡布奇诺 '],['同和'],['3室1厅 | 123.09平米 | 南 北 | 精装 | 7层 | 2012年 | 板楼'],['438'],"['35,584元/平']",白云区
"['岭南雅院中楼层,采光通风好、无遮挡、带车位！']",['岭南雅院 '],['同德围'],['3室2厅 | 114.24平米 | 北 | 其他 | 中楼层(共14层) | 2008年 | 塔楼'],['400'],"['35,015元/平']",白云区
['南向看花园，户型方正 房子过五年 采光好'],['汇侨新城南区 '],['新市'],['3室2厅 | 120.05平米 | 南 | 其他 | 低楼层(共17层) | 2000年 | 塔楼'],['268'],"['22,325元/平']",白云区
['户型方正 南北对流 满五唯一 可摇号省实 看房方便'],['白云花园 '],['新市'],['3室2厅 | 111.32平米 | 南 北 | 其他 | 中楼层(共9层) | 1993年 | 塔楼'],['245'],"['22,009元/平']",白云区
['满五唯一 诚心卖 可商议 税费又低 楼层好 视线广'],['家和东湖映月 '],['龙归'],['3室2厅 | 124.28平米 | 南 | 其他 | 低楼层(共33层) | 2012年 | 塔楼'],['383'],"['30,818元/平']",白云区
['荷塘月色 高层望园林景观 通风对流 诚意出手'],['白云高尔夫花园荷塘月色 '],['黄石'],['3室2厅 | 126.15平米 | 北 东北 | 精装 | 高楼层(共25层) | 2002年 | 塔楼'],['460'],"['36,465元/平']",白云区
['御金沙 双地铁 山态环境小区 实用户型'],['御金沙 '],['金沙洲'],['3室2厅 | 121.26平米 | 东南 南 | 精装 | 低楼层(共25层) | 2011年 | 塔楼'],['500'],"['41,234元/平']",白云区
['可摇号省实 东南向大三房 中层通风采光好 诚心卖'],['方園 '],['黄石'],['3室2厅 | 118.33平米 | 东南 | 其他 | 中楼层(共14层) | 2003年 | 塔楼'],['508'],"['42,931元/平']",白云区
['翠逸家园 东南向三房两卫 中楼层 采光视野好 诚心卖'],['翠逸家园 '],['机场路'],['3室2厅 | 123.7平米 | 东南 | 其他 | 中楼层(共17层) | 2000年 | 塔楼'],['430'],"['34,762元/平']",白云区
['机场路花园小区  环境优美 带泳池，网球场，篮球场'],['百荣园 '],['机场路'],['3室1厅 | 118.21平米 | 东 西 | 简装 | 中楼层(共7层) | 2000年 | 塔楼'],['332'],"['28,086元/平']",白云区
['御金沙大三房南向看花园 南北对流 通风采光好'],['御金沙 '],['金沙洲'],['3室1厅 | 120.22平米 | 南 | 其他 | 低楼层(共25层) | 2011年 | 塔楼'],['460'],"['38,264元/平']",白云区
['岭南C区带大入户3房，安静望花园，近地铁，实用率高'],['岭南新世界 '],['嘉禾望岗'],['3室2厅 | 112.1平米 | 东北 | 精装 | 低楼层(共11层) | 2006年 | 塔楼'],['519'],"['46,298元/平']",白云区
['一手业主，满五年南向， 采光通风好，有车位，一起出'],['紫薇花园 '],['新市'],['3室2厅 | 117.04平米 | 南 | 简装 | 高楼层(共18层) | 2010年 | 塔楼'],['399'],"['34,091元/平']",白云区
['云山诗意 大三房 采光通风好 南北对流望花园园景'],['云山诗意 '],['黄边'],['3室2厅 | 117.97平米 | 北 | 精装 | 中楼层(共18层) | 2009年 | 塔楼'],['558'],"['47,301元/平']",白云区
['黄边地铁口 出行方便 户型南北朝向 对流通风好 大花台'],['云山诗意 '],['黄边'],['3室2厅 | 111.77平米 | 南 | 精装 | 低楼层(共18层) | 2008年 | 塔楼'],['450'],"['40,262元/平']",白云区
['一手业主，满五年南向， 采光通风好，有车位，一起出'],['紫薇花园 '],['新市'],['3室2厅 | 117.04平米 | 南 | 简装 | 高楼层(共18层) | 2010年 | 塔楼'],['399'],"['34,091元/平']",白云区
['云山诗意 大三房 采光通风好 南北对流望花园园景'],['云山诗意 '],['黄边'],['3室2厅 | 117.97平米 | 北 | 精装 | 中楼层(共18层) | 2009年 | 塔楼'],['558'],"['47,301元/平']",白云区
['可摇号省实 东南向大三房 中层通风采光好 诚心卖'],['方園 '],['黄石'],['3室2厅 | 118.33平米 | 东南 | 其他 | 中楼层(共14层) | 2003年 | 塔楼'],['508'],"['42,931元/平']",白云区
['云山诗意 高楼层 安静看花园 采光好'],['云山诗意 '],['黄边'],['3室1厅 | 116.53平米 | 南 | 精装 | 高楼层(共18层) | 2008年 | 塔楼'],['560'],"['48,057元/平']",白云区
['时代玫瑰园 精装修大三房  横厅设计 景观好，采光充足'],['时代玫瑰园 '],['黄边'],['3室2厅 | 114.12平米 | 南 北 | 精装 | 低楼层(共18层) | 2006年 | 塔楼'],['538'],"['47,144元/平']",白云区
['岭南C区带大入户3房，安静望花园，近地铁，实用率高'],['岭南新世界 '],['嘉禾望岗'],['3室2厅 | 112.1平米 | 东北 | 精装 | 低楼层(共11层) | 2006年 | 塔楼'],['519'],"['46,298元/平']",白云区
['双地铁 高楼层大三房 舒服低密度'],['御金沙澜山 '],['金沙洲'],['3室2厅 | 110.78平米 | 北 东北 | 精装 | 高楼层(共25层) | 2015年 | 塔楼'],['450'],"['40,622元/平']",白云区
['黄边地铁口 出行方便 户型南北朝向 对流通风好 大花台'],['云山诗意 '],['黄边'],['3室2厅 | 111.77平米 | 南 | 精装 | 低楼层(共18层) | 2008年 | 塔楼'],['450'],"['40,262元/平']",白云区
['房子满五年，房子保养的好，看花园'],['天河御品 '],['京溪'],['3室2厅 | 119.76平米 | 北 | 精装 | 25层 | 2010年 | 塔楼'],['618'],"['51,604元/平']",白云区
['高层南向，证够五年，自住保养很新，通风采光都很好。'],['云山诗意 '],['黄边'],['3室2厅 | 111.66平米 | 南 | 精装 | 高楼层(共16层) | 2008年 | 塔楼'],['550'],"['49,257元/平']",白云区
['紫荆花园精装修复试单位，小区配套实施完善，交通便利'],['紫荆花园 '],['新市'],['3室2厅 | 127.96平米 | 南 北 | 精装 | 高楼层(共11层) | 2000年 | 塔楼'],['399'],"['31,182元/平']",白云区
['元邦航空家园，东向望花园，电梯三房，业主诚心出*'],['元邦航空家园 '],['马务'],['3室2厅 | 119.66平米 | 东 | 精装 | 中楼层(共11层) | 2003年 | 塔楼'],['423'],"['35,351元/平']",白云区
['流溪半岛，东南向，望流溪河，高层景观好。'],['流溪半岛 '],['人和'],['3室2厅 | 129.75平米 | 东南 | 精装 | 高楼层(共14层)  | 塔楼'],['350'],"['26,975元/平']",白云区
['云泉居高楼层 采光通风性好 格局实用性高 少有高层'],['云泉居 '],['江夏'],['3室2厅 | 116.47平米 | 东 | 其他 | 高楼层(共10层) | 1999年 | 塔楼'],['340'],"['29,193元/平']",白云区
['岭南新世界  南北大三房 格局好 采光好'],['岭南新世界 '],['嘉禾望岗'],['3室2厅 | 111.22平米 | 北 东北 | 精装 | 中楼层(共17层) | 2008年 | 塔楼'],['550'],"['49,452元/平']",白云区
['御金沙澜山，高层3房，看房方便，保养好'],['御金沙澜山 '],['金沙洲'],['3室2厅 | 129.11平米 | 南 北 | 其他 | 中楼层(共25层) | 2015年 | 塔楼'],['510'],"['39,502元/平']",白云区
['证满五年 南北对流 东南向采光好 安静舒适 产权清晰'],['云景花园云枫苑 '],['京溪'],['3室2厅 | 110.32平米 | 北 东北 | 其他 | 10层 | 2002年 | 塔楼'],['670'],"['60,733元/平']",白云区
['东湖映月 南向大三房 户型方正实用 楼层靓 可商议'],['家和东湖映月 '],['龙归'],['3室1厅 | 124.28平米 | 南 | 精装 | 高楼层(共33层) | 2012年 | 塔楼'],['320'],"['25,749元/平']",白云区
['白云高尔夫花园荷塘月色 3室2厅 南'],['白云高尔夫花园荷塘月色 '],['黄石'],['3室2厅 | 127.62平米 | 南 | 精装 | 中楼层(共17层) | 2002年 | 塔楼'],['585'],"['45,840元/平']",白云区
['岭南新世界高楼层大三房 望小区园林景观 户型通透'],['岭南新世界 '],['嘉禾望岗'],['3室2厅 | 114.43平米 | 东北 | 简装 | 高楼层(共18层) | 2008年 | 塔楼'],['530'],"['46,317元/平']",白云区
['岭南新世界C区望花园中楼层满五'],['岭南新世界 '],['嘉禾望岗'],['3室2厅 | 113.16平米 | 南 | 简装 | 低楼层(共16层) | 2003年 | 塔楼'],['618'],"['54,613元/平']",白云区
['御金沙高层温馨南向三房 看房提前约 通风好 户型方正'],['御金沙 '],['金沙洲'],['3室1厅 | 125.79平米 | 东南 南 | 其他 | 高楼层(共25层) | 2011年 | 塔楼'],['430'],"['34,184元/平']",白云区
['万科蓝山电梯洋房，单边位视野宽阔，南北通透格局。'],['万科蓝山 '],['南湖'],['3室2厅 | 125平米 | 东 南 北 | 简装 | 低楼层(共18层) | 2007年 | 塔楼'],['350'],"['28,000元/平']",白云区
['汇侨新城  东南向  视野开阔'],['汇侨新城北区 '],['新市'],['3室1厅 | 115.09平米 | 东南 | 简装 | 低楼层(共18层) | 2000年 | 塔楼'],['330'],"['28,674元/平']",白云区
['南向大三房，高层视野好，实惠好房'],['家和东湖映月 '],['龙归'],['3室1厅 | 124.28平米 | 南 | 精装 | 高楼层(共33层) | 2012年 | 塔楼'],['308'],"['24,783元/平']",白云区
['东南向大户型三房，采光通风良好'],['富力城南区 '],['夏茅'],['3室1厅 | 112平米 | 东南 | 其他 | 低楼层(共18层) | 2007年 | 塔楼'],['330'],"['29,465元/平']",白云区
['桃园C区三房两卫 满五唯一 户型方正  通风采光好'],['富力桃园 '],['罗冲围'],['3室2厅 | 111.56平米 | 西 | 精装 | 低楼层(共30层) | 2006年 | 塔楼'],['396'],"['35,497元/平']",白云区
['全新刚装修，东南向大三房，带平台'],['富力城南区 '],['夏茅'],['3室2厅 | 115.46平米 | 东南 | 精装 | 低楼层(共18层) | 2006年 | 塔楼'],['335'],"['29,015元/平']",白云区
['西北向望湖，视野开阔，满五不唯一'],['富力城南区 '],['夏茅'],['3室2厅 | 112.85平米 | 西北 | 精装 | 中楼层(共18层) | 2005年 | 塔楼'],['265'],"['23,483元/平']",白云区
['富力城南区望公园大三房，带大入户空间灵活'],['富力城南区 '],['夏茅'],['3室2厅 | 123.95平米 | 东 | 其他 | 中楼层(共18层) | 2005年 | 塔楼'],['367'],"['29,609元/平']",白云区
['富力城南区 望湖大三房 视野开阔 景观好'],['富力城南区 '],['夏茅'],['3室2厅 | 125.2平米 | 西 | 精装 | 中楼层(共18层) | 2009年 | 塔楼'],['435'],"['34,745元/平']",白云区
['翠逸家园 南向3房2卫 精装修 花园小区 时代物业管理好'],['翠逸家园 '],['机场路'],['3室2厅 | 123.7平米 | 东南 南 | 其他 | 低楼层(共17层) | 2000年 | 塔楼'],['400'],"['32,337元/平']",白云区
['此房业主保养好，户型方正，小区环境安保好 南向3房'],['御金沙澜山 '],['金沙洲'],['3室2厅 | 122.6平米 | 南 北 | 精装 | 中楼层(共24层) | 2015年 | 塔楼'],['500'],"['40,784元/平']",白云区
['成丰大厦，高层大3房，东南向。业主诚意出卖'],['成丰大厦 '],['黄石'],['3室2厅 | 111.32平米 | 南 | 精装 | 高楼层(共13层) | 1999年 | 塔楼'],['240'],"['21,560元/平']",白云区
['户型方正，望小区安静，中间楼层采光可以'],['富力城南区 '],['夏茅'],['3室2厅 | 125.2平米 | 东南 | 精装 | 低楼层(共18层) | 2007年 | 塔楼'],['400'],"['31,949元/平']",白云区
['豪 华轻奢装修，高层视野，美的享受，小区楼 王'],['岭南新世界 '],['嘉禾望岗'],['3室1厅 | 128.02平米 | 北 东北 | 精装 | 高楼层(共18层) | 2010年 | 塔楼'],['880'],"['68,740元/平']",白云区
