标题,小区,地区,房源信息,总价,单价,所在区
['元邦山清水秀 3房带主套 南北对流 双阳台'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 118.02平米 | 南 北 | 毛坯 | 低楼层(共28层) | 2018年 | 塔楼'],['70'],"['5,932元/平']",花都区
['满五唯一税费少，三房带主套采光好，安静舒适'],['鸿福花园(花都) '],['旧区'],['3室2厅 | 119.15平米 | 南 北 | 其他 | 高楼层(共9层) | 2000年 | 塔楼'],['98'],"['8,225元/平']",花都区
['天湖峰境大三房高楼层望湖景采光好'],['峰境园 '],['北兴镇'],['3室2厅 | 127.8平米 | 北 | 简装 | 高楼层(共29层) | 2010年 | 塔楼'],['93'],"['7,277元/平']",花都区
['建设北路华悦酒店旁  南向大三房  马赛克外墙'],['建设北路 '],['旧区'],['3室2厅 | 116.25平米 | 南 | 简装 | 中楼层(共8层)  | 板楼'],['80'],"['6,882元/平']",花都区
['三房两厅两卫，单证高楼层，视野好，保养不错'],['峰境园 '],['北兴镇'],['3室2厅 | 126.79平米 | 北 | 精装 | 高楼层(共28层) | 2010年 | 塔楼'],['95'],"['7,493元/平']",花都区
['花园社区，环境优美，南北对流户型，首付低'],['花都颐和山庄A区 '],['狮岭镇'],['3室2厅 | 113.27平米 | 东南 | 毛坯 | 中楼层(共9层) | 2010年 | 板楼'],['60'],"['5,298元/平']",花都区
['楼盘位置优越，适宜居住，人文素质高，物业管理贴心'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 126.28平米 | 南 | 其他 | 中楼层(共7层)  | 塔楼'],['88'],"['6,969元/平']",花都区
['广州北站地铁口大三房，南北对流'],['中新花园 '],['铁路西'],['3室2厅 | 111.57平米 | 南 | 简装 | 中楼层(共8层) | 2001年 | 塔楼'],['89'],"['7,978元/平']",花都区
['北向望花园，精装三房，户型实用方'],['东悦雅苑 '],['旧区'],['3室2厅 | 114.75平米 | 北 | 其他 | 高楼层(共7层)  | 塔楼'],['95'],"['8,279元/平']",花都区
['花都颐和山庄 此房很靓！位置优越 人间仙境 适宜居住'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.27平米 | 东南 | 毛坯 | 中楼层(共9层) | 2012年 | 暂无数据'],['74.8'],"['6,604元/平']",花都区
['宝珠苑 步梯中层 够五唯一 小区管理'],['宝珠苑 '],['旧区'],['3室2厅 | 113.9平米 | 南 北 | 其他 | 中楼层(共9层)  | 塔楼'],['92.9'],"['8,157元/平']",花都区
['桂华楼小区 3室2厅 东'],['桂华楼小区 '],['狮岭镇'],['3室2厅 | 116.14平米 | 东 | 其他 | 高楼层(共6层)  | 暂无数据'],['65'],"['5,597元/平']",花都区
['电梯中层 住家装修 东南向望花园  随时方便方便'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.21平米 | 东南 | 精装 | 中楼层(共9层)  | 塔楼'],['58'],"['5,124元/平']",花都区
['逸泉韵翠 南北对流  精装修 户型方正'],['逸泉韵翠花园 '],['北兴镇'],['3室2厅 | 110.98平米 | 东南 | 其他 | 低楼层(共9层) | 2012年 | 板楼'],['100'],"['9,011元/平']",花都区
['实用大三房，地铁口物业，双公园'],['新城市花园 '],['旧区'],['3室2厅 | 118.64平米 | 南 北 | 简装 | 高楼层(共9层) | 1999年 | 塔楼'],['85'],"['7,165元/平']",花都区
['好美华庭大三房两卫，毛坯房自己随意装修'],['好美嘉园好美华庭 '],['炭步'],['3室2厅 | 129.95平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼'],['86.8'],"['6,680元/平']",花都区
['房子是满五唯一，户型方正，视野开阔，通风采光好'],['粤兴苑 '],['铁路西'],['3室2厅 | 121.84平米 | 南 北 | 精装 | 高楼层(共7层) | 2005年 | 塔楼'],['95'],"['7,798元/平']",花都区
['新拓花园3房2卫 格局方正 采光通风好'],['新拓花园 '],['旧区'],['3室2厅 | 117.86平米 | 南 | 简装 | 中楼层(共9层) | 1996年 | 塔楼'],['97.8'],"['8,298元/平']",花都区
['广州北南北通透面积实用低首付业主急卖'],['建设路(花都区) '],['旧区'],['3室2厅 | 112.19平米 | 南 北 | 简装 | 高楼层(共7层) | 1992年 | 塔楼'],['70'],"['6,240元/平']",花都区
['此房为马赛克小区 ，高楼层，此房够5年唯一'],['自来水公司宿舍 '],['旧区'],['3室2厅 | 112.53平米 | 南 北 | 简装 | 高楼层(共9层)  | 塔楼'],['71'],"['6,310元/平']",花都区
['永发小区 锦砖外墙 南北对流 户型好 有位置加装电梯'],['永发小区 '],['旧区'],['3室2厅 | 117.27平米 | 南 | 简装 | 高楼层(共8层) | 1992年 | 塔楼'],['73'],"['6,225元/平']",花都区
['配套成熟电梯房东南向采光好 实用格局好。'],['富银路 '],['旧区'],['3室2厅 | 110.43平米 | 东南 | 简装 | 高楼层(共9层) | 1999年 | 板楼'],['85'],"['7,698元/平']",花都区
['管理好，小区配套设施齐全，适宜一家'],['永发苑 '],['旧区'],['3室2厅 | 119.83平米 | 南 | 精装 | 中楼层(共16层)  | 塔楼'],['100'],"['8,346元/平']",花都区
['一线江景房 格局方正  采光好  小区安静'],['颐和盛世 '],['炭步'],['3室2厅 | 120.5平米 | 东南 | 其他 | 低楼层(共32层) | 2017年 | 塔楼'],['75'],"['6,225元/平']",花都区
['风采光足，精装修拎包入住，南北对流通透，客厅朝南。'],['好美嘉园 '],['炭步'],['3室2厅 | 110.47平米 | 南 北 | 精装 | 低楼层(共17层) | 2011年 | 塔楼'],['93'],"['8,419元/平']",花都区
['电梯楼 棠澍邝中旁，小区物业管理，安静不靠路采光好'],['鸿福花园(花都) '],['旧区'],['3室2厅 | 121平米 | 南 | 精装 | 中楼层(共9层) | 2000年 | 塔楼'],['95'],"['7,852元/平']",花都区
['锦砖小区，位于市区位置，龙珠路上，'],['成业小区 '],['旧区'],['3室2厅 | 122.78平米 | 南 | 其他 | 中楼层(共8层)  | 塔楼'],['98'],"['7,982元/平']",花都区
['皮革城旁 精装大三房 业主自住 换房诚意出手 中楼层'],['狮峰花园 '],['狮岭镇'],['3室2厅 | 127.98平米 | 东北 | 精装 | 高楼层(共12层) | 2008年 | 板楼'],['100'],"['7,814元/平']",花都区
['骏景大厦，锦砖外墙，大三房设计'],['建设北路 '],['旧区'],['3室1厅 | 118平米 | 南 | 简装 | 高楼层(共9层) | 2002年 | 板楼'],['90'],"['7,628元/平']",花都区
['大型小区密度低，绿化高，居住度舒适'],['花都颐和山庄 '],['狮岭镇'],['3室1厅 | 113.21平米 | 东南 | 毛坯 | 低楼层(共9层)  | 塔楼'],['59'],"['5,212元/平']",花都区
['满5唯一，南北通透格局，楼层好，采光充足配套齐全'],['南航碧花园D区 '],['狮岭镇'],['3室2厅 | 129.88平米 | 南 北 | 精装 | 中楼层(共6层) | 2006年 | 塔楼'],['86'],"['6,622元/平']",花都区
['此房楼层适中，光线不错，小区环境优雅，方正户型'],['峰境园 '],['北兴镇'],['3室1厅 | 114.26平米 | 北 | 其他 | 低楼层(共28层) | 2010年 | 塔楼'],['90'],"['7,877元/平']",花都区
['狮峰花园二期   高层大阳台  视野开阔'],['狮峰花园 '],['狮岭镇'],['3室2厅 | 117.7平米 | 北 | 精装 | 高楼层(共7层)  | 暂无数据'],['100'],"['8,497元/平']",花都区
['电梯南向中层南向三房，精装修，产权清晰。'],['百合雅居 '],['狮岭镇'],['3室2厅 | 114.01平米 | 南 | 其他 | 中楼层(共11层) | 2012年 | 塔楼'],['100'],"['8,772元/平']",花都区
['楼层好，户型实用，格局方正，配套齐全，通风采光好。'],['好美嘉园好美华庭 '],['炭步'],['3室1厅 | 114.6平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 塔楼'],['80'],"['6,981元/平']",花都区
['电梯中层 带精装 绿化7成 三面采光'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.28平米 | 东南 | 其他 | 中楼层(共7层)  | 塔楼'],['70'],"['6,180元/平']",花都区
['全新装修 三房二厅两卫 高层采光好'],['峰境园 '],['北兴镇'],['3室2厅 | 114.25平米 | 北 | 其他 | 高楼层(共29层) | 2010年 | 塔楼'],['86.5'],"['7,572元/平']",花都区
['天湖峰境独门独户大三房保养新净格局好'],['峰境园 '],['北兴镇'],['3室2厅 | 128.12平米 | 北 | 其他 | 中楼层(共29层) | 2010年 | 塔楼'],['80'],"['6,245元/平']",花都区
['元邦山清水秀，南向实用三房，视野采光好'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 113.63平米 | 南 | 精装 | 低楼层(共28层) | 2018年 | 暂无数据'],['95'],"['8,361元/平']",花都区
['该房证满2年，步梯低楼层，配套齐，交通方便'],['合裕华亭 '],['花山镇'],['3室2厅 | 111.25平米 | 南 北 | 其他 | 中楼层(共7层)  | 塔楼'],['93'],"['8,360元/平']",花都区
['狮峰花园  3房2厅 南向高层'],['狮峰花园 '],['狮岭镇'],['3室2厅 | 122.79平米 | 南 | 简装 | 中楼层(共7层) | 2009年 | 板楼'],['89'],"['7,249元/平']",花都区
['高层大3房，精装修，业主自己住，保养很好。'],['金碧御水山庄 '],['狮岭镇'],['3室2厅 | 123.16平米 | 东 | 精装 | 高楼层(共11层) | 2009年 | 塔楼'],['100'],"['8,120元/平']",花都区
['采光通风好，户型方正。装修靓仔。'],['嘉乐居 '],['花山镇'],['3室2厅 | 122.61平米 | 南 | 精装 | 中楼层(共7层) | 2000年 | 暂无数据'],['88'],"['7,178元/平']",花都区
['骏景大厦，锦砖外墙，大三房设计'],['建设北路 '],['旧区'],['3室1厅 | 118平米 | 南 | 简装 | 高楼层(共9层) | 2002年 | 板楼'],['90'],"['7,628元/平']",花都区
['宝珠苑 小区管理 电梯高层 南北对流'],['宝珠苑 '],['旧区'],['3室2厅 | 112.37平米 | 南 | 其他 | 高楼层(共9层)  | 塔楼'],['97.5'],"['8,677元/平']",花都区
['南航碧电梯洋房 三房两卫 二次装修 业主有诚意'],['南航碧花园D区 '],['狮岭镇'],['3室2厅 | 111.37平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼'],['100'],"['8,980元/平']",花都区
['天湖峰境大三房望湖景视野开阔采光好'],['峰境园 '],['北兴镇'],['3室2厅 | 128平米 | 北 | 精装 | 高楼层(共29层) | 2010年 | 塔楼'],['93'],"['7,266元/平']",花都区
['嘉乐居 3室2厅 南'],['嘉乐居 '],['花山镇'],['3室2厅 | 122.16平米 | 南 | 其他 | 中楼层(共7层) | 2000年 | 暂无数据'],['85'],"['6,959元/平']",花都区
['金碧御水精装一线湖景房，一梯两户，高层三房南北对流'],['金碧御水山庄 '],['狮岭镇'],['3室1厅 | 113.12平米 | 南 | 精装 | 中楼层(共11层) | 2005年 | 塔楼'],['95'],"['8,399元/平']",花都区
['此房是一品树院温馨三房视野好，楼层好  。'],['勤天一品树院 '],['狮岭镇'],['3室2厅 | 129.16平米 | 东南 | 其他 | 中楼层(共11层) | 2008年 | 塔楼'],['88'],"['6,814元/平']",花都区
['此房满两年，格局方正，产权清晰，看房方便'],['金狮华庭 '],['狮岭镇'],['3室2厅 | 123.58平米 | 北 | 其他 | 中楼层(共11层) | 2007年 | 塔楼'],['100'],"['8,092元/平']",花都区
['花都颐和山庄 大型小区 环境好 业主急卖 带装修采光好'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.27平米 | 南 | 其他 | 中楼层(共9层) | 2012年 | 塔楼'],['69'],"['6,092元/平']",花都区
['金碧御水山庄 精装修 南北对流 拎包入住'],['金碧御水山庄 '],['狮岭镇'],['3室1厅 | 114.2平米 | 南 北 | 简装 | 中楼层(共11层)  | 塔楼'],['92'],"['8,057元/平']",花都区
['元邦山清水秀南向 格局方正 采光充足，通风感好'],['元邦山清水秀 '],['狮岭镇'],['3室1厅 | 112.6平米 | 南 | 毛坯 | 低楼层(共28层) | 2018年 | 塔楼'],['89'],"['7,905元/平']",花都区
['元邦山清水秀 环境优美 小区新净雅致'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 113.51平米 | 东南 | 其他 | 中楼层(共28层) | 2018年 | 暂无数据'],['90'],"['7,929元/平']",花都区
['元邦山清水秀 3室2厅 北'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 118.5平米 | 北 | 毛坯 | 低楼层(共28层) | 2018年 | 暂无数据'],['75'],"['6,330元/平']",花都区
['花山恒福花园，中层南向，大三房'],['恒福花园 '],['花山镇'],['3室2厅 | 117.95平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据'],['85'],"['7,207元/平']",花都区
['友田城  南向3房  3阳台  采光好'],['友田城 '],['狮岭镇'],['3室2厅 | 125.11平米 | 南 | 简装 | 高楼层(共7层) | 2000年 | 平房'],['65'],"['5,196元/平']",花都区
['颐和山庄 电梯小高层 近社区幼儿园 居住舒适'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 125.76平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据'],['66'],"['5,249元/平']",花都区
['大阳台户型方正 采光充足 环境优美 适合居住'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.27平米 | 西南 | 其他 | 低楼层(共9层)  | 塔楼'],['65'],"['5,739元/平']",花都区
['世界皮具之都皮革旁南向大平层4房2厅2卫，看房方便'],['狮峰花园 '],['狮岭镇'],['3室1厅 | 112.9平米 | 东 南 | 毛坯 | 高楼层(共12层) | 2007年 | 板楼'],['85'],"['7,529元/平']",花都区
['电梯中层  一梯两户  带装修 业主诚心'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.21平米 | 东南 | 其他 | 低楼层(共9层) | 2012年 | 塔楼'],['63'],"['5,565元/平']",花都区
['桂华楼小区 3室1厅 南 北'],['桂华楼小区 '],['狮岭镇'],['3室1厅 | 111.64平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据'],['56'],"['5,017元/平']",花都区
['格局好，视野开阔，采光充足，配套设施齐全，出行方便'],['祥丰楼 '],['花山镇'],['3室2厅 | 110.5平米 | 北 南 | 其他 | 中楼层(共7层) | 2000年 | 暂无数据'],['80'],"['7,240元/平']",花都区
['芙蓉春晓 3室1厅 南'],['芙蓉春晓 '],['狮岭镇'],['3室1厅 | 115平米 | 南 | 简装 | 低楼层(共29层) | 2015年 | 塔楼'],['100'],"['8,696元/平']",花都区
"['精装修.格局方正3房，视野开阔,中楼层，']",['百合雅居 '],['狮岭镇'],['3室2厅 | 114.01平米 | 北 | 精装 | 低楼层(共11层) | 2010年 | 塔楼'],['99'],"['8,684元/平']",花都区
['此房是元邦山清水秀温馨三房，楼层好。'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 113.51平米 | 南 | 毛坯 | 中楼层(共28层) | 2018年 | 暂无数据'],['90'],"['7,929元/平']",花都区
['友田茗轩 3室2厅 南'],['友田茗轩 '],['狮岭镇'],['3室2厅 | 125.22平米 | 南 | 简装 | 中楼层(共7层) | 2008年 | 塔楼'],['78'],"['6,230元/平']",花都区
['三房无暗房，房大厅大，格局方正，面积实用'],['花城路 '],['旧区'],['3室2厅 | 111.85平米 | 南 | 精装 | 中楼层(共7层)  | 板楼'],['89'],"['7,958元/平']",花都区
['芙蓉春晓，户型方正，全新未住，看房方便'],['芙蓉春晓 '],['狮岭镇'],['3室2厅 | 115.7平米 | 南 | 毛坯 | 低楼层(共29层) | 2015年 | 塔楼'],['90'],"['7,779元/平']",花都区
['格局方正，南向三房，宽敞，通风、采光好，阳台宽敞。'],['颐和盛世 '],['炭步'],['3室2厅 | 110.24平米 | 南 | 精装 | 低楼层(共25层) | 2011年 | 塔楼'],['75'],"['6,804元/平']",花都区
['元邦山青水秀 毛坯三房两卫 南北对流望水库'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共28层) | 2018年 | 暂无数据'],['98'],"['8,306元/平']",花都区
['合裕华亭，低楼层，大三房，自家装修'],['合裕华亭 '],['花山镇'],['3室2厅 | 111.25平米 | 南 | 其他 | 低楼层(共7层)  | 板楼'],['95'],"['8,540元/平']",花都区
['天湖峰境大三房望湖景视野开阔采光好'],['峰境园 '],['北兴镇'],['3室2厅 | 128平米 | 北 | 精装 | 高楼层(共29层) | 2010年 | 塔楼'],['93'],"['7,266元/平']",花都区
['嘉乐居 3室2厅 南'],['嘉乐居 '],['花山镇'],['3室2厅 | 122.16平米 | 南 | 其他 | 中楼层(共7层) | 2000年 | 暂无数据'],['85'],"['6,959元/平']",花都区
['友田城  南向3房  3阳台  采光好'],['友田城 '],['狮岭镇'],['3室2厅 | 125.11平米 | 南 | 简装 | 高楼层(共7层) | 2000年 | 平房'],['65'],"['5,196元/平']",花都区
['此房满两年，格局方正，产权清晰，看房方便'],['金狮华庭 '],['狮岭镇'],['3室2厅 | 123.58平米 | 北 | 其他 | 中楼层(共11层) | 2007年 | 塔楼'],['100'],"['8,092元/平']",花都区
['宝珠苑 小区管理 电梯高层 南北对流'],['宝珠苑 '],['旧区'],['3室2厅 | 112.37平米 | 南 | 其他 | 高楼层(共9层)  | 塔楼'],['97.5'],"['8,677元/平']",花都区
['元邦山清水秀 3室2厅 北'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 118.5平米 | 北 | 毛坯 | 低楼层(共28层) | 2018年 | 暂无数据'],['75'],"['6,330元/平']",花都区
['步行街，马塞克外墙，南北对流，生活，交通配套便利。'],['新中路 '],['旧区'],['3室2厅 | 121.87平米 | 南 北 | 简装 | 高楼层(共8层) | 1998年 | 塔楼'],['70'],"['5,744元/平']",花都区
['此房满五唯一 带装修 南北对流 格局方正 光线充足'],['新华路 '],['旧区'],['3室2厅 | 110.26平米 | 南 北 | 精装 | 高楼层(共9层) | 1995年 | 塔楼'],['73'],"['6,621元/平']",花都区
['电梯正规三房两卫，楼层好，视野宽阔，产权清晰'],['百合雅居 '],['狮岭镇'],['3室2厅 | 119.99平米 | 北 | 简装 | 高楼层(共11层) | 2010年 | 塔楼'],['95'],"['7,918元/平']",花都区
['机场通勤车站点 天贵路 体育馆东门 配套成熟 一站'],['五洲花园 '],['旧区'],['3室2厅 | 123.14平米 | 南 | 其他 | 低楼层(共8层) | 1995年 | 塔楼'],['98'],"['7,959元/平']",花都区
['三房双卫 餐客一体通前后阳台 南北对流 户型格局方正'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 118.51平米 | 东南 南 | 毛坯 | 低楼层(共28层) | 2018年 | 塔楼'],['80'],"['6,751元/平']",花都区
['百合雅居，满五唯一，精装修大三房，拎包入住'],['百合雅居 '],['狮岭镇'],['3室2厅 | 120.26平米 | 北 | 简装 | 高楼层(共11层) | 2012年 | 塔楼'],['93'],"['7,734元/平']",花都区
['电梯大三房.楼距开阔 无遮挡 小区成熟'],['华盛新村 '],['旧区'],['3室2厅 | 113.72平米 | 南 | 简装 | 中楼层(共9层) | 2001年 | 塔楼'],['95'],"['8,354元/平']",花都区
['原装电梯高层，到花城路地铁口500米，广州北站100米'],['胡忠大厦 '],['旧区'],['3室2厅 | 113.5平米 | 东北 | 简装 | 16层 | 1997年 | 塔楼'],['94'],"['8,282元/平']",花都区
['金狮华庭，精装三房两卫，南向，满五唯一，看房方便'],['金狮华庭 '],['狮岭镇'],['3室2厅 | 119.17平米 | 南 | 精装 | 高楼层(共11层) | 2007年 | 塔楼'],['99'],"['8,308元/平']",花都区
['友田城 3室2厅 南'],['友田城 '],['狮岭镇'],['3室2厅 | 125.68平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据'],['82'],"['6,525元/平']",花都区
['金碧御水山庄，一梯两户南向三房，中层望湖'],['金碧御水山庄 '],['狮岭镇'],['3室2厅 | 113.12平米 | 南 | 简装 | 中楼层(共11层)  | 塔楼'],['79'],"['6,984元/平']",花都区
['小区环境好负氧离子高，户型好‘无抵押，过户快'],['峰境园 '],['北兴镇'],['3室2厅 | 130平米 | 南 | 其他 | 低楼层(共28层) | 2010年 | 塔楼'],['88'],"['6,770元/平']",花都区
['此房满五唯一，高楼层视野开阔，一梯两户通风采光好'],['嘉华世家 '],['狮岭镇'],['3室2厅 | 111.7平米 | 东北 | 精装 | 高楼层(共10层)  | 塔楼'],['92'],"['8,237元/平']",花都区
['旗岭公馆 3室2厅 南'],['旗岭公馆 '],['狮岭镇'],['3室2厅 | 113.48平米 | 南 | 精装 | 中楼层(共6层) | 2011年 | 塔楼'],['95'],"['8,372元/平']",花都区
['配套好，精装修，拎包入住，出行方便。。。。'],['永兴楼 '],['旧区'],['3室2厅 | 115.06平米 | 东 | 精装 | 高楼层(共9层)  | 塔楼'],['88'],"['7,649元/平']",花都区
['万虹花园 顶楼复式 业主急卖 配套全 看房方便'],['万虹花园 '],['狮岭镇'],['3室3厅 | 121.89平米 | 北 | 精装 | 高楼层(共7层) | 2009年 | 塔楼'],['95'],"['7,794元/平']",花都区
['花都颐和山庄 精致三房 小高层  毛坯房'],['花都颐和山庄 '],['狮岭镇'],['3室1厅 | 113.01平米 | 南 | 其他 | 低楼层(共9层)  | 塔楼'],['85'],"['7,522元/平']",花都区
['湾虹花园电梯复式四房，业主急卖，南向采光通透'],['万虹花园 '],['狮岭镇'],['3室2厅 | 111.43平米 | 南 | 精装 | 高楼层(共7层) | 2009年 | 塔楼'],['90'],"['8,077元/平']",花都区
['户型方正，冠华旁，生活便利，看房方便'],['友田茗轩 '],['狮岭镇'],['3室2厅 | 127.63平米 | 南 | 其他 | 高楼层(共6层) | 2007年 | 塔楼'],['82'],"['6,425元/平']",花都区
['位花城路这房源位置不错！业主也好说话!'],['花城路 '],['旧区'],['3室2厅 | 112平米 | 南 | 精装 | 高楼层(共7层)  | 板楼'],['90'],"['8,036元/平']",花都区
['棠树板块，锦砖外墙，大三房，采光明亮，通风对流'],['宏昌楼 '],['旧区'],['3室2厅 | 128.43平米 | 南 北 | 其他 | 高楼层(共8层)  | 塔楼'],['100'],"['7,787元/平']",花都区
['元邦山清水秀117.78平方三房双阳台南北对流户型'],['元邦山清水秀 '],['狮岭镇'],['3室2厅 | 117.78平米 | 北 南 | 毛坯 | 中楼层(共28层) | 2018年 | 塔楼'],['89'],"['7,557元/平']",花都区
['棠树 鸿福花园 三房两卫 次新装修 保养好 满二'],['鸿福花园(花都) '],['旧区'],['3室2厅 | 120.71平米 | 南 北 | 其他 | 高楼层(共9层) | 2000年 | 塔楼'],['91'],"['7,539元/平']",花都区
['花果山地铁口物业，布局方正通风采光好，满五唯一，'],['花都晓翠苑 '],['新区'],['3室2厅 | 122.8平米 | 东 西 | 精装 | 中楼层(共9层)  | 塔楼'],['98'],"['7,981元/平']",花都区
['店长推荐 电梯房 华盛新村 三房 南向'],['华盛新村 '],['旧区'],['3室2厅 | 113.72平米 | 南 | 其他 | 低楼层(共9层) | 2001年 | 塔楼'],['100'],"['8,794元/平']",花都区
['金狮华庭  二楼带平台  可造性强  接地气'],['金狮华庭 '],['狮岭镇'],['3室2厅 | 120.55平米 | 北 | 其他 | 低楼层(共11层) | 2008年 | 塔楼'],['98'],"['8,130元/平']",花都区
['花都颐和山庄 绿化多 山绕湖 全电梯洋房 安静'],['花都颐和山庄 '],['狮岭镇'],['3室2厅 | 113.27平米 | 南 | 其他 | 高楼层(共9层) | 2012年 | 塔楼'],['65'],"['5,739元/平']",花都区
['元邦山清水秀 高楼层 南北通透 大三房'],['元邦山清水秀 '],['狮岭镇'],['3室1厅 | 117.95平米 | 南 北 | 其他 | 高楼层(共28层) | 2018年 | 塔楼'],['95'],"['8,055元/平']",花都区
['花果山地铁口，电梯3房，秀外书院，格局方正'],['南华苑 '],['旧区'],['3室2厅 | 122.34平米 | 南 | 简装 | 高楼层(共8层) | 2003年 | 塔楼'],['99.8'],"['8,158元/平']",花都区
['棠澍 精装三房两卫 安静 有100多平大花园可以使用'],['美力倚晴居 '],['旧区'],['3室2厅 | 114.07平米 | 北 | 精装 | 高楼层(共8层) | 2006年 | 塔楼'],['95'],"['8,329元/平']",花都区
"['采光通透,南向,带电梯,高楼层，视野开阔！']",['东方苑 '],['花山镇'],['3室2厅 | 115平米 | 南 | 简装 | 高楼层(共15层) | 2012年 | 塔楼'],['99'],"['8,609元/平']",花都区
