标题,小区,地区,房源信息,总价,单价,所在区
['新世界凯粤湾 东南向三房 产权清晰 随时可看'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 127.52平米 | 东南 | 精装 | 低楼层(共33层) | 2018年 | 塔楼'],['573'],"['44,935元/平']",荔湾区
['新世界凯粤湾 东南向三房 视野开阔保养新'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 112.3平米 | 东南 | 精装 | 中楼层(共33层) | 2019年 | 塔楼'],['580'],"['51,648元/平']",荔湾区
['万科柏悦湾 近地铁 中高层视野开阔'],['万科柏悦湾 '],['大坦沙'],['3室2厅 | 122.44平米 | 东南 南 | 其他 | 18层 | 2013年 | 塔楼'],['575'],"['46,962元/平']",荔湾区
['原装格局好用，户型方正，南向采光好'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 111.59平米 | 东南 南 | 精装 | 高楼层(共33层) | 2019年 | 塔楼'],['530'],"['47,496元/平']",荔湾区
['西北大三房，精装房户方正，视野开阔望江，层高3.45米'],['西关海 '],['南岸路'],['3室2厅 | 128.5平米 | 北 | 精装 | 高楼层(共53层) | 2019年 | 板楼'],['780'],"['60,701元/平']",荔湾区
['新世界凯粤湾 3室2厅 西南'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 117.95平米 | 西南 | 精装 | 低楼层(共33层) | 2018年 | 塔楼'],['515'],"['43,663元/平']",荔湾区
['滘口地铁站 电梯大三房 配套完善 交通便利'],['京穗花卉大厦 '],['滘口'],['3室2厅 | 115.18平米 | 南 | 简装 | 中楼层(共9层)  | 塔楼'],['230'],"['19,969元/平']",荔湾区
['东浚荔景苑 精装四房 厅出阳台 事业开阔 居住安静'],['东浚荔景苑 '],['中山八'],['3室2厅 | 112.9平米 | 西北 | 精装 | 高楼层(共34层) | 1998年 | 塔楼'],['488'],"['43,225元/平']",荔湾区
['凯粤湾实用三房 东南向 望花园泳池 看江景视野开阔'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 114.81平米 | 东南 | 精装 | 高楼层(共33层) | 2019年 | 塔楼'],['569'],"['49,561元/平']",荔湾区
['新世界凯粤湾 舒适南向三房 精装修 产权清晰 诚心卖出'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 122.5平米 | 西南 | 精装 | 低楼层(共33层) | 2019年 | 塔楼'],['560'],"['45,715元/平']",荔湾区
['双阳台  过五年没有增值税，户型通风方正实，'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 118.87平米 | 西南 | 精装 | 中楼层(共33层) | 2012年 | 塔楼'],['526'],"['44,251元/平']",荔湾区
['新世界凯粤湾 对流三房户型 东南向 望花园视野开阔'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 114.19平米 | 东南 | 其他 | 中楼层(共33层) | 2019年 | 塔楼'],['602'],"['52,720元/平']",荔湾区
['楼龄新电梯小区管理严格，进出都有门禁，安静舒适'],['长乐花苑二期 '],['西村'],['3室2厅 | 126.8平米 | 南 | 其他 | 低楼层(共32层) | 2012年 | 塔楼'],['500'],"['39,433元/平']",荔湾区
['司法大厦 湖畔而居，老西关配套，户型方正合理'],['司法大厦 '],['西关'],['3室1厅 | 122.69平米 | 东 | 其他 | 高楼层(共24层) | 1998年 | 塔楼'],['450'],"['36,678元/平']",荔湾区
['2009年小区 高层无遮挡 南向厅出阳台'],['富力盛悦居 '],['西关'],['3室2厅 | 122.09平米 | 东南 | 简装 | 高楼层(共34层) | 2011年 | 塔楼'],['733'],"['60,038元/平']",荔湾区
['荔枝湾景区大户型 两面单边 望荔湾湖'],['司法大厦 '],['西关'],['3室1厅 | 126.93平米 | 南 西南 | 简装 | 高楼层(共24层) | 1999年 | 塔楼'],['485'],"['38,211元/平']",荔湾区
['2009年小区 高层无遮挡 南向厅出阳台'],['富力盛悦居 '],['西关'],['3室2厅 | 122.09平米 | 东南 | 简装 | 高楼层(共34层) | 2011年 | 塔楼'],['733'],"['60,038元/平']",荔湾区
['新世界凯粤湾 南向望花园大三房 景观视野好 安静不吵'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 118.96平米 | 南 | 精装 | 中楼层(共33层) | 2015年 | 塔楼'],['498'],"['41,863元/平']",荔湾区
['富力盛悦居三房两卫带正南向少有户型放出'],['富力盛悦居 '],['西关'],['3室2厅 | 122.09平米 | 南 | 其他 | 低楼层(共34层) | 2011年 | 塔楼'],['700'],"['57,335元/平']",荔湾区
['荔枝湾景区大户型 两面单边 望荔湾湖'],['司法大厦 '],['西关'],['3室1厅 | 126.93平米 | 南 西南 | 简装 | 高楼层(共24层) | 1999年 | 塔楼'],['485'],"['38,211元/平']",荔湾区
['三房带主卫，望江没遮挡，够五年唯一'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 126.81平米 | 东北 | 精装 | 高楼层(共33层) | 2012年 | 塔楼'],['682'],"['53,782元/平']",荔湾区
['大户型3房一厅，户型正，朝向好，中楼层'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 124平米 | 南 | 其他 | 中楼层(共33层) | 2012年 | 塔楼'],['680'],"['54,839元/平']",荔湾区
['全屋精装修南北对流户型方正实用 3房南向 采光充足'],['龙湾广场 '],['滘口'],['3室1厅 | 116.87平米 | 南 | 其他 | 高楼层(共15层) | 1999年 | 塔楼'],['310'],"['26,526元/平']",荔湾区
['厅出阳台 望花园安静 东南向带平台'],['南源花园 '],['南岸路'],['3室2厅 | 120.24平米 | 南 北 | 精装 | 低楼层(共17层) | 2001年 | 塔楼'],['414'],"['34,432元/平']",荔湾区
['此房满五免重税，格局方正，采光充足，南向安静望花园'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 120.95平米 | 东南 南 | 精装 | 高楼层(共33层) | 2012年 | 塔楼'],['666'],"['55,065元/平']",荔湾区
['高层3+1望江景少有户型 自住重新装修保养新 拎包入住'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 114.69平米 | 东北 | 其他 | 高楼层(共33层) | 2019年 | 塔楼'],['430'],"['37,493元/平']",荔湾区
['西关海 高层实用三房两卫 视野开阔'],['西关海 '],['南岸路'],['3室2厅 | 111.95平米 | 东 | 精装 | 高楼层(共42层) | 2017年 | 塔楼'],['780'],"['69,674元/平']",荔湾区
['荔港南湾110平大阳台，户型方正'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 110.79平米 | 北 | 简装 | 低楼层(共33层) | 2008年 | 塔楼'],['442'],"['39,896元/平']",荔湾区
['三期物业，业主诚心，看房提前约'],['西关海 '],['南岸路'],['3室2厅 | 121.46平米 | 东南 | 精装 | 低楼层(共44层)  | 塔楼'],['780'],"['64,219元/平']",荔湾区
['自住装修保养新，小区环境好，通风采光佳'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 111.31平米 | 东北 | 精装 | 低楼层(共33层) | 2019年 | 塔楼'],['520'],"['46,717元/平']",荔湾区
['凯粤湾东南向大三房 装修保养不错'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 127.52平米 | 东南 | 精装 | 中楼层(共33层) | 2018年 | 塔楼'],['625'],"['49,012元/平']",荔湾区
['嫁格有惊喜D区全新未入住 南北对流东南向 安静望花园'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 114.18平米 | 东南 | 精装 | 低楼层(共33层) | 2019年 | 塔楼'],['435'],"['38,098元/平']",荔湾区
['全屋精装修拎包入住 中层望园林泳池 诚心出看房方便'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 111.31平米 | 东北 | 其他 | 低楼层(共33层) | 2019年 | 塔楼'],['498'],"['44,740元/平']",荔湾区
['荔港南湾 南向大阳台三房两卫 中层 保养视野好'],['城启荔港南湾 '],['南岸路'],['3室1厅 | 116.99平米 | 西南 | 精装 | 高楼层(共33层) | 2005年 | 塔楼'],['498'],"['42,568元/平']",荔湾区
['高层望江，户型方正，视野好，精装修'],['金湾明珠 '],['大坦沙'],['3室1厅 | 110.16平米 | 北 | 简装 | 高楼层(共40层) | 2018年 | 塔楼'],['450'],"['40,850元/平']",荔湾区
['近地铁 近公交 楼龄新净 原装电梯 望江单位'],['荔江美筑 '],['滘口'],['3室2厅 | 115.35平米 | 东南 | 精装 | 中楼层(共24层) | 2011年 | 塔楼'],['416'],"['36,065元/平']",荔湾区
['西外三房高层 视野开阔 望白云山'],['东浚荔景苑 '],['中山八'],['3室1厅 | 112.59平米 | 东北 | 精装 | 高楼层(共34层) | 1998年 | 塔楼'],['479'],"['42,544元/平']",荔湾区
['新世界凯粤湾 B区南向大三房 产权清晰业主有诚意'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 111.59平米 | 西南 东南 | 其他 | 低楼层(共33层) | 2019年 | 塔楼'],['500'],"['44,807元/平']",荔湾区
['逢源大厦宽敞三房 居住便利宁静产权清晰'],['逢源大厦 '],['西关'],['3室2厅 | 110.67平米 | 西南 | 其他 | 高楼层(共25层) | 2014年 | 塔楼'],['475'],"['42,921元/平']",荔湾区
['西关海望园林安静三房中楼层户型方正实用'],['西关海 '],['南岸路'],['3室2厅 | 122.65平米 | 东北 | 其他 | 中楼层(共44层)  | 塔楼'],['830'],"['67,673元/平']",荔湾区
['富力盛悦居 方正实用东南向大三房 看楼方便'],['富力盛悦居 '],['西关'],['3室2厅 | 122.09平米 | 东南 南 | 其他 | 中楼层(共34层) | 2011年 | 塔楼'],['700'],"['57,335元/平']",荔湾区
['中层望园景 全新未住 房型方正'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 124.66平米 | 西北 | 简装 | 中楼层(共33层) | 2018年 | 塔楼'],['500'],"['40,110元/平']",荔湾区
['新世界凯粤湾 精装三房 全屋装修 户型方正产权清晰'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 124.94平米 | 西北 | 精装 | 中楼层(共33层) | 2018年 | 塔楼'],['495'],"['39,620元/平']",荔湾区
['西村实用三房地铁站50米低层适合老人家'],['广雅路 '],['西村'],['3室2厅 | 112平米 | 南 | 其他 | 低楼层(共8层)  | 平房'],['338'],"['30,179元/平']",荔湾区
['新世界凯粤湾 东南向高层 视野开阔 安静不吵'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 114.18平米 | 东南 | 精装 | 高楼层(共33层) | 2019年 | 塔楼'],['573'],"['50,184元/平']",荔湾区
['新世界凯粤湾 东南向高层望花园 视野开阔 安静舒适'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 114.2平米 | 东南 | 精装 | 高楼层(共33层) | 2019年 | 塔楼'],['538'],"['47,111元/平']",荔湾区
['悦江上品苑 对流户型 通风舒适 保养好'],['悦江上品苑 '],['大坦沙'],['3室2厅 | 112.53平米 | 东 西 | 其他 | 中楼层(共26层) | 2016年 | 塔楼'],['550'],"['48,876元/平']",荔湾区
['此房满五唯一，没有抵押，产权清晰，高层望花园'],['城启荔港南湾 '],['南岸路'],['3室1厅 | 110.83平米 | 西南 | 精装 | 高楼层(共25层) | 1999年 | 塔楼'],['360'],"['32,483元/平']",荔湾区
['悦江上品，少有放盘高层江景大三房 保养新'],['悦江上品苑 '],['大坦沙'],['3室2厅 | 116.75平米 | 南 | 精装 | 高楼层(共26层) | 2016年 | 塔楼'],['555'],"['47,538元/平']",荔湾区
['新世界凯粤湾  大型封闭小区 次新三房'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 124.94平米 | 西北 | 精装 | 低楼层(共33层) | 2018年 | 塔楼'],['500'],"['40,020元/平']",荔湾区
['荔港南湾 户型方正大三房 通风采光好'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 119.19平米 | 东南 | 简装 | 中楼层(共32层) | 2008年 | 塔楼'],['495'],"['41,531元/平']",荔湾区
['万科柏悦湾 精装南向3房2卫 东南向高层 南北对流'],['万科柏悦湾 '],['大坦沙'],['3室2厅 | 122.44平米 | 南 | 其他 | 18层 | 2013年 | 塔楼'],['500'],"['40,837元/平']",荔湾区
['花语水岸  高层南向大三房二卫'],['花语水岸 '],['大坦沙'],['3室2厅 | 111.43平米 | 南 | 其他 | 21层 | 2015年 | 塔楼'],['515'],"['46,218元/平']",荔湾区
['坦尾地铁口全新三房高层望江带主卫'],['悦江上品苑 '],['大坦沙'],['3室2厅 | 112.02平米 | 南 西南 | 简装 | 高楼层(共33层) | 2019年 | 塔楼'],['580'],"['51,777元/平']",荔湾区
['西关海 10栋正南向 不近马路 四开间朝南 户型方正'],['西关海 '],['南岸路'],['3室2厅 | 128.35平米 | 南 | 其他 | 高楼层(共28层) | 2012年 | 塔楼'],['799'],"['62,252元/平']",荔湾区
['店长推荐 西关海 精装3房2卫 南北对流 望花园安静'],['西关海 '],['南岸路'],['3室2厅 | 123.12平米 | 南 北 | 精装 | 低楼层(共28层) | 2016年 | 塔楼'],['750'],"['60,917元/平']",荔湾区
['此房满五年无重税 通风采光舒适 房子对流'],['东浚荔景苑 '],['中山八'],['3室2厅 | 112.9平米 | 西北 | 精装 | 高楼层(共34层) | 1998年 | 塔楼'],['448'],"['39,682元/平']",荔湾区
['悦江上品苑 西南向看花园三房二卫 安静舒适 风景优美'],['悦江上品苑 '],['大坦沙'],['3室2厅 | 112平米 | 西南 | 其他 | 低楼层(共34层)  | 塔楼'],['520'],"['46,429元/平']",荔湾区
['少放盘户型东南向望江，精装修次新房，5/6坦尾站'],['凯德双桥8号 '],['大坦沙'],['3室1厅 | 121.64平米 | 南 | 精装 | 低楼层(共33层)  | 板楼'],['578'],"['47,518元/平']",荔湾区
['西关海 南向三房 装修保养采光好'],['西关海 '],['南岸路'],['3室1厅 | 128.35平米 | 南 | 其他 | 低楼层(共28层) | 2012年 | 塔楼'],['728'],"['56,720元/平']",荔湾区
['东浚荔景苑少有的三房户型，中高楼层视野开阔'],['东浚荔景苑 '],['中山八'],['3室2厅 | 113平米 | 东 | 其他 | 高楼层(共34层) | 1998年 | 塔楼'],['498'],"['44,071元/平']",荔湾区
['富力广场较新一期舒适大三房诚意出手'],['富力广场S区 '],['中山八'],['3室1厅 | 122.36平米 | 南 | 其他 | 中楼层(共22层) | 2005年 | 塔楼'],['660'],"['53,940元/平']",荔湾区
['荔湾雅居 3室2厅 南 北'],['荔湾雅居 '],['西华路'],['3室2厅 | 127.49平米 | 南 北 | 其他 | 中楼层(共15层) | 2004年 | 塔楼'],['750'],"['58,829元/平']",荔湾区
['江边独栋 环境舒适 有天有地 改造创意空间大'],['西增路 '],['西村'],['3室2厅 | 111平米 | 东南 | 毛坯 | 低楼层(共3层)  | 暂无数据'],['218'],"['19,640元/平']",荔湾区
['辉洋苑小区 全明两房，户型方正，西外'],['辉洋苑 '],['黄沙'],['3室2厅 | 129.06平米 | 西南 | 其他 | 低楼层(共31层) | 2001年 | 塔楼'],['410'],"['31,769元/平']",荔湾区
['荔湾区 低层少有放盘  实用3房   老城区配套'],['龙津西路 '],['西关'],['3室1厅 | 116.13平米 | 西 南 东 | 简装 | 中楼层(共5层)  | 板楼'],['350'],"['30,139元/平']",荔湾区
['业主都是用名贵家私电器拎包入住采光好户型好用使用高'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 124.66平米 | 西北 | 其他 | 高楼层(共33层) | 2018年 | 塔楼'],['670'],"['53,747元/平']",荔湾区
['逢源路 富力盛悦居 南向大阳台 三房两厅 装修新净'],['富力盛悦居 '],['西关'],['3室2厅 | 122.09平米 | 南 | 精装 | 低楼层(共34层) | 2011年 | 塔楼'],['628'],"['51,438元/平']",荔湾区
['此房格局适中，户型方正，交通便利，居住舒适'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 124.94平米 | 南 北 | 精装 | 低楼层(共33层) | 2018年 | 塔楼'],['623'],"['49,864元/平']",荔湾区
['此房格局方正 ，视野开阔采光好 望江景 产权清晰'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 126.28平米 | 东 东北 | 精装 | 中楼层(共33层) | 2019年 | 塔楼'],['640'],"['50,682元/平']",荔湾区
['荔港南湾 三房带主套 大阳台 高层望花园安静舒适'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 110.79平米 | 北 | 简装 | 高楼层(共33层) | 2008年 | 塔楼'],['398'],"['35,924元/平']",荔湾区
['商场楼上空中花园中楼层南向3房'],['荔港南湾H区 '],['南岸路'],['3室2厅 | 115.92平米 | 南 | 其他 | 中楼层(共28层) | 2008年 | 塔楼'],['430'],"['37,095元/平']",荔湾区
['新世界凯粤湾 精装三房 东南向望花园 产权清晰过两年'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 127.52平米 | 东南 | 精装 | 低楼层(共33层) | 2018年 | 塔楼'],['550'],"['43,131元/平']",荔湾区
['少有户型 大阳台 南北对流 光线视野好 单边无遮挡望江'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 124平米 | 南 | 精装 | 中楼层(共33层) | 2012年 | 塔楼'],['615'],"['49,597元/平']",荔湾区
['西关海安静户型可同时望珠江小区园林'],['西关海 '],['南岸路'],['3室2厅 | 127.16平米 | 北 | 精装 | 低楼层(共53层) | 2019年 | 塔楼'],['789'],"['62,048元/平']",荔湾区
['富力路原装电梯房 过五不唯一 户型方正 实用率高'],['富力路 '],['南岸路'],['3室1厅 | 120.63平米 | 东 | 精装 | 低楼层(共20层)  | 塔楼'],['360'],"['29,844元/平']",荔湾区
['该物业东南靓向。三房户型带主套。间隔方正实用'],['城启荔港南湾 '],['南岸路'],['3室1厅 | 124.14平米 | 东南 | 其他 | 高楼层(共32层) | 2008年 | 塔楼'],['520'],"['41,889元/平']",荔湾区
['凯粤湾东南向大三房 证过五年唯一物业 免征个人所得'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 127.52平米 | 东南 | 精装 | 低楼层(共33层) | 2018年 | 塔楼'],['470'],"['36,857元/平']",荔湾区
['采光充足，户型朝向好，居住舒适'],['花语水岸 '],['大坦沙'],['3室2厅 | 120.26平米 | 东南 | 其他 | 26层 | 2015年 | 塔楼'],['550'],"['45,735元/平']",荔湾区
['富力路原装电梯房 过五不唯一 户型方正 实用率高'],['富力路 '],['南岸路'],['3室1厅 | 120.63平米 | 东 | 精装 | 低楼层(共20层)  | 塔楼'],['360'],"['29,844元/平']",荔湾区
['正南向三房两卫全明屋安静望花园户型方正'],['西关海 '],['南岸路'],['3室2厅 | 125.93平米 | 南 | 精装 | 低楼层(共28层) | 2015年 | 塔楼'],['730'],"['57,969元/平']",荔湾区
['荔港实用三房两卫，东南朝向，户型方正采光好'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 119平米 | 南 西南 | 简装 | 低楼层(共32层) | 2008年 | 塔楼'],['425'],"['35,715元/平']",荔湾区
['双桥8号 南向三房 中层望江望花园 光线视野通风好'],['凯德双桥8号 '],['大坦沙'],['3室2厅 | 122.23平米 | 南 东南 | 精装 | 中楼层(共33层)  | 板楼'],['550'],"['44,998元/平']",荔湾区
['西关海安静户型可同时望珠江小区园林'],['西关海 '],['南岸路'],['3室2厅 | 127.16平米 | 北 | 精装 | 低楼层(共53层) | 2019年 | 塔楼'],['789'],"['62,048元/平']",荔湾区
['楼层good  南向视野开阔无遮挡能望江 成交有车位'],['凯德双桥8号 '],['大坦沙'],['3室2厅 | 121.47平米 | 南 | 其他 | 低楼层(共33层)  | 板楼'],['598'],"['49,231元/平']",荔湾区
['西湾阳光  三房 产权清晰 看房方便'],['长乐花苑二期 '],['西村'],['3室1厅 | 116.89平米 | 南 | 其他 | 高楼层(共32层) | 1990年 | 塔楼'],['430'],"['36,787元/平']",荔湾区
['荔港南湾  实用三房南向望江  采光通风好'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 116.99平米 | 东南 | 简装 | 高楼层(共33层) | 2008年 | 塔楼'],['459'],"['39,235元/平']",荔湾区
['五号线地铁 逸彩庭园 三房二卫 户型方正实用望花园'],['新世界逸彩庭园 '],['滘口'],['3室2厅 | 120.67平米 | 东南 | 简装 | 中楼层(共20层) | 2007年 | 塔楼'],['498'],"['41,270元/平']",荔湾区
['此房满5唯一，楼层适中，实用性高，采光通风好'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 124.05平米 | 南 | 简装 | 中楼层(共32层) | 2008年 | 塔楼'],['569'],"['45,869元/平']",荔湾区
['新世界凯粤湾 东南向大三房  保养新净'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 112.22平米 | 东南 南 | 其他 | 高楼层(共33层) | 2019年 | 塔楼'],['550'],"['49,011元/平']",荔湾区
['新世界凯粤湾 西南向中层 视野开阔无遮挡'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 122.5平米 | 西南 | 精装 | 中楼层(共33层) | 2019年 | 塔楼'],['518'],"['42,286元/平']",荔湾区
['新世界凯粤湾 高层望园林望江单位'],['新世界凯粤湾 '],['滘口'],['3室1厅 | 124.94平米 | 西北 | 精装 | 高楼层(共33层) | 2018年 | 塔楼'],['450'],"['36,018元/平']",荔湾区
['逸彩新世界 三房二厅 格局好 保养新净看房提前预约'],['新世界逸彩庭园 '],['滘口'],['3室1厅 | 118.03平米 | 西北 | 其他 | 高楼层(共23层) | 2007年 | 塔楼'],['470'],"['39,821元/平']",荔湾区
['产权清晰 高楼层望江景 户型方正 舒适三房'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 126.28平米 | 东 东北 | 精装 | 高楼层(共33层) | 2019年 | 塔楼'],['567'],"['44,901元/平']",荔湾区
['丽安大厦 原装电梯 时尚精装三房带主套 独立平台使用'],['丽安大厦 '],['周门'],['3室1厅 | 124.05平米 | 东 | 其他 | 低楼层(共20层) | 1995年 | 塔楼'],['470'],"['37,888元/平']",荔湾区
['逸彩新世界 方正三房二厅 格局好 保养新净 看房提前约'],['新世界逸彩庭园 '],['滘口'],['3室1厅 | 112.36平米 | 东北 | 其他 | 高楼层(共25层) | 2007年 | 塔楼'],['440'],"['39,160元/平']",荔湾区
['彩虹桥地铁口  东南靓向  小区管理  西华路美食一条街'],['西华苑 '],['西华路'],['3室2厅 | 111.13平米 | 南 西南 北 | 其他 | 中楼层(共21层) | 2002年 | 塔楼'],['480'],"['43,193元/平']",荔湾区
['荔港南湾中层南向大三房 视野开阔'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 119.18平米 | 南 | 简装 | 中楼层(共32层) | 2002年 | 塔楼'],['470'],"['39,437元/平']",荔湾区
['新世界逸彩庭园 C区望花园单位 满五年唯一'],['新世界逸彩庭园 '],['滘口'],['3室2厅 | 118.05平米 | 西北 | 精装 | 低楼层(共23层) | 2007年 | 塔楼'],['390'],"['33,037元/平']",荔湾区
['复式三房   间格四正  近地铁'],['新世界逸彩庭园 '],['滘口'],['3室1厅 | 122.59平米 | 西北 | 简装 | 高楼层(共7层) | 2007年 | 板楼'],['365'],"['29,775元/平']",荔湾区
['新世界凯粤湾，高层东南向三房，户型方正实用。。'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 127.52平米 | 东南 | 精装 | 高楼层(共33层) | 2018年 | 塔楼'],['538'],"['42,190元/平']",荔湾区
['荔港南湾  实用三房带主套 采光通风好'],['城启荔港南湾 '],['南岸路'],['3室2厅 | 111.96平米 | 北 | 其他 | 中楼层(共33层) | 2008年 | 塔楼'],['390'],"['34,834元/平']",荔湾区
['逸彩C区望花园安静舒适大三房，房子采光通风好'],['新世界逸彩庭园 '],['滘口'],['3室2厅 | 118.05平米 | 北 | 精装 | 低楼层(共23层) | 2007年 | 塔楼'],['385'],"['32,614元/平']",荔湾区
['新世界逸彩庭园 大三房视野开阔无遮挡 安静舒适'],['新世界逸彩庭园 '],['滘口'],['3室2厅 | 117.49平米 | 东北 | 精装 | 中楼层(共20层) | 2007年 | 塔楼'],['450'],"['38,302元/平']",荔湾区
['该房屋东南望花园 楼梯复式单位 三房带主套 光线好'],['新世界逸彩庭园 '],['滘口'],['3室2厅 | 121.11平米 | 南 | 其他 | 高楼层(共7层) | 2007年 | 板楼'],['418'],"['34,515元/平']",荔湾区
['11号线石围塘地铁 满五唯一 电梯三房 按揭舒适'],['塞坝路 '],['滘口'],['3室1厅 | 110.88平米 | 西南 | 其他 | 低楼层(共16层)  | 塔楼'],['240'],"['21,646元/平']",荔湾区
"['三房精装带主套,园林景观视野开阔,证过五年免重税']",['新世界逸彩庭园 '],['滘口'],['3室2厅 | 117.49平米 | 西北 | 精装 | 中楼层(共20层) | 2007年 | 塔楼'],['450'],"['38,302元/平']",荔湾区
['产权清晰 高楼层望江景 户型方正 舒适三房'],['新世界凯粤湾 '],['滘口'],['3室2厅 | 126.28平米 | 东 东北 | 精装 | 高楼层(共33层) | 2019年 | 塔楼'],['567'],"['44,901元/平']",荔湾区
