标题,小区,地区,房源信息,总价,单价,所在区
['电梯两房 目前业主改了三房 看房方便'],['东兴小区 '],['五羊新城'],['3室1厅 | 58.08平米 | 东 北 | 其他 | 高楼层(共9层) | 1992年 | 塔楼'],['358'],"['61,640元/平']",越秀区
['珠城一路之隔 临江物业 精装修'],['五羊小区 '],['五羊新城'],['3室1厅 | 68.14平米 | 北 | 其他 | 中楼层(共9层) | 1986年 | 塔楼'],['378'],"['55,475元/平']",越秀区
['大院管理 中层实用三房 安静单位 看房方便'],['东兴南小区 '],['五羊新城'],['3室1厅 | 64.7平米 | 南 | 其他 | 中楼层(共9层)  | 塔楼'],['350'],"['54,096元/平']",越秀区
['加装电梯平层 南北对流两房 户型方正'],['寺右新马路 '],['五羊新城'],['3室1厅 | 60.21平米 | 北 南 | 简装 | 中楼层(共9层) | 1986年 | 塔楼'],['330'],"['54,809元/平']",越秀区
['五羊小区 加装电梯平层入户 南向大三房'],['五羊小区 '],['五羊新城'],['3室1厅 | 89.65平米 | 东南 | 其他 | 高楼层(共8层) | 1993年 | 塔楼'],['420'],"['46,849元/平']",越秀区
['南向电梯三房 户型方正 交通便利 满五年 诚心放卖'],['深华大厦 '],['五羊新城'],['3室1厅 | 91.4平米 | 东南 | 精装 | 低楼层(共26层) | 1993年 | 塔楼'],['450'],"['49,235元/平']",越秀区
['东兴南小区 加装电梯 房出阳台 户型方正'],['东兴南小区 '],['五羊新城'],['3室1厅 | 83.6平米 | 南 北 | 精装 | 中楼层(共9层)  | 塔楼'],['508'],"['60,766元/平']",越秀区
['此房满五唯一 交通方便 邻近珠城一桥之隔'],['广信怡景大厦 '],['五羊新城'],['3室1厅 | 100.12平米 | 西北 北 | 精装 | 中楼层(共26层) | 1993年 | 塔楼'],['598'],"['59,729元/平']",越秀区
['配套完善 位置安静 近地铁 出行方便'],['五羊商住中心 '],['五羊新城'],['3室1厅 | 89.98平米 | 南 | 其他 | 高楼层(共9层) | 2000年 | 塔楼'],['380'],"['42,232元/平']",越秀区
['五羊 南向三房带主套，中间楼层 采光通风好 生活便利'],['五羊商住中心 '],['五羊新城'],['3室1厅 | 110平米 | 南 | 其他 | 中楼层(共9层) | 2000年 | 塔楼'],['590'],"['53,637元/平']",越秀区
['深华大厦地铁方便 精装修三房 不对马路安静'],['深华大厦 '],['五羊新城'],['3室1厅 | 91.78平米 | 北 | 精装 | 中楼层(共26层) | 1993年 | 塔楼'],['498'],"['54,261元/平']",越秀区
['配套成熟，交通方便，离地铁口10米 户型实用'],['深华大厦 '],['五羊新城'],['3室1厅 | 91.78平米 | 西北 北 | 简装 | 高楼层(共26层) | 1993年 | 塔楼'],['500'],"['54,479元/平']",越秀区
['五羊新城地铁口 电梯三房 采光通透'],['广信怡景大厦 '],['五羊新城'],['3室2厅 | 106.06平米 | 东 | 简装 | 高楼层(共26层) | 1993年 | 塔楼'],['520'],"['49,029元/平']",越秀区
['闹中取静 南向大三房带主套 采光通风好 东实'],['五羊商住中心 '],['五羊新城'],['3室1厅 | 101.64平米 | 南 | 其他 | 高楼层(共9层) | 2000年 | 塔楼'],['428'],"['42,110元/平']",越秀区
['南向电梯三房 户型方正实用 位置安静 近地铁'],['东悦居 '],['五羊新城'],['3室1厅 | 93.1平米 | 南 | 其他 | 中楼层(共8层) | 1999年 | 塔楼'],['580'],"['62,299元/平']",越秀区
['闹中取静 南向大三房带主套 采光通风好 东实'],['五羊商住中心 '],['五羊新城'],['3室1厅 | 101.64平米 | 南 | 其他 | 高楼层(共9层) | 2000年 | 塔楼'],['428'],"['42,110元/平']",越秀区
['30装修，近五羊邨地铁，安静，三房带主套'],['广信怡景大厦 '],['五羊新城'],['3室1厅 | 90.11平米 | 北 | 其他 | 中楼层(共26层) | 1993年 | 塔楼'],['498'],"['55,266元/平']",越秀区
['五羊八景之丽景   东南向大三房  高层采光通风好'],['广信丽景大厦 '],['五羊新城'],['3室1厅 | 107.96平米 | 东南 | 其他 | 高楼层(共26层) | 1993年 | 塔楼'],['670'],"['62,061元/平']",越秀区
['广信鸿景大厦 标准三房 原始格局 采光通风好'],['广信鸿景大厦 '],['五羊新城'],['3室1厅 | 98.68平米 | 东 北 | 简装 | 中楼层(共25层) | 1995年 | 塔楼'],['460'],"['46,616元/平']",越秀区
['保养好 精装修 房大厅大 全明户型  交通方便'],['鸿业大厦 '],['五羊新城'],['3室2厅 | 139.93平米 | 南 西 | 其他 | 低楼层(共27层) | 2000年 | 塔楼'],['868'],"['62,032元/平']",越秀区
['精装修三房 望别墅区 视野采光好 安静不吵！'],['五羊商住中心 '],['五羊新城'],['3室1厅 | 91.18平米 | 南 | 其他 | 高楼层(共9层) | 2000年 | 塔楼'],['595'],"['65,256元/平']",越秀区
['五羊地铁安静三房 高层采光通风好 适合宜居'],['深华大厦 '],['五羊新城'],['3室2厅 | 91.78平米 | 东 北 | 其他 | 高楼层(共26层) | 1993年 | 塔楼'],['480'],"['52,299元/平']",越秀区
['此房满五不唯一，业主诚心出卖，东向七字形大阳台'],['广信丽景大厦 '],['五羊新城'],['3室1厅 | 107.96平米 | 东 北 | 简装 | 高楼层(共26层) | 1993年 | 塔楼'],['538'],"['49,834元/平']",越秀区
['此房满五唯一 视野开阔 采光充足  配套设施齐全'],['粤康阁 '],['五羊新城'],['3室2厅 | 98.76平米 | 东南 | 其他 | 高楼层(共26层) | 1993年 | 塔楼'],['480'],"['48,603元/平']",越秀区
['原装电梯大三房  户型方正实用  近地铁市场 上班居家'],['粤康阁 '],['五羊新城'],['3室2厅 | 98.76平米 | 东北 | 其他 | 中楼层(共26层) | 1993年 | 塔楼'],['550'],"['55,691元/平']",越秀区
['五羊小区中层单位 精装三房拎包入住 交通便利'],['五羊小区 '],['五羊新城'],['3室1厅 | 71.51平米 | 西北 | 精装 | 中楼层(共9层) | 1986年 | 塔楼'],['343'],"['47,966元/平']",越秀区
['电梯三房，满五唯一，格局通透，中高楼层，视野开扩'],['东兴小区 '],['五羊新城'],['3室2厅 | 97.86平米 | 东南 | 其他 | 高楼层(共9层) | 1995年 | 塔楼'],['420'],"['42,919元/平']",越秀区
['一路之隔珠江新城，离地铁口10米 户型实用 通风采光好'],['深华大厦 '],['五羊新城'],['3室1厅 | 91.78平米 | 东北 | 简装 | 高楼层(共26层) | 1993年 | 塔楼'],['480'],"['52,299元/平']",越秀区
['东实 精装电梯三房 视野开阔 近珠江边 看房方便'],['广信鸿景大厦 '],['五羊新城'],['3室1厅 | 98.68平米 | 东 | 其他 | 高楼层(共25层) | 1995年 | 塔楼'],['550'],"['55,736元/平']",越秀区
['明月阁  视野开阔，通风采光良好，配套设施齐全'],['明月阁 '],['五羊新城'],['3室1厅 | 97.5平米 | 南 | 精装 | 中楼层(共25层)  | 板楼'],['351'],"['36,000元/平']",越秀区
['精装修，厅出阳台，采光通风好。'],['广信豪景大厦 '],['五羊新城'],['3室2厅 | 101.46平米 | 北 | 其他 | 低楼层(共25层) | 1995年 | 塔楼'],['585'],"['57,659元/平']",越秀区
['鸿景大厦 精装三房 厅出阳台 离珠江400米 采光通风好'],['广信鸿景大厦 '],['五羊新城'],['3室1厅 | 81.59平米 | 东 | 精装 | 低楼层(共25层) | 1995年 | 塔楼'],['430'],"['52,703元/平']",越秀区
['满五年唯一  南北对流 采光通风好  楼龄新楼层适中'],['鸿业大厦 '],['五羊新城'],['3室1厅 | 101.08平米 | 南 北 | 简装 | 中楼层(共27层) | 2000年 | 塔楼'],['520'],"['51,445元/平']",越秀区
['此房满五不唯一 交通方便 邻近珠城一桥之隔。'],['广信怡景大厦 '],['五羊新城'],['3室2厅 | 106.86平米 | 东南 | 精装 | 中楼层(共26层) | 1993年 | 塔楼'],['670'],"['62,699元/平']",越秀区
['电梯南向三房，厅出阳台，格局方正，交通便利'],['广信豪景大厦 '],['五羊新城'],['3室1厅 | 104.06平米 | 南 西南 | 精装 | 高楼层(共25层) | 1995年 | 塔楼'],['750'],"['72,074元/平']",越秀区
['满五唯一  视野开阔  采光好无遮挡   带省/级东实'],['广信鸿景大厦 '],['五羊新城'],['3室1厅 | 98.87平米 | 东北 | 简装 | 低楼层(共25层) | 1995年 | 塔楼'],['555'],"['56,135元/平']",越秀区
['新华楼 东风东 产权清晰 满五年商品房 电梯'],['新华楼 '],['水荫'],['3室2厅 | 128.02平米 | 南 | 简装 | 低楼层(共13层) | 2000年 | 塔楼'],['1260'],"['98,423元/平']",越秀区
['东风广场四期 南向望花园 保养好 东风东 不占'],['东风广场 '],['东风东'],['3室2厅 | 122.3平米 | 东南 | 精装 | 低楼层(共33层) | 2006年 | 塔楼'],['1255'],"['102,617元/平']",越秀区
['东堤湾小区 东南向三房 户型方正 过五年 看房方便'],['富力东堤湾 '],['杨箕'],['3室2厅 | 119.96平米 | 东南 | 简装 | 中楼层(共31层) | 2004年 | 塔楼'],['1275'],"['106,286元/平']",越秀区
['东海嘉园小区，东南向过五年，户型方正，花园小区'],['东海嘉园 '],['五羊新城'],['3室2厅 | 119平米 | 东南 | 其他 | 低楼层(共29层) | 2016年 | 塔楼'],['1300'],"['109,244元/平']",越秀区
['南北对流，原装电梯小区，格局方正，采光通透'],['天伦花园 '],['建设路'],['3室2厅 | 120.1平米 | 西北 | 简装 | 高楼层(共23层) | 2005年 | 塔楼'],['998'],"['83,098元/平']",越秀区
['天伦花园，高层，南向，厅出阳台。'],['天伦花园 '],['建设路'],['3室1厅 | 121.57平米 | 西南 | 其他 | 高楼层(共23层) | 2005年 | 塔楼'],['998'],"['82,093元/平']",越秀区
['加装电梯，南北对流三房，框架结构，交通便利'],['执信南路 '],['东山口'],['3室1厅 | 115.4平米 | 东南 | 其他 | 中楼层(共9层) | 1990年 | 塔楼'],['550'],"['47,661元/平']",越秀区
['东山锦轩地铁上 高层东南向 楼新 小区环境好'],['东山锦轩 '],['东山口'],['3室2厅 | 119.31平米 | 南 | 其他 | 高楼层(共31层) | 2005年 | 塔楼'],['1050'],"['88,007元/平']",越秀区
['南向望花园 正规三房 视野开阔 交通便利'],['华侨乐园 '],['淘金'],['3室1厅 | 114.41平米 | 西南 | 精装 | 低楼层(共18层) | 1995年 | 塔楼'],['480'],"['41,955元/平']",越秀区
['璟泰大厦 东南向三房 电梯高层 视野开阔'],['璟泰大厦 '],['五羊新城'],['3室2厅 | 123.37平米 | 东南 | 精装 | 高楼层(共33层) | 2003年 | 塔楼'],['680'],"['55,119元/平']",越秀区
['此房厅出阳台，环境舒适，看房方便。'],['云鹤园 '],['环市东'],['3室1厅 | 117.13平米 | 北 | 其他 | 高楼层(共32层) | 2004年 | 塔楼'],['844'],"['72,057元/平']",越秀区
['福今路气象局大院 框架结构 南北对流 通风采光好'],['福今路 '],['东山口'],['3室2厅 | 127.28平米 | 东 南 北 | 其他 | 低楼层(共9层)  | 塔楼'],['820'],"['64,425元/平']",越秀区
['云鹤轩 南向电梯三房 双阳台朝向好 满五唯一'],['云鹤园 '],['环市东'],['3室2厅 | 115.9平米 | 西南 | 精装 | 中楼层(共32层) | 2004年 | 塔楼'],['835'],"['72,045元/平']",越秀区
['东海嘉园 西南向三房 高层视野开阔 无遮挡 绿化高'],['东海嘉园 '],['五羊新城'],['3室2厅 | 124.46平米 | 西南 | 精装 | 高楼层(共30层) | 2002年 | 塔楼'],['1200'],"['96,417元/平']",越秀区
['东山一品四期，户型方正，采光通风好，安静舒适'],['嘉富广场 '],['水荫'],['3室2厅 | 125.99平米 | 南 | 精装 | 中楼层(共33层) | 2015年 | 塔楼'],['1428'],"['113,343元/平']",越秀区
['八一 房改满五年唯一 框架结构 通风采光好 安静舒适'],['寺右二横路16号大院 '],['杨箕'],['3室2厅 | 113.8平米 | 南 | 其他 | 低楼层(共9层)  | 塔楼'],['650'],"['57,118元/平']",越秀区
['东海嘉园大型园林小区 配套齐全 安静 舒适三房'],['东海嘉园 '],['五羊新城'],['3室2厅 | 112.66平米 | 东北 | 简装 | 低楼层(共30层) | 2002年 | 塔楼'],['720'],"['63,910元/平']",越秀区
['福今北整栋 实用三房带主套 精致装修 天台花园'],['福今北 '],['东风东'],['3室1厅 | 114.51平米 | 东南 | 精装 | 1层  | 暂无数据'],['900'],"['78,596元/平']",越秀区
['华侨乐园高层，景观好，上学方便，证满5年，有钥匙'],['华侨乐园 '],['淘金'],['3室2厅 | 129.76平米 | 西北 | 简装 | 中楼层(共18层) | 1995年 | 塔楼'],['603'],"['46,471元/平']",越秀区
['此房适合改善类型的客户，三代同堂，南向加电梯'],['寺右新马路 '],['五羊新城'],['3室2厅 | 123.51平米 | 南 | 精装 | 低楼层(共9层)  | 塔楼'],['750'],"['60,724元/平']",越秀区
['*年小北 国龙高层 南向望越秀公园 安静 大平层近地铁'],['国龙大厦 '],['小北'],['3室2厅 | 128.42平米 | 南 | 精装 | 高楼层(共30层) | 2005年 | 塔楼'],['1040'],"['80,985元/平']",越秀区
['高层南向安静看花园，南北对流，装修靓，满五。'],['华侨乐园 '],['淘金'],['3室2厅 | 129.76平米 | 西南 | 其他 | 高楼层(共18层) | 1995年 | 塔楼'],['558'],"['43,003元/平']",越秀区
['中层电梯楼盘  楼龄新 道路交通方便'],['国龙大厦 '],['小北'],['3室2厅 | 127.83平米 | 西北 | 简装 | 低楼层(共30层) | 2005年 | 塔楼'],['648'],"['50,693元/平']",越秀区
['靠中间花园的一栋楼，东南向全景观对花园，三房两卫'],['华侨乐园 '],['淘金'],['3室1厅 | 113.57平米 | 东北 | 其他 | 高楼层(共26层) | 1995年 | 塔楼'],['586'],"['51,599元/平']",越秀区
['佳地华苑南向复式三房，通风采光好，新装修拎包入住'],['佳地华苑大厦 '],['五羊新城'],['3室2厅 | 128.58平米 | 南 | 精装 | 高楼层(共25层) | 1995年 | 塔楼'],['695'],"['54,052元/平']",越秀区
['云鹤园原装电梯精装三房，带平台花园'],['云鹤园 '],['环市东'],['3室2厅 | 115.56平米 | 西南 | 其他 | 低楼层(共32层) | 2004年 | 塔楼'],['730'],"['63,171元/平']",越秀区
['品质装修可拎包入住，有独立天台使用'],['华侨新村 '],['淘金'],['3室2厅 | 113.93平米 | 南 | 其他 | 高楼层(共4层)  | 板楼'],['830'],"['72,852元/平']",越秀区
['原装电梯 省委党校大院 楼龄新 商品房 管理严 环境好'],['省委党校大院 '],['建设路'],['3室2厅 | 111.13平米 | 西北 | 其他 | 低楼层(共21层) | 1998年 | 塔楼'],['810'],"['72,888元/平']",越秀区
['东环路3号大院高层电梯房 商品房 满五年不唯一 精装修'],['东环路3号大院 '],['环市东'],['3室2厅 | 124.58平米 | 北 | 精装 | 高楼层(共17层)  | 塔楼'],['646'],"['51,855元/平']",越秀区
['望麓湖公园，高层景观好，环境舒适安全，户型方正'],['麓湖大厦 '],['麓景'],['3室2厅 | 128.89平米 | 东 北 | 毛坯 | 高楼层(共23层) | 2001年 | 塔楼'],['821.5'],"['63,737元/平']",越秀区
['竹丝村大院，原装电梯，复式三房'],['竹丝村 '],['东风东'],['3室1厅 | 119.95平米 | 东南 | 其他 | 中楼层(共15层) | 1990年 | 塔楼'],['716'],"['59,692元/平']",越秀区
['寺右二横路16号大院 小区管理 南北向 住家装修'],['寺右二横路16号大院 '],['杨箕'],['3室1厅 | 113.15平米 | 南 | 其他 | 中楼层(共9层)  | 塔楼'],['600'],"['53,027元/平']",越秀区
['原装电梯，高层视野开阔，位置好，精装修'],['广发花园 '],['东风东'],['3室2厅 | 125.12平米 | 东南 | 精装 | 25层 | 1995年 | 塔楼'],['680'],"['54,348元/平']",越秀区
['近双地铁园林小区，加装电梯高层，大三房厅出大阳台'],['黄田小区 '],['麓景'],['3室2厅 | 110.54平米 | 南 | 简装 | 高楼层(共9层) | 1988年 | 塔楼'],['460'],"['41,614元/平']",越秀区
['视野开阔，出入方便 配套成熟。优良地段，交通方便，'],['广发花园 '],['东风东'],['3室2厅 | 125.12平米 | 东南 | 其他 | 25层 | 1995年 | 塔楼'],['650'],"['51,951元/平']",越秀区
['2013年收楼，楼龄在板块里面比较新，中海物业管理'],['明月东山 '],['五羊新城'],['3室2厅 | 127.39平米 | 南 | 精装 | 低楼层(共8层)  | 塔楼'],['1050'],"['82,425元/平']",越秀区
['东山一品东南向三房楼龄新满五年'],['嘉富广场 '],['水荫'],['3室2厅 | 110.42平米 | 东南 | 简装 | 低楼层(共29层) | 2010年 | 塔楼'],['830'],"['75,168元/平']",越秀区
['逸雅居 电梯大四房 户型方正 西向视野开阔'],['逸雅居 '],['建设路'],['3室1厅 | 111.11平米 | 西 | 精装 | 中楼层(共30层) | 2000年 | 塔楼'],['598'],"['53,821元/平']",越秀区
['雅景花园 东南向三房 水荫路 不占'],['雅景花园 '],['水荫'],['3室1厅 | 111.11平米 | 东南 南 | 其他 | 30层 | 1995年 | 塔楼'],['650'],"['58,501元/平']",越秀区
['带大露台，精装电梯三房，近地铁，'],['环市东路435号大院 '],['黄花岗'],['3室2厅 | 121.84平米 | 西北 | 精装 | 低楼层(共23层)  | 塔楼'],['798'],"['65,496元/平']",越秀区
['国龙大厦 原装电梯 05年次新楼 精装修三房'],['国龙大厦 '],['小北'],['3室1厅 | 127.83平米 | 南 | 其他 | 高楼层(共30层) | 2005年 | 塔楼'],['950'],"['74,318元/平']",越秀区
['光孚路 3室2厅 南'],['光孚路 '],['小北'],['3室2厅 | 112.71平米 | 南 | 精装 | 中楼层(共8层)  | 板楼'],['672'],"['59,623元/平']",越秀区
['少有放盘 省级小北 原装电梯 楼龄新 配套好 近公园'],['竹怡居 '],['小北'],['3室1厅 | 121.62平米 | 南 | 其他 | 低楼层(共20层) | 2008年 | 塔楼'],['996'],"['81,895元/平']",越秀区
['省府旁   南向方正三房  格局方正  安静小区管理'],['富宏花园 '],['小北'],['3室2厅 | 117.28平米 | 东南 西南 | 简装 | 低楼层(共22层) | 1997年 | 塔楼'],['768'],"['65,485元/平']",越秀区
['东海嘉园，高楼层三房，装修很好，安静，园林小区'],['东海嘉园 '],['五羊新城'],['3室2厅 | 124.4平米 | 西南 | 精装 | 高楼层(共30层) | 2002年 | 塔楼'],['1150'],"['92,444元/平']",越秀区
['临江物业 南北通透 实用大三房 带天台花园'],['中冠大厦 '],['五羊新城'],['3室1厅 | 116.23平米 | 南 北 | 简装 | 高楼层(共9层) | 1995年 | 塔楼'],['465'],"['40,007元/平']",越秀区
['原装电梯三房带主套 安静东北朝向 采光好'],['雅景花园 '],['水荫'],['3室2厅 | 111.11平米 | 东 | 其他 | 30层 | 1995年 | 塔楼'],['620'],"['55,801元/平']",越秀区
['雅景花园 东南向三房 水荫路 不占'],['雅景花园 '],['水荫'],['3室1厅 | 111.11平米 | 东南 南 | 其他 | 30层 | 1995年 | 塔楼'],['650'],"['58,501元/平']",越秀区
['满五唯一格局方正东南向，原装电梯高层采光通风景观好'],['凯城华庭 '],['黄花岗'],['3室1厅 | 120.72平米 | 东南 | 简装 | 高楼层(共33层)  | 塔楼'],['842'],"['69,749元/平']",越秀区
['润粤大厦带80方平台 精装修 保养很好 业主诚心卖'],['润粤大厦 '],['水荫'],['3室2厅 | 115.28平米 | 北 | 精装 | 低楼层(共33层) | 1999年 | 塔楼'],['850'],"['73,734元/平']",越秀区
['四期   南向户型方正  安静看花园    飞机户型'],['东风广场 '],['东风东'],['3室2厅 | 122.78平米 | 南 | 其他 | 低楼层(共33层) | 2006年 | 板塔结合'],['1350'],"['109,953元/平']",越秀区
['嘉富广场 东山一品 中层三房 视野开阔'],['嘉富广场 '],['水荫'],['3室1厅 | 111.28平米 | 南 北 | 其他 | 中楼层(共29层) | 2010年 | 塔楼'],['1000'],"['89,864元/平']",越秀区
['国龙大厦大三房 户型方正 通风采光好'],['国龙大厦 '],['小北'],['3室1厅 | 127.83平米 | 南 东北 | 精装 | 低楼层(共30层) | 2005年 | 塔楼'],['520'],"['40,680元/平']",越秀区
['越秀区 小北地铁D出口 南北向 麓湖公园 产权清晰'],['麓景路 '],['麓景'],['3室2厅 | 121.65平米 | 北 南 | 其他 | 中楼层(共10层)  | 暂无数据'],['400'],"['32,882元/平']",越秀区
['原小北 大院管理 全明房 东西对流 采光充足'],['小北路 '],['小北'],['3室2厅 | 110.68平米 | 东 南 西 | 其他 | 中楼层(共9层) | 1993年 | 塔楼'],['598'],"['54,030元/平']",越秀区
['璟泰大厦  东南朝向 实用三房 视野开阔'],['璟泰大厦 '],['五羊新城'],['3室2厅 | 127.7平米 | 东南 | 其他 | 高楼层(共33层) | 2003年 | 塔楼'],['980'],"['76,743元/平']",越秀区
['麓景雅苑 稀有放盘 高层东南向 证过五年 近麓湖公园'],['麓景雅苑 '],['麓景'],['3室2厅 | 128.66平米 | 东南 | 精装 | 高楼层(共13层) | 1999年 | 塔楼'],['950'],"['73,839元/平']",越秀区
['东海嘉园精装3房 小区管理 楼距宽阔 通风采光'],['东海嘉园 '],['五羊新城'],['3室2厅 | 113.42平米 | 东 北 | 精装 | 低楼层(共32层) | 2006年 | 塔楼'],['998'],"['87,992元/平']",越秀区
['电梯高层 南向 视野开阔 阳光充足'],['玥秀轩 '],['小北'],['3室1厅 | 120.33平米 | 南 | 精装 | 高楼层(共29层) | 2006年 | 塔楼'],['1153'],"['95,820元/平']",越秀区
['原小北 中高层东南向 三房两卫双阳台 24小时封闭小区'],['北秀花园 '],['小北'],['3室2厅 | 118.28平米 | 东南 | 简装 | 高楼层(共27层) | 2002年 | 塔楼'],['1088'],"['91,986元/平']",越秀区
['君汇世家 高层三房 东北向 采光通风好 望白云山'],['君汇世家 '],['水荫'],['3室2厅 | 129.38平米 | 东北 | 简装 | 30层 | 2009年 | 板塔结合'],['1550'],"['119,803元/平']",越秀区
['铁一旁 华逸锦轩 三房通风采光好 视野开阔 户型方正'],['华逸锦轩 '],['五羊新城'],['3室2厅 | 127.79平米 | 东北 | 其他 | 高楼层(共27层) | 2004年 | 塔楼'],['950'],"['74,341元/平']",越秀区
['东山一品少有3房，北向看花园，满五免增值税'],['嘉富广场 '],['水荫'],['3室1厅 | 111.28平米 | 北 | 精装 | 低楼层(共29层) | 2010年 | 塔楼'],['850'],"['76,384元/平']",越秀区
['东山雅筑 大型花园小区  高层 视野开阔  少有放卖'],['东山雅筑 '],['东风东'],['3室2厅 | 114.29平米 | 南 | 精装 | 高楼层(共33层) | 2006年 | 塔楼'],['1150'],"['100,622元/平']",越秀区
['越秀原装电梯位置好安静三房带主套'],['雅景花园 '],['水荫'],['3室1厅 | 111.11平米 | 东北 | 简装 | 30层 | 1995年 | 塔楼'],['700'],"['63,001元/平']",越秀区
['华侨乐园 西北向3房望小区花园 安静舒适'],['华侨乐园 '],['淘金'],['3室2厅 | 118.28平米 | 西北 | 其他 | 高楼层(共18层) | 1995年 | 塔楼'],['558'],"['47,177元/平']",越秀区
['此房满五唯一没有个税上下学接小孩方便'],['华侨乐园 '],['淘金'],['3室2厅 | 129平米 | 西北 | 简装 | 低楼层(共18层) | 1995年 | 塔楼'],['524'],"['40,621元/平']",越秀区
['雅景花园，精选三房，东南靓向，少有单位'],['雅景花园 '],['水荫'],['3室2厅 | 111.11平米 | 东南 | 其他 | 30层 | 1995年 | 塔楼'],['585'],"['52,651元/平']",越秀区
['东风东，无占用，新装修三年，安静不吵，北望白云山'],['润粤大厦 '],['水荫'],['3室2厅 | 115.28平米 | 北 | 精装 | 高楼层(共33层) | 1999年 | 塔楼'],['860'],"['74,601元/平']",越秀区
['商品房满五唯一，高层南向，通风采光好。'],['华侨乐园 '],['淘金'],['3室2厅 | 118.28平米 | 西南 | 精装 | 高楼层(共18层) | 1995年 | 塔楼'],['543'],"['45,909元/平']",越秀区
['小区环境好 厅出阳台，南北向，视野开阔，樓王单位'],['东山雅筑 '],['东风东'],['3室2厅 | 115.84平米 | 南 北 | 精装 | 高楼层(共33层) | 2000年 | 塔楼'],['1080'],"['93,233元/平']",越秀区
['富力东山新天地 高层南向 楼龄新 采光好 品质小区'],['富力东山新天地 '],['杨箕'],['3室2厅 | 111.67平米 | 东南 | 精装 | 中楼层(共38层)  | 塔楼'],['720'],"['64,476元/平']",越秀区
['少有东南北向 双阳台 安静不吵 通风采光好 配套完善'],['气象局大院 '],['东风东'],['3室2厅 | 111.8平米 | 东 南 | 简装 | 低楼层(共10层)  | 板楼'],['680'],"['60,823元/平']",越秀区
