标题,小区,地区,房源信息,总价,单价,所在区
['房子业主在住的，保养好，南北对流户型，带两个车位'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 124.85平米 | 南 北 | 精装 | 中楼层(共28层) | 2018年 | 塔楼'],['162'],"['12,976元/平']",增城区
['碧桂园豪园荔山苑带产权车位南北对流靓楼层景观好'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 115.81平米 | 东北 | 其他 | 高楼层(共22层) | 2018年 | 塔楼'],['120'],"['10,362元/平']",增城区
['房子户型方正，南北对流，高楼层光线好。'],['碧桂园豪园星湖苑 '],['增城碧桂园'],['3室2厅 | 125.99平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼'],['128'],"['10,160元/平']",增城区
['近华附 带大露台75平方，东南向3房2卫 满5年唯一物业'],['碧桂园豪园鹤鸣苑 '],['增城碧桂园'],['3室2厅 | 117.1平米 | 南 北 | 精装 | 低楼层(共11层) | 2011年 | 塔楼'],['133'],"['11,358元/平']",增城区
['近华附 南北对流 3房2卫 免业税 保养好拎包入住'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 126.64平米 | 南 北 | 其他 | 中楼层(共18层) | 2017年 | 塔楼'],['130'],"['10,266元/平']",增城区
['近华附 对流3房2卫 全新未住 带产权车位 望园心'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 117.53平米 | 西南 东北 | 其他 | 低楼层(共22层) | 2018年 | 塔楼'],['110'],"['9,360元/平']",增城区
['碧桂园豪园 中层  东南向  大2房'],['碧桂园豪园林湖苑 '],['增城碧桂园'],['2室2厅 | 80平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼'],['75'],"['9,375元/平']",增城区
['挂绿湖 对流3房2卫 满5年唯一 全新未住 免费带2车位'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 120.74平米 | 南 北 | 其他 | 中楼层(共17层) | 2018年 | 塔楼'],['130'],"['10,767元/平']",增城区
['近华附 南北对流3房2卫 全新未住 满5唯一 拎包入住'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 127.63平米 | 南 北 | 其他 | 高楼层(共18层) | 2017年 | 塔楼'],['130'],"['10,186元/平']",增城区
['近华附  豪园荔山苑南北对流 3房 全新未住 满5年唯一'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 118.09平米 | 南 北 | 其他 | 中楼层(共18层)  | 塔楼'],['108'],"['9,146元/平']",增城区
['此房户型方正，南北对流，高楼层光线好，近华附。'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室1厅 | 119.34平米 | 南 东北 | 其他 | 高楼层(共22层) | 2018年 | 塔楼'],['113'],"['9,469元/平']",增城区
['近华附 全新南北对流3房2卫  带产权车位 满五唯一过户'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室1厅 | 115.76平米 | 东北 | 简装 | 低楼层(共22层) | 2018年 | 塔楼'],['115'],"['9,935元/平']",增城区
['户型方正，南北对流，带车位，拎包入住，近华附'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 124.85平米 | 南 北 | 精装 | 低楼层(共28层) | 2018年 | 塔楼'],['145'],"['11,614元/平']",增城区
['南北通的户型，门口单独位置舒适两房'],['碧桂园豪园鹤鸣苑 '],['增城碧桂园'],['3室2厅 | 116.06平米 | 东南 | 精装 | 高楼层(共11层) | 2011年 | 塔楼'],['105'],"['9,048元/平']",增城区
['此房18年交楼，全新未住，带两个车位，户型好。'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 120.66平米 | 南 北 | 精装 | 低楼层(共18层) | 2018年 | 塔楼'],['130'],"['10,775元/平']",增城区
['此房户型方正，南北对流，带两个车位，近华附。'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 124.85平米 | 南 北 | 精装 | 低楼层(共28层) | 2018年 | 塔楼'],['125'],"['10,013元/平']",增城区
['近华附 南北对流3房 全新未住 满5年少税'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 117.48平米 | 东南 | 其他 | 中楼层(共18层)  | 塔楼'],['120'],"['10,215元/平']",增城区
['近华附  荔山苑对流3房2卫 高层望别墅 保养好'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 112.58平米 | 南 北 | 其他 | 高楼层(共22层) | 2018年 | 塔楼'],['110'],"['9,771元/平']",增城区
['此房18年交楼，全新未住，带两个车位，户型好。'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 120.66平米 | 南 北 | 精装 | 低楼层(共18层) | 2018年 | 塔楼'],['130'],"['10,775元/平']",增城区
['此为实用型两房，楼层适中，光线好，近华 附。'],['碧桂园豪园林湖苑 '],['增城碧桂园'],['2室1厅 | 71.13平米 | 东北 | 精装 | 中楼层(共24层)  | 塔楼'],['80'],"['11,248元/平']",增城区
['碧桂园挂绿湖近华附，靓楼层，景观好'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 120.66平米 | 南 | 其他 | 低楼层(共18层) | 2018年 | 塔楼'],['135'],"['11,189元/平']",增城区
['碧桂园豪园星湖苑，满五唯一，带产权车位，景观靓'],['碧桂园豪园星湖苑 '],['增城碧桂园'],['3室2厅 | 125.6平米 | 西南 | 其他 | 高楼层(共18层) | 2012年 | 塔楼'],['118'],"['9,395元/平']",增城区
['近华附 对流3房2卫，高档装修 免费带2车位 满5年唯一'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 117.68平米 | 南 东 | 其他 | 低楼层(共22层) | 2018年 | 塔楼'],['175'],"['14,871元/平']",增城区
['挂绿湖 3房2卫南北对流 全新满5年唯一 免费带2车位'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 124.85平米 | 东 | 其他 | 中楼层(共28层) | 2018年 | 塔楼'],['128'],"['10,253元/平']",增城区
['碧桂园豪园翠湖苑 3室1厅 西南'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室1厅 | 128.58平米 | 西南 | 简装 | 中楼层(共6层) | 2010年 | 板塔结合'],['110'],"['8,555元/平']",增城区
['南北对流3房2卫  带2车位  通风采光好'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 121平米 | 南 | 精装 | 低楼层(共17层) | 2018年 | 塔楼'],['118'],"['9,753元/平']",增城区
['碧桂园豪园林湖苑 2室1厅 西南'],['碧桂园豪园林湖苑 '],['增城碧桂园'],['2室1厅 | 71.25平米 | 西南 | 简装 | 高楼层(共24层)  | 塔楼'],['60'],"['8,422元/平']",增城区
['此房属别墅区，使用率高，光线好。'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室1厅 | 96.56平米 | 北 | 精装 | 低楼层(共18层) | 2011年 | 塔楼'],['100'],"['10,357元/平']",增城区
['碧桂园豪园挂绿湖 3室2厅 南'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 88.96平米 | 南 | 精装 | 低楼层(共17层) | 2018年 | 塔楼'],['100'],"['11,242元/平']",增城区
['碧桂园豪园挂绿湖 3室2厅 南'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 89.31平米 | 南 | 精装 | 低楼层(共17层) | 2018年 | 塔楼'],['76'],"['8,510元/平']",增城区
['此房保养好，望别墅，视野好，近华附。'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室1厅 | 96.33平米 | 南 | 其他 | 低楼层(共18层) | 2011年 | 塔楼'],['89.8'],"['9,323元/平']",增城区
['房子户型方正，中高楼层，南北对流，通风采光好。'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 79.96平米 | 西北 | 精装 | 中楼层(共24层)  | 塔楼'],['80'],"['10,006元/平']",增城区
['此房户型方正，保养好，楼层适中，光线好，近华附。'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 85.2平米 | 东北 | 精装 | 中楼层(共24层)  | 塔楼'],['90'],"['10,564元/平']",增城区
['碧桂园豪园荔山苑 3室2厅 东北'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 85.2平米 | 东北 | 简装 | 中楼层(共24层)  | 塔楼'],['90'],"['10,564元/平']",增城区
['碧桂园豪园荔山苑 3室2厅 南'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 105.53平米 | 南 | 毛坯 | 中楼层(共22层) | 2018年 | 塔楼'],['90'],"['8,529元/平']",增城区
['碧桂园豪园荔山苑三房毛坯带车位中间楼层'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.67平米 | 南 | 其他 | 中楼层(共22层) | 2018年 | 塔楼'],['96'],"['8,917元/平']",增城区
['近华附 荔湖苑南北对流3房 高层全新未住 望湖景'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 92.41平米 | 西 | 其他 | 高楼层(共24层)  | 塔楼'],['88'],"['9,523元/平']",增城区
['房子保养好，户型方正，近增江、挂绿湖，出行方便。'],['罗岗村南区 '],['增城碧桂园'],['3室1厅 | 90.6平米 | 南 北 | 精装 | 高楼层(共18层) | 2018年 | 塔楼'],['85'],"['9,382元/平']",增城区
['华附旁，翠湖苑方正实用舒适三房。'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室2厅 | 88.75平米 | 西北 | 精装 | 低楼层(共6层) | 2010年 | 板塔结合'],['80'],"['9,015元/平']",增城区
['近华附 挂绿湖高层南向3房  带车位 满5年唯一 少税'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 91.67平米 | 南 | 其他 | 高楼层(共30层) | 2018年 | 塔楼'],['95'],"['10,364元/平']",增城区
['近华附 别墅苑区电梯洋房 3房2卫 满5年唯一'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室2厅 | 92.9平米 | 南 北 | 简装 | 低楼层(共18层) | 2011年 | 塔楼'],['85'],"['9,150元/平']",增城区
['近华附 全新没住过人  中高层  采光足 视野开阔'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室1厅 | 91.67平米 | 北 | 其他 | 高楼层(共30层) | 2018年 | 塔楼'],['95'],"['10,364元/平']",增城区
['房子全新没住过人，户型方正，近挂绿湖，环境好'],['华侨城湖岸 '],['增城碧桂园'],['3室1厅 | 80.45平米 | 南 北 | 精装 | 高楼层(共20层)  | 暂无数据'],['88.5'],"['11,001元/平']",增城区
['此为南向三房，户型方正，低楼层出行方便，近华附。'],['罗岗村南区 '],['增城碧桂园'],['3室2厅 | 90.73平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼'],['88'],"['9,700元/平']",增城区
['近华附 豪园方正3房 别墅区 低密度 实用率高'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室2厅 | 88.79平米 | 东 北 | 其他 | 低楼层(共6层) | 2010年 | 板塔结合'],['73'],"['8,222元/平']",增城区
['此房满五唯一，少税，带车位，近华附。'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 98.38平米 | 西北 | 其他 | 高楼层(共24层)  | 塔楼'],['90'],"['9,149元/平']",增城区
['近华附 豪园荔山苑东南向3房 全新未住 厅大景观好'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.68平米 | 东南 | 其他 | 中楼层(共24层) | 2018年 | 塔楼'],['98'],"['9,102元/平']",增城区
['近华附 荔湖苑对流3房1卫 保养好 满5年唯一'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 95.64平米 | 西 | 精装 | 高楼层(共24层) | 2017年 | 塔楼'],['90'],"['9,411元/平']",增城区
['近华附豪园翠湖苑南向3房2卫满5年唯一，少税'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室1厅 | 92.65平米 | 南 | 其他 | 中楼层(共18层) | 2011年 | 塔楼'],['95'],"['10,254元/平']",增城区
['此房无抵押，过户快，看房方便，近华附。'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 98.01平米 | 东南 | 简装 | 低楼层(共16层)  | 塔楼'],['92'],"['9,387元/平']",增城区
['此方户型方正，毛坯房，可随时装修，带车位，近华附。'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 105.53平米 | 南 北 | 毛坯 | 高楼层(共22层) | 2018年 | 塔楼'],['95'],"['9,003元/平']",增城区
['碧桂园豪园旁三房南向楼层好带车位'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.88平米 | 西南 | 其他 | 中楼层(共24层) | 2018年 | 塔楼'],['85'],"['7,880元/平']",增城区
['近华附 豪园荔湖苑南北对流3房2卫 带产权车位'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 98.97平米 | 南 西北 | 其他 | 中楼层(共16层)  | 塔楼'],['90'],"['9,094元/平']",增城区
['此房户型方正，保养好，高楼层视野好，近华附。'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室2厅 | 92.65平米 | 南 | 精装 | 高楼层(共18层) | 2011年 | 塔楼'],['80'],"['8,635元/平']",增城区
['近华附 豪园荔湖苑南向3房 大阳台 全新未住'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 95.64平米 | 南 | 精装 | 中楼层(共24层) | 2017年 | 塔楼'],['85'],"['8,888元/平']",增城区
['此房户型方正，通风好，光线好，近华附。'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 79.96平米 | 西南 | 精装 | 中楼层(共24层)  | 塔楼'],['70'],"['8,755元/平']",增城区
['近华附 荔湖苑对流3房 全新装修 免费带车位 拎包入住'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 95.48平米 | 南 北 | 其他 | 低楼层(共24层)  | 塔楼'],['90'],"['9,427元/平']",增城区
['碧桂园物业管理好，带车位，大三房，采光通风好'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.88平米 | 东南 | 毛坯 | 中楼层(共24层) | 2018年 | 塔楼'],['85'],"['7,880元/平']",增城区
['此房满五年，少税，户型方正，近华附。'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 92.85平米 | 东 西 | 精装 | 中楼层(共16层)  | 塔楼'],['85'],"['9,155元/平']",增城区
['近华附 豪园荔山苑 3房 全新未住 满5年唯一 少税'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.44平米 | 南 北 | 其他 | 低楼层(共24层) | 2018年 | 塔楼'],['83'],"['7,726元/平']",增城区
['挂绿湖旁，人工沙滩，水上乐园，家门口都可以享受'],['罗岗村南区 '],['增城碧桂园'],['3室2厅 | 90.6平米 | 南 | 精装 | 高楼层(共18层) | 2018年 | 塔楼'],['93'],"['10,265元/平']",增城区
['翠湖苑电梯三房，视野好，保养新，近华附'],['碧桂园豪园翠湖苑 '],['增城碧桂园'],['3室1厅 | 96.33平米 | 东北 | 精装 | 中楼层(共18层) | 2011年 | 塔楼'],['75'],"['7,786元/平']",增城区
['此房户型方正，实用三房，个功能间空间合理，近华附'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室1厅 | 88.96平米 | 南 | 精装 | 低楼层(共17层) | 2018年 | 塔楼'],['79'],"['8,881元/平']",增城区
['近华附 豪园荔山苑南向3房 全新未住 满五唯一过户'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.12平米 | 东南 | 精装 | 高楼层(共24层) | 2018年 | 塔楼'],['85'],"['7,936元/平']",增城区
['碧桂园豪园荔山苑 3室2厅 南'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 107.88平米 | 南 | 毛坯 | 高楼层(共24层) | 2018年 | 塔楼'],['90'],"['8,343元/平']",增城区
['碧桂园豪园 满五唯一 税费少 中间位置 保养新净'],['碧桂园豪园荔湖苑 '],['增城碧桂园'],['3室2厅 | 95.48平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼'],['88'],"['9,217元/平']",增城区
['碧桂园豪园挂绿湖 3室1厅 南'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室1厅 | 91.67平米 | 南 | 精装 | 低楼层(共30层) | 2018年 | 塔楼'],['76'],"['8,291元/平']",增城区
['近华附 挂绿湖 高层南向3房 带免费带车位'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 91.67平米 | 南 | 其他 | 高楼层(共30层) | 2018年 | 塔楼'],['92'],"['10,036元/平']",增城区
['房子满五唯一，户型南北对流，采光通风好，近华附。'],['碧桂园豪园荔山苑 '],['增城碧桂园'],['3室2厅 | 79.96平米 | 西北 | 精装 | 高楼层(共24层)  | 塔楼'],['86'],"['10,756元/平']",增城区
['碧桂园物业管理好，带车位，南向三房，采光通风好'],['碧桂园豪园挂绿湖 '],['增城碧桂园'],['3室2厅 | 91.67平米 | 南 | 精装 | 高楼层(共30层) | 2018年 | 塔楼'],['92'],"['10,036元/平']",增城区
