标题,小区,地区,房源信息,总价,单价,所在区
['地铁口小区 南向望花园 精装南向3房 安静不吵'],['新月明珠花园 '],['大石'],['3室2厅 | 111.29平米 | 东 | 精装 | 低楼层(共23层) | 2007年 | 塔楼'],['430'],"['38,638元/平']",番禺区
['北丽园  中间楼层大三房  无占用  户型方正'],['北丽园 '],['市桥'],['3室2厅 | 110.88平米 | 南 北 | 其他 | 中楼层(共7层) | 1990年 | 板楼'],['220'],"['19,842元/平']",番禺区
['望花园单位 楼下就地铁口 满五唯一税低 业主诚意出'],['新月明珠花园 '],['大石'],['3室2厅 | 117.42平米 | 南 | 其他 | 低楼层(共22层) | 2007年 | 塔楼'],['355'],"['30,234元/平']",番禺区
['住家保养新，通风采光位多，证过五年唯一物业'],['东逸豪园 '],['市桥'],['3室2厅 | 118.6平米 | 东 | 简装 | 中楼层(共22层) | 2000年 | 塔楼'],['260'],"['21,923元/平']",番禺区
['地铁口500米，全屋精装修，采光好，中层'],['华苑楼 '],['市桥'],['3室2厅 | 119.72平米 | 南 | 精装 | 中楼层(共8层) | 2000年 | 塔楼'],['195'],"['16,289元/平']",番禺区
['此房免增值税，望园景安静不靠路，装修保养好'],['东方花园又一居 '],['番禺广场'],['3室2厅 | 124.5平米 | 南 北 | 其他 | 低楼层(共16层) | 2000年 | 塔楼'],['375'],"['30,121元/平']",番禺区
['新月明珠 看花园大三房 赏花赏绿叶 亲近自然'],['新月明珠花园 '],['大石'],['3室1厅 | 117.42平米 | 南 北 东南 | 其他 | 低楼层(共22层) | 2007年 | 塔楼'],['390'],"['33,215元/平']",番禺区
['番禺广场 3房中间楼层 望别墅 可用公积金'],['东苑小区 '],['市桥'],['3室2厅 | 112.45平米 | 南 北 | 简装 | 中楼层(共8层)  | 塔楼'],['160'],"['14,229元/平']",番禺区
['近地铁 小区大三房 户型方正 采光通风好'],['富华园 '],['市桥'],['3室1厅 | 116.7平米 | 东南 | 精装 | 高楼层(共8层) | 2002年 | 塔楼'],['215.5'],"['18,467元/平']",番禺区
['南向靓楼层三房，生活便利，就近地铁，东城成熟生活圈'],['德祥路 '],['市桥'],['3室2厅 | 115.7平米 | 南 | 简装 | 中楼层(共6层)  | 板楼'],['160'],"['13,829元/平']",番禺区
['新月明珠花园 地铁中高层 大三房 生活方便'],['新月明珠花园 '],['大石'],['3室2厅 | 111.34平米 | 东南 | 其他 | 低楼层(共22层) | 2007年 | 塔楼'],['425'],"['38,172元/平']",番禺区
['近地铁 4开间朝南 方正实用 有车位。'],['北城雍雅园 '],['市桥'],['3室2厅 | 120.4平米 | 南 | 精装 | 高楼层(共12层)  | 塔楼'],['420'],"['34,884元/平']",番禺区
['地铁900米 花园式封闭小区 电梯南向大三房'],['今日丽舍 '],['大石'],['3室1厅 | 120.43平米 | 南 | 其他 | 中楼层(共23层) | 2004年 | 塔楼'],['268'],"['22,254元/平']",番禺区
['东雅园电梯大三房，一梯两户，准电梯，近番禺广场地铁'],['东怡新区东雅园 '],['东怡新区'],['3室2厅 | 121.7平米 | 南 | 精装 | 高楼层(共6层) | 2003年 | 板楼'],['280'],"['23,008元/平']",番禺区
['今日丽舍 3室2厅 东 南'],['今日丽舍 '],['大石'],['3室2厅 | 115.07平米 | 东 南 | 简装 | 低楼层(共23层) | 2004年 | 塔楼'],['290'],"['25,203元/平']",番禺区
['今日丽舍电梯三房，户型方正，小区管理'],['今日丽舍 '],['大石'],['3室1厅 | 115.1平米 | 东南 | 精装 | 高楼层(共23层) | 2004年 | 塔楼'],['300'],"['26,065元/平']",番禺区
['南北对流三房两卫 地铁近 小区低密度安静'],['敏捷四季花园 '],['大石'],['3室2厅 | 119.65平米 | 南 北 | 其他 | 低楼层(共23层) | 2016年 | 塔楼'],['448'],"['37,443元/平']",番禺区
['柏丽花园电梯，安静望园林，近地铁图书馆，有车位'],['柏丽花园 '],['番禺广场'],['3室2厅 | 114.06平米 | 北 | 其他 | 中楼层(共11层) | 2007年 | 塔楼'],['485'],"['42,522元/平']",番禺区
['洛区近地铁大三房，全新精装修，纯南向通透格局'],['南国奥园 '],['汉溪长隆'],['3室2厅 | 116.05平米 | 南 | 精装 | 中楼层(共5层) | 2006年 | 板楼'],['385'],"['33,176元/平']",番禺区
['北城雍雅园电梯南向大三房 精装修 满五唯一'],['北城雍雅园 '],['市桥'],['3室2厅 | 120.4平米 | 南 | 精装 | 中楼层(共12层)  | 塔楼'],['390'],"['32,393元/平']",番禺区
['电梯高层 实用大三房 双阳台 望江单位'],['东骏苑 '],['市桥'],['3室2厅 | 125.2平米 | 西北 | 其他 | 高楼层(共19层) | 1998年 | 塔楼'],['268'],"['21,406元/平']",番禺区
['东倩园地铁口大三房，户型南北对流，满五税费低。'],['东怡新区东倩园 '],['东怡新区'],['3室1厅 | 119.9平米 | 南 | 简装 | 中楼层(共7层) | 2000年 | 塔楼'],['270'],"['22,519元/平']",番禺区
['近地铁  大三房两卫  业主诚意卖'],['东怡新区东雅园 '],['东怡新区'],['3室2厅 | 126.4平米 | 南 | 精装 | 低楼层(共7层) | 2003年 | 塔楼'],['280'],"['22,152元/平']",番禺区
['雅居乐毛坯房 更能提现您的装修艺术 楼龄新 户型方正'],['雅居乐君域公馆 '],['市桥'],['3室2厅 | 125.94平米 | 西南 | 毛坯 | 低楼层(共31层) | 2015年 | 塔楼'],['259'],"['20,566元/平']",番禺区
['楼梯中层 花园小区 大三房 框架结构 配套成熟'],['富庭华园 '],['大石'],['3室2厅 | 113.8平米 | 北 | 其他 | 低楼层(共7层) | 2002年 | 塔楼'],['318'],"['27,944元/平']",番禺区
['低层大三房 南北对流 采光充足'],['石桥新村 '],['市桥'],['3室2厅 | 118.6平米 | 南 | 其他 | 中楼层(共7层) | 1995年 | 塔楼'],['138'],"['11,636元/平']",番禺区
['东海花园114方，装修保养好，业主诚心放卖'],['东海花园 '],['厦滘'],['3室2厅 | 114.3平米 | 南 北 | 其他 | 低楼层(共22层) | 2003年 | 塔楼'],['430'],"['37,621元/平']",番禺区
['市桥地铁口，南向电梯三房，学/校就在家门口．'],['瑞华苑 '],['市桥'],['3室2厅 | 112平米 | 南 | 简装 | 低楼层(共16层) | 2002年 | 塔楼'],['345'],"['30,804元/平']",番禺区
['业主急卖  看房方便  小区环境好'],['盈翠苑 '],['市桥北'],['3室1厅 | 113.1平米 | 东 | 精装 | 高楼层(共6层) | 2002年 | 塔楼'],['212'],"['18,745元/平']",番禺区
['番禺广场地铁站，电梯房，南北对流，一梯两户'],['东秀园 '],['番禺广场'],['3室2厅 | 113.4平米 | 南 | 简装 | 中楼层(共8层) | 1996年 | 塔楼'],['240'],"['21,165元/平']",番禺区
['笋盘，业主急放，证过五年，北向望园区，中高层景观好'],['东骏苑 '],['市桥'],['3室2厅 | 118.6平米 | 南 北 | 简装 | 高楼层(共13层) | 2000年 | 塔楼'],['265'],"['22,345元/平']",番禺区
['大石地铁口次新楼南北对流 东单边急出腾名 诚心出'],['敏捷四季花园 '],['大石'],['3室2厅 | 119.37平米 | 南 北 | 其他 | 高楼层(共23层) | 2016年 | 塔楼'],['440'],"['36,861元/平']",番禺区
['近地铁，楼层好，视野宽阔，安静采光好，配套设施齐全'],['东怡新区东倩园 '],['东怡新区'],['3室2厅 | 127.5平米 | 东南 | 其他 | 中楼层(共7层) | 2000年 | 塔楼'],['280'],"['21,961元/平']",番禺区
['电梯直达4楼平台，空中花园，近地铁，配套全，双阳台'],['银苑大厦(番禺) '],['市桥'],['3室2厅 | 129平米 | 东 西 | 简装 | 中楼层(共9层) | 1999年 | 塔楼'],['228'],"['17,675元/平']",番禺区
['南国奥园  大三房  近长隆    采光好'],['南国奥园 '],['汉溪长隆'],['3室1厅 | 116.1平米 | 南 | 其他 | 中楼层(共5层) | 2006年 | 板楼'],['320'],"['27,563元/平']",番禺区
['华南大厦，地铁口，电梯高层等你入住。'],['华南大厦 '],['市桥'],['3室2厅 | 122.4平米 | 西北 | 简装 | 中楼层(共23层) | 2003年 | 暂无数据'],['235'],"['19,200元/平']",番禺区
['东怡新地南向满五，安静不吵户型，番禺广场地铁口'],['东怡新地 '],['东怡新区'],['3室2厅 | 116.11平米 | 南 北 | 其他 | 中楼层(共17层) | 2016年 | 塔楼'],['460'],"['39,618元/平']",番禺区
['市桥城区易发步行街旁原装电梯三房'],['丽景阁 '],['市桥'],['3室2厅 | 120平米 | 南 | 简装 | 中楼层(共12层) | 2000年 | 塔楼'],['150'],"['12,500元/平']",番禺区
['公园就在旁边，交通便利，近市桥地铁口。'],['石桥新村 '],['市桥'],['3室2厅 | 118.6平米 | 南 | 简装 | 高楼层(共7层) | 1995年 | 塔楼'],['133'],"['11,215元/平']",番禺区
['禺秀园，生活便利，近地铁，南北对流采光通风好！'],['禺秀园 '],['市桥'],['3室1厅 | 110.01平米 | 东南 | 其他 | 低楼层(共7层)  | 板楼'],['168'],"['15,272元/平']",番禺区
['近地铁，电梯3房2厅，好楼层方正实用，北城无占过5年'],['富华花园 '],['市桥'],['3室2厅 | 119.6平米 | 西北 | 精装 | 中楼层(共22层) | 1998年 | 塔楼'],['232'],"['19,398元/平']",番禺区
['今日丽舍  户型方正大三房  正南向 精装修'],['今日丽舍 '],['大石'],['3室2厅 | 119.66平米 | 南 | 精装 | 中楼层(共23层) | 2004年 | 塔楼'],['265'],"['22,147元/平']",番禺区
['康乐园小区中间位置 正南向，保养新，全明格局。'],['康乐园 '],['市桥'],['3室2厅 | 123.9平米 | 南 | 其他 | 中楼层(共7层)  | 塔楼'],['240'],"['19,371元/平']",番禺区
['业主急卖  看房方便  小区环境好'],['盈翠苑 '],['市桥北'],['3室1厅 | 113.1平米 | 东 | 精装 | 高楼层(共6层) | 2002年 | 塔楼'],['212'],"['18,745元/平']",番禺区
['东华花园精装修三房，楼层好、采光好'],['东华花园 '],['市桥东'],['3室2厅 | 111.9平米 | 北 | 精装 | 高楼层(共7层) | 2004年 | 板楼'],['299'],"['26,721元/平']",番禺区
['满五唯一，南北对流，近地铁，配套设施齐全'],['东怡新地 '],['东怡新区'],['3室2厅 | 118.41平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼'],['405'],"['34,204元/平']",番禺区
['东雅园大三房，中间楼层，南向望花园'],['东怡新区东雅园 '],['东怡新区'],['3室2厅 | 126.2平米 | 南 北 | 精装 | 高楼层(共7层) | 2003年 | 塔楼'],['252'],"['19,969元/平']",番禺区
['地铁边上大三房，证过五年，户型方正，采光好'],['金利大厦 '],['市桥'],['3室2厅 | 126.1平米 | 西南 | 其他 | 高楼层(共8层) | 1998年 | 塔楼'],['187'],"['14,830元/平']",番禺区
['富华园大三房南北通风采光好 框架结构 近市桥地铁站'],['富华园 '],['市桥'],['3室2厅 | 118.6平米 | 南 | 简装 | 高楼层(共8层) | 2002年 | 塔楼'],['198'],"['16,695元/平']",番禺区
['滨江绿园 南向三房两卫 保养好 环境安静'],['滨江绿园 '],['大石'],['3室1厅 | 110.79平米 | 南 | 简装 | 低楼层(共12层) | 2004年 | 板塔结合'],['220'],"['19,858元/平']",番禺区
['禺秀园 全屋精装 市桥地铁站800米'],['禺秀园 '],['市桥'],['3室2厅 | 113.25平米 | 南 | 其他 | 中楼层(共8层) | 1993年 | 塔楼'],['199'],"['17,572元/平']",番禺区
['东信华庭番禺广场区府商圈近地铁 户型格局过道无浪费'],['东信华庭 '],['番禺广场'],['3室2厅 | 124.92平米 | 南 | 简装 | 低楼层(共25层) | 2010年 | 塔楼'],['380'],"['30,420元/平']",番禺区
['北丽园大三房，中间位置，旺中带静，方正实用'],['北丽园 '],['市桥'],['3室2厅 | 110.8平米 | 南 北 | 简装 | 高楼层(共7层) | 1995年 | 板楼'],['175'],"['15,795元/平']",番禺区
['铁100米即地铁   户型方正   装修新'],['金利大厦 '],['市桥'],['3室2厅 | 114.1平米 | 东南 | 精装 | 中楼层(共8层) | 1998年 | 塔楼'],['179'],"['15,688元/平']",番禺区
['番禺广场三地铁交汇，双阳台采光通风好，已装电梯'],['东怡新区东雅园 '],['东怡新区'],['3室1厅 | 120.1平米 | 南 北 | 简装 | 中楼层(共7层) | 2003年 | 塔楼'],['358'],"['29,809元/平']",番禺区
['近地铁，顶楼带独立花园，满五，方便看房'],['富庭华园 '],['大石'],['3室2厅 | 110.1平米 | 北 | 简装 | 高楼层(共7层) | 2002年 | 塔楼'],['305'],"['27,703元/平']",番禺区
['按揭业主可自还 ，格局方正实用，设计合理'],['石桥新村 '],['市桥'],['3室2厅 | 128.57平米 | 东南 | 精装 | 高楼层(共8层) | 1995年 | 塔楼'],['155'],"['12,056元/平']",番禺区
['富华园1楼，地铁口300米，生活交通便利。'],['富华园 '],['市桥'],['3室2厅 | 113.2平米 | 南 | 简装 | 低楼层(共8层) | 2002年 | 塔楼'],['150'],"['13,251元/平']",番禺区
['证满五年 中层望河道 视野开阔 近地铁 交通便利'],['富华花园 '],['市桥'],['3室1厅 | 119.6平米 | 东 | 精装 | 中楼层(共22层) | 1998年 | 塔楼'],['320'],"['26,756元/平']",番禺区
['满五唯一税费少，高楼层电梯3房，框架结构可公积金'],['滨江绿园 '],['大石'],['3室2厅 | 113.81平米 | 东北 | 精装 | 高楼层(共12层) | 2004年 | 板塔结合'],['265'],"['23,285元/平']",番禺区
['东海花园楼皇119平精装南向望花园三房'],['东海花园 '],['厦滘'],['3室2厅 | 119.17平米 | 南 北 | 精装 | 中楼层(共23层) | 2003年 | 塔楼'],['408'],"['34,237元/平']",番禺区
['番禺广场 德安新村 步梯中层 配套好 交通方便'],['德安新村 '],['市桥'],['3室2厅 | 117平米 | 东南 | 其他 | 中楼层(共7层) | 1993年 | 塔楼'],['180'],"['15,385元/平']",番禺区
['北城雍雅园  南向大三房  带使用权车位   满五唯一'],['北城雍雅园 '],['市桥'],['3室2厅 | 120.4平米 | 南 | 简装 | 中楼层(共12层)  | 塔楼'],['380'],"['31,562元/平']",番禺区
['北丽园 近地铁 证过五年 省级 精装修 可拎包入住'],['北丽园 '],['市桥'],['3室2厅 | 110.79平米 | 南 | 精装 | 高楼层(共7层) | 1995年 | 塔楼'],['195'],"['17,601元/平']",番禺区
['富宾星悦国际，低密度板楼住宅上线啦！！！'],['富宾星悦国际 '],['市桥北'],['3室2厅 | 119.59平米 | 南 北 | 精装 | 高楼层(共9层)  | 塔楼'],['389'],"['32,528元/平']",番禺区
['富华花园 精装3房 近地铁 省级'],['富华花园 '],['市桥'],['3室2厅 | 121.32平米 | 东南 | 精装 | 低楼层(共22层) | 1998年 | 塔楼'],['268'],"['22,091元/平']",番禺区
['新区海关大院，电梯，小区免费停车，带50方平台'],['新区海关大院 '],['东怡新区'],['3室2厅 | 111.3平米 | 东北 | 精装 | 低楼层(共17层)  | 塔楼'],['220'],"['19,767元/平']",番禺区
['近地铁  2014年楼龄 大三房 中楼层 南向 省个税 电梯'],['雅居乐君域公馆 '],['市桥'],['3室1厅 | 125.94平米 | 东南 | 精装 | 低楼层(共31层) | 2015年 | 塔楼'],['300'],"['23,821元/平']",番禺区
['一梯一户，望小区中间花园，附带30+精装 可拎包入住'],['盈翠苑 '],['市桥北'],['3室1厅 | 113.48平米 | 东 东南 | 其他 | 低楼层(共6层) | 2002年 | 塔楼'],['265'],"['23,353元/平']",番禺区
['北丽园 近地铁站 小区管理 两铺带租出 采光通风'],['北丽园 '],['市桥'],['3室2厅 | 110.8平米 | 南 | 精装 | 低楼层(共7层) | 1995年 | 板楼'],['250'],"['22,564元/平']",番禺区
['店长首推 雅居乐君域公馆126方 靓装修三房双卫 南向'],['雅居乐君域公馆 '],['市桥'],['3室1厅 | 126.74平米 | 南 | 精装 | 中楼层(共31层) | 2015年 | 塔楼'],['320'],"['25,249元/平']",番禺区
['番禺广场 东骏苑 电梯3房 大阳台'],['东骏苑 '],['市桥'],['3室1厅 | 125.2平米 | 西南 | 简装 | 中楼层(共19层) | 1998年 | 塔楼'],['340'],"['27,157元/平']",番禺区
['番禺区府4地铁交汇永旺旁 电梯高层大三房 视野采光好'],['新区海关大院 '],['东怡新区'],['3室2厅 | 111.3平米 | 东南 | 简装 | 高楼层(共17层)  | 塔楼'],['208'],"['18,689元/平']",番禺区
['新区海关大院，电梯，小区免费停车，带50方平台'],['新区海关大院 '],['东怡新区'],['3室2厅 | 111.3平米 | 东北 | 精装 | 低楼层(共17层)  | 塔楼'],['220'],"['19,767元/平']",番禺区
['番禺广场 东骏苑 电梯3房 大阳台'],['东骏苑 '],['市桥'],['3室1厅 | 125.2平米 | 西南 | 简装 | 中楼层(共19层) | 1998年 | 塔楼'],['340'],"['27,157元/平']",番禺区
['店长首推 雅居乐君域公馆126方 靓装修三房双卫 南向'],['雅居乐君域公馆 '],['市桥'],['3室1厅 | 126.74平米 | 南 | 精装 | 中楼层(共31层) | 2015年 | 塔楼'],['320'],"['25,249元/平']",番禺区
['一梯一户，望小区中间花园，附带30+精装 可拎包入住'],['盈翠苑 '],['市桥北'],['3室1厅 | 113.48平米 | 东 东南 | 其他 | 低楼层(共6层) | 2002年 | 塔楼'],['265'],"['23,353元/平']",番禺区
['北丽园 近地铁站 小区管理 两铺带租出 采光通风'],['北丽园 '],['市桥'],['3室2厅 | 110.8平米 | 南 | 精装 | 低楼层(共7层) | 1995年 | 板楼'],['250'],"['22,564元/平']",番禺区
['东景园少有东向望花园放盘，安静不吵，采光充足'],['东怡新区东景园 '],['东怡新区'],['3室2厅 | 111.7平米 | 东 | 其他 | 低楼层(共9层) | 2006年 | 塔楼'],['295'],"['26,411元/平']",番禺区
['北丽园 小区中间位步梯中层三房 住家装修 近地铁 急卖'],['北丽园 '],['市桥'],['3室2厅 | 110.8平米 | 南 | 精装 | 中楼层(共7层) | 1995年 | 塔楼'],['208'],"['18,773元/平']",番禺区
['番禺广场地铁站530米，带平台，南北对流，一梯两户。'],['东秀园 '],['番禺广场'],['3室1厅 | 113.4平米 | 南 | 其他 | 低楼层(共8层) | 1996年 | 塔楼'],['250'],"['22,046元/平']",番禺区
['东方花园三区 舒适大三房 采光充足'],['东方花园3区 '],['番禺广场'],['3室1厅 | 122.4平米 | 南 | 其他 | 高楼层(共8层) | 1995年 | 塔楼'],['220'],"['17,974元/平']",番禺区
['装修用心，装修棒，采光好，阳光充足，空间利用高'],['南国奥园 '],['汉溪长隆'],['3室2厅 | 122.8平米 | 南 北 | 精装 | 6层 | 2006年 | 板楼'],['285'],"['23,209元/平']",番禺区
['富宾星悦国际，低密度板楼住宅上线啦！！！'],['富宾星悦国际 '],['市桥北'],['3室2厅 | 119.59平米 | 南 北 | 精装 | 高楼层(共9层)  | 塔楼'],['389'],"['32,528元/平']",番禺区
['丹桂园 3室2厅 南 北'],['丹桂园 '],['市桥'],['3室2厅 | 110.72平米 | 南 北 | 简装 | 高楼层(共7层) | 2003年 | 板楼'],['120'],"['10,839元/平']",番禺区
['大型商场一路之隔，东南向原装电梯安静大三房'],['今日丽舍 '],['大石'],['3室2厅 | 115.1平米 | 南 | 精装 | 高楼层(共23层) | 2004年 | 塔楼'],['298'],"['25,891元/平']",番禺区
['东怡新地快满五唯一距离地铁300米次新房'],['东怡新地 '],['东怡新区'],['3室2厅 | 116.28平米 | 南 北 | 其他 | 高楼层(共17层)  | 塔楼'],['408'],"['35,088元/平']",番禺区
['康乐园  三房 有位停车  近地铁  精装修'],['康乐园 '],['市桥'],['3室2厅 | 129.24平米 | 南 | 精装 | 低楼层(共7层) | 1994年 | 板楼'],['307'],"['23,755元/平']",番禺区
['番禺广场旁电梯南向三房，视野开阔，精装修拎包入住。'],['东晟明珠花园 '],['番禺广场'],['3室2厅 | 120.78平米 | 南 | 其他 | 高楼层(共12层) | 2006年 | 塔楼'],['480'],"['39,742元/平']",番禺区
['地铁200米，双阳台，方正3房，精装拎包入住，过5唯一'],['富华园 '],['市桥'],['3室2厅 | 112.7平米 | 南 北 | 精装 | 高楼层(共8层) | 2002年 | 塔楼'],['178'],"['15,795元/平']",番禺区
['近地铁，电梯房，满5年，富都不占，格局好，采光好'],['北城白云花园 '],['市桥'],['3室2厅 | 112.4平米 | 西 | 简装 | 中楼层(共17层) | 2002年 | 塔楼'],['285'],"['25,356元/平']",番禺区
['三号线B口500米 房东自住保养新净 低楼层'],['北丽园 '],['市桥'],['3室2厅 | 110.9平米 | 南 | 精装 | 低楼层(共7层) | 1995年 | 塔楼'],['185'],"['16,682元/平']",番禺区
['番禺广场地铁，户型方正，南向，采光好'],['东晖园 '],['市桥'],['3室2厅 | 123.3平米 | 南 | 简装 | 中楼层(共7层) | 1993年 | 塔楼'],['220'],"['17,843元/平']",番禺区
['此房原装电梯高层，过五年免增值税；电梯朝南安静舒适'],['东方花园又一居 '],['番禺广场'],['3室2厅 | 124.5平米 | 南 | 精装 | 中楼层(共16层) | 2000年 | 塔楼'],['340'],"['27,310元/平']",番禺区
['北城雍雅园 地铁口300米 中楼层 精装修 可拎包入住'],['北城雍雅园 '],['市桥'],['3室2厅 | 118.2平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼'],['355'],"['30,034元/平']",番禺区
['南奥、南向、舒适大三房 近地铁口'],['南国奥园 '],['汉溪长隆'],['3室2厅 | 115平米 | 南 | 精装 | 低楼层(共6层) | 2006年 | 板楼'],['328'],"['28,522元/平']",番禺区
['电梯中高层，双阳台视野开阔，实用大三房'],['东骏苑 '],['市桥'],['3室1厅 | 125.2平米 | 西南 | 简装 | 中楼层(共19层) | 1998年 | 塔楼'],['310'],"['24,761元/平']",番禺区
['此房楼层好，装修保养好，采光充足，视野开阔。'],['北丽园 '],['市桥'],['3室2厅 | 110.8平米 | 南 | 简装 | 高楼层(共7层) | 1995年 | 板楼'],['178'],"['16,065元/平']",番禺区
['南向三房 通风采光好 满五年 低楼层'],['北丽园 '],['市桥'],['3室2厅 | 110.79平米 | 南 | 简装 | 中楼层(共5层) | 1990年 | 板楼'],['175'],"['15,796元/平']",番禺区
['户型方正 望小区园林  **没占北城  已满5'],['裕福花园 '],['市桥'],['3室2厅 | 124.1平米 | 北 | 其他 | 低楼层(共20层) | 2003年 | 塔楼'],['275'],"['22,160元/平']",番禺区
['市桥地铁口  电梯洋房 交通生活便利 户型通风采光好'],['银苑大厦(番禺) '],['市桥'],['3室2厅 | 129.8平米 | 东南 | 精装 | 高楼层(共9层) | 1999年 | 塔楼'],['215'],"['16,564元/平']",番禺区
['全新装修 电梯大三房 南北对流 人车分流 江景小区'],['东海花园 '],['厦滘'],['3室2厅 | 119.09平米 | 南 北 | 精装 | 低楼层(共22层) | 2003年 | 塔楼'],['380'],"['31,909元/平']",番禺区
['证满五年，西南通风，与番禺图书馆作伴，番禺广场承载'],['东翠园 '],['番禺广场'],['3室2厅 | 111.6平米 | 南 | 精装 | 中楼层(共13层) | 2001年 | 塔楼'],['285'],"['25,538元/平']",番禺区
['精装修，满五唯一 适合家庭居住 南向大阳台 拎包入住'],['康乐园 '],['市桥'],['3室2厅 | 129.24平米 | 南 北 | 精装 | 中楼层(共7层)  | 塔楼'],['280'],"['21,666元/平']",番禺区
['电梯中高层，双阳台视野开阔，实用大三房'],['东骏苑 '],['市桥'],['3室1厅 | 125.2平米 | 西南 | 简装 | 中楼层(共19层) | 1998年 | 塔楼'],['310'],"['24,761元/平']",番禺区
['此房楼层好，装修保养好，采光充足，视野开阔。'],['北丽园 '],['市桥'],['3室2厅 | 110.8平米 | 南 | 简装 | 高楼层(共7层) | 1995年 | 板楼'],['178'],"['16,065元/平']",番禺区
['南奥、南向、舒适大三房 近地铁口'],['南国奥园 '],['汉溪长隆'],['3室2厅 | 115平米 | 南 | 精装 | 低楼层(共6层) | 2006年 | 板楼'],['328'],"['28,522元/平']",番禺区
['东信华庭南向大三房，装修保养新净，急卖。'],['东信华庭 '],['番禺广场'],['3室2厅 | 124.92平米 | 东南 | 精装 | 中楼层(共25层) | 2007年 | 塔楼'],['400'],"['32,021元/平']",番禺区
