标题,小区,地区,房源信息,总价,单价,所在区
['广州塔邻居 泓景花园 中层电梯三房 位置便利繁华'],['泓景花园 '],['赤岗'],['3室2厅 | 122.64平米 | 南 北 | 其他 | 中楼层(共32层) | 2007年 | 塔楼'],['980'],"['79,909元/平']",海珠区
['罗马家园 南北对流 高层视野开阔 安静舒适'],['罗马家园 '],['沥滘'],['3室2厅 | 128.53平米 | 南 北 | 其他 | 高楼层(共12层) | 2007年 | 塔楼'],['499'],"['38,824元/平']",海珠区
['广州塔邻居 泓景花园 中层电梯三房 位置便利繁华'],['泓景花园 '],['赤岗'],['3室2厅 | 122.64平米 | 南 北 | 其他 | 中楼层(共32层) | 2007年 | 塔楼'],['980'],"['79,909元/平']",海珠区
['地铁鹭江站 电梯南向三房 安静望花园 户型方正'],['愉景南苑 '],['新港西'],['3室2厅 | 117.78平米 | 南 | 精装 | 低楼层(共18层) | 2002年 | 塔楼'],['650'],"['55,188元/平']",海珠区
['罗马家园 中层大三房 满五年不唯一 户型方正'],['罗马家园 '],['沥滘'],['3室1厅 | 127.11平米 | 西北 | 其他 | 中楼层(共28层) | 2007年 | 塔楼'],['468'],"['36,819元/平']",海珠区
['泓景花园 东南单边  南北对流 视野开阔'],['泓景花园 '],['赤岗'],['3室2厅 | 126.47平米 | 东南 南 | 精装 | 低楼层(共32层) | 2007年 | 塔楼'],['999'],"['78,992元/平']",海珠区
['3/8号线地铁  中楼层  刚需上车盘  业主急出'],['荔海鸣蝉花园 '],['赤岗'],['3室1厅 | 37.85平米 | 南 北 | 其他 | 中楼层(共9层) | 1998年 | 塔楼'],['95'],"['25,100元/平']",海珠区
['花园中间 高层南向  户型方正 安静空气好 产权清晰'],['金穗雅园 '],['广州大道南'],['3室2厅 | 116.76平米 | 南 | 其他 | 中楼层(共12层) | 2004年 | 塔楼'],['765'],"['65,520元/平']",海珠区
['区政府旁 金穗雅园园景三房 安静看园林'],['金穗雅园 '],['广州大道南'],['3室2厅 | 116.76平米 | 南 | 简装 | 中楼层(共12层) | 2004年 | 塔楼'],['599'],"['51,302元/平']",海珠区
['低密度小区金穗雅园高层精装复式南向三房'],['金穗雅园 '],['广州大道南'],['3室2厅 | 118.81平米 | 南 | 其他 | 高楼层(共11层) | 2002年 | 塔楼'],['538'],"['45,283元/平']",海珠区
['泓景花园 南向安静望园景光线好的精装三房 南北对流'],['泓景花园 '],['赤岗'],['3室2厅 | 109.75平米 | 南 | 精装 | 低楼层(共32层) | 2007年 | 塔楼'],['1298'],"['118,269元/平']",海珠区
['中海锦苑 3室2厅 东南'],['中海锦苑 '],['滨江东'],['3室2厅 | 137.66平米 | 东南 | 其他 | 中楼层(共35层) | 2000年 | 板塔结合'],['1280'],"['92,983元/平']",海珠区
['封闭式电梯小区   环境干净舒适  三房实用性高'],['海富花园 '],['江燕路'],['3室1厅 | 120.15平米 | 西 | 简装 | 高楼层(共9层) | 2000年 | 塔楼'],['445'],"['37,038元/平']",海珠区
['泓景花园 看广州塔 视野开阔 单边位 光线充足'],['泓景花园 '],['赤岗'],['3室2厅 | 110.13平米 | 西北 北 | 精装 | 高楼层(共28层) | 2007年 | 塔楼'],['799'],"['72,551元/平']",海珠区
['房屋实用 地铁10号线 产权清晰 业主诚意放卖'],['建基路电信大厦 '],['东晓路'],['3室2厅 | 111.75平米 | 北 | 简装 | 中楼层(共28层) | 1997年 | 塔楼'],['350'],"['31,320元/平']",海珠区
['榕景四季 满五 东南靓向 安静望花园 有主套 省级 有匙'],['光大花园榕景四季 '],['工业大道北'],['3室2厅 | 117.49平米 | 东南 | 精装 | 低楼层(共18层) | 2004年 | 塔楼'],['598'],"['50,898元/平']",海珠区
['琶洲西区满五年，实用三房两卫，厅出阳台，采光好'],['会展西岸 '],['磨碟沙'],['3室2厅 | 124.11平米 | 东北 | 精装 | 中楼层(共12层) | 2005年 | 塔楼'],['760'],"['61,237元/平']",海珠区
['满五唯一，户型方正，西南向没遮挡，视野好采光通透'],['中海名都 '],['滨江中'],['3室2厅 | 111.71平米 | 西南 | 其他 | 高楼层(共36层) | 2006年 | 塔楼'],['558'],"['49,951元/平']",海珠区
['锦骏华庭 东向大三房 望塔望江 景观美 满五唯一'],['锦骏华庭 '],['滨江东'],['3室2厅 | 123.46平米 | 东 南 | 精装 | 28层 | 2001年 | 塔楼'],['620'],"['50,219元/平']",海珠区
['中海名都 高层三房望江 视野开阔 无遮挡'],['中海名都 '],['滨江中'],['3室2厅 | 117.23平米 | 北 | 简装 | 高楼层(共38层) | 2002年 | 塔楼'],['560'],"['47,770元/平']",海珠区
['满五大型小区，单边位，精装婚房，高层大三房视野开阔'],['嘉仕花园东区 '],['滨江东'],['3室1厅 | 125.67平米 | 北 | 精装 | 32层 | 2003年 | 塔楼'],['605'],"['48,142元/平']",海珠区
['城市总tui荐好房愉景南苑满五唯一环境好近鹭江地铁口'],['愉景南苑 '],['新港西'],['3室2厅 | 120.22平米 | 西北 北 | 精装 | 中楼层(共18层) | 2003年 | 塔楼'],['558'],"['46,415元/平']",海珠区
['东南单边3房2卫 前后绿化 心情舒畅'],['和平家园 '],['广州大道南'],['3室2厅 | 112.14平米 | 南 | 简装 | 低楼层(共16层) | 2007年 | 塔楼'],['498'],"['44,409元/平']",海珠区
['滨江东地铁 海印南苑 东向单边位 采光好，旺中带静。'],['海印南苑 '],['东晓路'],['3室2厅 | 117.13平米 | 东 东北 | 精装 | 中楼层(共28层) | 2000年 | 塔楼'],['448'],"['38,249元/平']",海珠区
['花园小区 正南向 采光通风 单边位'],['翠屏中惠雅苑 '],['宝岗'],['3室1厅 | 115平米 | 南 | 精装 | 低楼层(共33层) | 2009年 | 塔楼'],['548'],"['47,653元/平']",海珠区
['元邦 业主置换 随时看房 可议'],['元邦明月园 '],['赤岗'],['3室2厅 | 127.87平米 | 南 | 简装 | 中楼层(共25层) | 2002年 | 塔楼'],['598'],"['46,767元/平']",海珠区
['第三金碧花园 南向三房望江 格局方正实用 采光好'],['第三金碧花园 '],['金碧'],['3室2厅 | 123.18平米 | 南 | 精装 | 中楼层(共32层) | 2005年 | 塔楼'],['468'],"['37,994元/平']",海珠区
['户型方正，视野宽阔，采光对流，配套齐全，交通便利'],['江南翠菊园 '],['江南大道中'],['3室2厅 | 128.24平米 | 西南 | 精装 | 高楼层(共27层) | 2003年 | 塔楼'],['475'],"['37,040元/平']",海珠区
['光大花园三梯六户 中楼层 东南向大三房 样板房单边位'],['光大花园 '],['工业大道北'],['3室2厅 | 120.56平米 | 东南 | 精装 | 低楼层(共33层) | 2003年 | 塔楼'],['550'],"['45,621元/平']",海珠区
['海印南苑 一手业主东南向保养新净近地铁 电梯靓楼层'],['海印南苑 '],['东晓路'],['3室2厅 | 117.7平米 | 东南 | 精装 | 中楼层(共28层) | 2000年 | 塔楼'],['482'],"['40,952元/平']",海珠区
['带主套精装大三房，带平台，采光充足。'],['第三金碧花园 '],['金碧'],['3室2厅 | 112.04平米 | 东北 | 简装 | 低楼层(共32层) | 2005年 | 板塔结合'],['398'],"['35,524元/平']",海珠区
['广纸小区电梯房 楼龄新 近地铁 环境佳 精装三房'],['广纸小区 '],['工业大道中'],['3室2厅 | 119.65平米 | 东南 南 西南 | 其他 | 高楼层(共6层) | 1994年 | 板楼'],['370'],"['30,924元/平']",海珠区
['采光充足，视野开阔，交通便利 居住舒适 装修保养好'],['建基路电信大厦 '],['东晓路'],['3室2厅 | 111.75平米 | 东北 | 简装 | 低楼层(共28层) | 1997年 | 塔楼'],['388'],"['34,721元/平']",海珠区
['高层原装电梯三房 双阳台 南向视野开阔 采光通风佳'],['保利红棉花园 '],['江燕路'],['3室1厅 | 110.98平米 | 东南 南 | 精装 | 高楼层(共19层) | 1997年 | 塔楼'],['410'],"['36,944元/平']",海珠区
['鸣翠花园四期 3室2厅 南'],['鸣翠花园四期 '],['工业大道南'],['3室2厅 | 114.55平米 | 南 | 精装 | 高楼层(共30层) | 2016年 | 板楼'],['628'],"['54,824元/平']",海珠区
['临江盘 广州塔板块次新房 东南向方正双阳双卫 低密度'],['滨江水恋 '],['滨江东'],['3室2厅 | 113.32平米 | 南 | 精装 | 中楼层(共27层) | 2009年 | 塔楼'],['830'],"['73,244元/平']",海珠区
['过五不唯一，楼层好，格局方正实用'],['金豪嘉苑 '],['滨江东'],['3室2厅 | 121.54平米 | 北 | 其他 | 中楼层(共26层) | 2004年 | 塔楼'],['860'],"['70,759元/平']",海珠区
['此房满五唯一 东南向 视野开阔 采光通风好 交通便利'],['宝怡阁 '],['滨江东'],['3室2厅 | 123平米 | 东南 | 简装 | 低楼层(共30层) | 2000年 | 塔楼'],['758'],"['61,627元/平']",海珠区
['此房满五年，产权清晰，江景房 视野宽阔，太古仓商圈'],['逸蓝华庭 '],['工业大道北'],['3室2厅 | 110.41平米 | 南 | 其他 | 中楼层(共28层) | 2004年 | 塔楼'],['550'],"['49,815元/平']",海珠区
['近地铁，地铁站步行30米，配套完善 交通便利 户型合理'],['福雅居 '],['同福'],['3室2厅 | 127.74平米 | 东南 | 其他 | 中楼层(共9层) | 2001年 | 塔楼'],['470'],"['36,794元/平']",海珠区
['江南西电梯大三房 光线好视野开阔'],['穗南大厦 '],['前进路'],['3室1厅 | 117.82平米 | 东南 | 精装 | 中楼层(共22层) | 1990年 | 塔楼'],['480'],"['40,741元/平']",海珠区
['市二宫商圈 原装电梯 精装修  户型好 采光好'],['侨宏大厦 '],['前进路'],['3室1厅 | 121.97平米 | 东 | 其他 | 低楼层(共22层) | 1999年 | 板塔结合'],['330'],"['27,056元/平']",海珠区
['西南靓向，少有放盘绝牌望江 方正实用 业主自住保养新'],['源海御苑 '],['工业大道北'],['3室1厅 | 112.59平米 | 西南 | 其他 | 高楼层(共31层) | 2012年 | 塔楼'],['468'],"['41,567元/平']",海珠区
['丽影华庭 高层舒适南向住宅  交通便利 采光通风良好'],['丽影华庭B区 '],['客村'],['3室1厅 | 130平米 | 南 | 其他 | 高楼层(共12层) | 2002年 | 塔楼'],['1000'],"['76,924元/平']",海珠区
['2站珠城，4站琶洲，地铁，沃尔玛就在楼下'],['丽影华庭B区 '],['客村'],['3室2厅 | 118.91平米 | 南 北 | 其他 | 高楼层(共12层) | 2002年 | 塔楼'],['750'],"['63,073元/平']",海珠区
['明珠花园，安静三房  采光通风好 居住舒适，配套成熟'],['明珠花园(海珠区) '],['东晓路'],['3室2厅 | 110.17平米 | 东南 | 简装 | 低楼层(共33层) | 1996年 | 塔楼'],['438'],"['39,757元/平']",海珠区
['原装电梯实用三房，配套齐全 近地铁 十分安全'],['晓港中马路130号宿舍 '],['昌岗'],['3室1厅 | 125.27平米 | 东南 | 其他 | 高楼层(共18层) | 2000年 | 塔楼'],['458'],"['36,562元/平']",海珠区
['滨江东 农机宿舍 电梯大三房 东南单边位 采光好'],['农机宿舍 '],['滨江东'],['3室1厅 | 111.56平米 | 南 | 其他 | 高楼层(共9层) | 1997年 | 塔楼'],['526'],"['47,150元/平']",海珠区
['此房满五年 无重税 楼层好景观好 业主诚意卖'],['亿海湾 '],['滨江西'],['3室1厅 | 113.46平米 | 东 | 精装 | 低楼层(共32层) | 2004年 | 塔楼'],['636'],"['56,055元/平']",海珠区
['保利天悦三房 望花园  看房方便'],['保利天悦公寓 '],['万胜围'],['3室1厅 | 111.52平米 | 北 | 其他 | 低楼层(共38层) | 2015年 | 塔楼'],['500'],"['44,836元/平']",海珠区
['东南向三房，视野无挡光线足，满五唯一'],['兰亭御园 '],['同福'],['3室2厅 | 126.58平米 | 东南 南 西南 | 其他 | 低楼层(共30层) | 2008年 | 塔楼'],['765'],"['60,437元/平']",海珠区
"['此房满五年，东南向三房带主套,安静看花园，视野开阔']",['锦丽居 '],['东晓南'],['3室2厅 | 114.31平米 | 东南 | 精装 | 高楼层(共25层) | 2010年 | 塔楼'],['660'],"['57,738元/平']",海珠区
['润汇大厦 交通方便 通风采光好 带大阳台开阳'],['润汇大厦 '],['江南西'],['3室2厅 | 116.61平米 | 南 | 其他 | 低楼层(共31层) | 2001年 | 塔楼'],['560'],"['48,024元/平']",海珠区
['中海名都 轻奢靓装 自住维护靓 一手业主 一线望江'],['中海名都 '],['滨江中'],['3室1厅 | 120.17平米 | 东南 | 其他 | 低楼层(共38层) | 2002年 | 塔楼'],['850'],"['70,734元/平']",海珠区
['满五少税费，户型好，风景好，采光足，视野无遮挡'],['和平家园 '],['广州大道南'],['3室2厅 | 115.97平米 | 北 | 其他 | 中楼层(共16层) | 2007年 | 塔楼'],['680'],"['58,636元/平']",海珠区
['金碧花园第一金碧 3室2厅 南 北'],['金碧花园第一金碧 '],['金碧'],['3室2厅 | 119.94平米 | 南 北 | 其他 | 高楼层(共7层) | 2000年 | 塔楼'],['460'],"['38,353元/平']",海珠区
['保利天悦花园南向3房，中高层，视野开阔，通风好'],['保利天悦公寓 '],['万胜围'],['3室2厅 | 119.17平米 | 南 | 精装 | 中楼层(共35层) | 2016年 | 塔楼'],['760'],"['63,775元/平']",海珠区
['第三金碧花园 南向中楼层 望江景大三房 巴适得很'],['第三金碧花园 '],['金碧'],['3室2厅 | 121.52平米 | 南 | 简装 | 中楼层(共26层) | 2005年 | 塔楼'],['560'],"['46,083元/平']",海珠区
['南向三房两卫 望中大校园 望广州塔 楼龄新'],['大学印象 '],['滨江东'],['3室1厅 | 123.18平米 | 南 | 简装 | 中楼层(共26层) | 2007年 | 塔楼'],['850'],"['69,005元/平']",海珠区
['银禧花园三期 ，安静小区，户型方正，通风采光好。'],['银禧花园 '],['滨江东'],['3室1厅 | 110.37平米 | 东北 | 简装 | 32层 | 2008年 | 塔楼'],['960'],"['86,981元/平']",海珠区
['保利花园 原装电梯高层 望花园 景观舒适'],['保利花园 '],['工业大道中'],['3室2厅 | 114平米 | 南 北 | 简装 | 高楼层(共18层) | 2000年 | 板楼'],['535'],"['46,930元/平']",海珠区
['滨江东少有放盘的三房望江户型，视野开阔，满五精装修'],['浪琴居 '],['滨江东'],['3室2厅 | 118.65平米 | 北 东北 | 其他 | 28层 | 2003年 | 塔楼'],['800'],"['67,426元/平']",海珠区
['房子满五年，红本在手，交易方便，全新没有入住过'],['鸣翠花园四期 '],['工业大道南'],['3室2厅 | 114.55平米 | 南 | 精装 | 高楼层(共30层) | 2017年 | 塔楼'],['587'],"['51,244元/平']",海珠区
['此房源产权清晰 没有抵押按揭 看房方便'],['时代廊桥 '],['南洲'],['3室1厅 | 113.62平米 | 南 | 精装 | 中楼层(共18层) | 2004年 | 塔楼'],['565'],"['49,728元/平']",海珠区
['产权清晰 采光通风好 户型方正'],['南洲花苑AB区 '],['南洲'],['3室1厅 | 116.54平米 | 东南 | 其他 | 中楼层(共9层) | 1994年 | 塔楼'],['326'],"['27,974元/平']",海珠区
